id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE010032,50,4017.0,3968.0,7076,84,91.0,2.3,1.1,1.2,2.3,0.0,2,1,24,617,509,1171.0,3.0,53696,1,7.4,,coche,fijo,hipoteca,superior,construccion,no,0
PRE010033,18,2181.0,1593.0,20478,36,614.0,28.2,,5.6,0.4,1.0,2,0,25,647,575,2328.0,5.0,63929,0,5.7,894.0,coche,temporal,alquiler,medio,publico,si,0
PRE010034,45,1710.0,644.0,17967,36,539.0,31.5,22.9,6.2,8.0,0.0,0,1,18,548,573,559.0,3.0,0,1,,479.0,consumo,autonomo,hipoteca,medio,servicios,si,0
PRE010035,36,2362.0,1044.0,14952,120,135.0,5.7,3.9,9.5,0.0,2.0,2,0,10,643,639,3188.0,1.0,71961,0,8.5,1101.0,consumo,autonomo,hipoteca,superior,construccion,no,1
PRE010036,57,3398.0,1077.0,4534,12,408.0,12.0,9.1,0.9,4.4,1.0,2,0,0,679,742,6211.0,4.0,103765,2,,1583.0,vivienda,funcionario,alquiler,medio,publico,no,0
PRE010037,36,3379.0,,7223,24,325.0,9.6,9.6,1.1,2.1,1.0,0,0,19,585,505,676.0,3.0,52757,2,11.1,1417.0,vivienda,funcionario,alquiler,medio,publico,no,0
PRE010038,40,2656.0,0.0,24446,36,733.0,27.6,27.6,0.6,18.5,,1,0,9,706,631,4087.0,4.0,56790,1,9.8,675.0,coche,fijo,alquiler,medio,servicios,no,1
PRE010039,35,3197.0,139.0,11998,36,360.0,11.3,10.8,1.0,0.5,3.0,0,0,36,625,538,-261.0,,0,6,8.7,647.0,coche,autonomo,alquiler,superior,servicios,no,1
PRE010040,38,2223.0,299.0,15252,60,275.0,12.3,10.9,,0.6,2.0,1,1,62,615,642,2795.0,3.0,134899,0,8.1,1446.0,consumo,fijo,propiedad,superior,servicios,si,0
PRE010041,49,3402.0,3304.0,16715,120,150.0,4.4,2.2,6.7,7.6,2.0,0,2,13,703,717,6413.0,2.0,53733,4,10.0,340.0,coche,funcionario,alquiler,basico,servicios,si,0
PRE010042,35,2316.0,,76559,12,5000.0,200.0,200.0,16.7,1.2,,0,2,39,488,416,-2000.0,4.0,0,1,10.6,969.0,consumo,fijo,propiedad,superior,servicios,si,1
PRE010043,49,5734.0,,12801,120,115.0,2.0,1.8,26.4,2.1,0.0,1,0,8,825,806,,9.0,199249,0,2.0,1893.0,consumo,fijo,alquiler,superior,publico,no,0
PRE010044,30,3010.0,1987.0,33352,36,1001.0,33.2,20.0,9.7,7.5,3.0,0,0,19,671,685,2289.0,3.0,141970,0,5.8,1139.0,coche,fijo,hipoteca,medio,servicios,no,0
PRE010045,40,2895.0,1437.0,8113,24,365.0,12.6,8.4,29.7,6.0,2.0,3,1,17,668,731,8743.0,,87040,0,6.3,839.0,coche,fijo,hipoteca,superior,servicios,no,0
PRE010046,55,2254.0,1696.0,2643,36,79.0,3.5,2.0,5.3,1.3,0.0,1,2,60,668,633,3677.0,1.0,68208,1,10.5,425.0,consumo,temporal,alquiler,medio,servicios,no,0
PRE010047,56,3415.0,2085.0,5839,120,53.0,1.5,1.0,1.1,3.5,0.0,0,0,21,836,883,6494.0,7.0,170044,0,2.0,835.0,coche,fijo,hipoteca,superior,agrario,si,0
PRE010048,46,3628.0,2311.0,8174,84,105.0,2.9,1.8,,6.6,1.0,0,1,8,667,627,1981.0,,61271,0,7.3,1363.0,estudios,autonomo,alquiler,medio,publico,no,0
PRE010049,47,3039.0,948.0,14604,120,131.0,4.3,3.3,2.5,1.1,2.0,0,0,11,697,636,3312.0,3.0,104885,0,8.4,,coche,temporal,propiedad,medio,industria,no,0
PRE010050,59,3236.0,0.0,19812,36,594.0,18.4,18.4,2.6,1.6,2.0,0,0,24,519,504,-1367.0,4.0,0,4,,1385.0,consumo,fijo,hipoteca,basico,agrario,no,0
PRE010051,62,3448.0,3104.0,17224,36,517.0,15.0,7.9,8.4,1.2,0.0,2,0,26,707,619,5887.0,3.0,86384,1,7.2,703.0,consumo,temporal,alquiler,medio,publico,no,0
PRE010052,37,1656.0,470.0,22445,24,1010.0,61.0,47.5,4.0,3.1,3.0,1,2,38,572,577,474.0,6.0,22989,2,9.2,764.0,coche,fijo,propiedad,medio,servicios,no,0
PRE010053,45,4093.0,2971.0,6124,24,276.0,6.7,3.9,6.6,1.1,,2,0,7,678,764,6731.0,4.0,171525,2,6.6,1628.0,negocio,fijo,alquiler,medio,servicios,no,0
PRE010054,49,2998.0,1277.0,9482,120,85.0,2.8,2.0,37.6,1.2,2.0,0,0,19,648,726,404.0,3.0,84545,2,7.0,373.0,estudios,temporal,hipoteca,basico,servicios,no,0
PRE010055,43,2141.0,766.0,17291,84,222.0,10.4,7.6,3.5,10.8,0.0,1,0,14,635,690,4116.0,4.0,42878,2,9.7,869.0,coche,temporal,alquiler,superior,servicios,no,0
PRE010056,42,1146.0,433.0,5929,96,67.0,5.8,4.2,6.9,5.6,5.0,1,1,56,593,545,-2000.0,2.0,0,1,10.9,,vivienda,temporal,propiedad,medio,servicios,no,0
PRE010057,23,,,38737,84,498.0,12.9,8.1,3.7,4.9,3.0,2,0,0,810,840,12427.0,6.0,207608,0,5.3,1660.0,consumo,autonomo,alquiler,basico,agrario,si,0
PRE010058,53,1351.0,935.0,16150,48,363.0,26.9,,,2.2,3.0,0,0,16,628,571,4635.0,4.0,37696,1,,,consumo,fijo,propiedad,medio,servicios,no,0
PRE010059,46,2417.0,0.0,14190,24,639.0,26.4,26.4,10.6,4.8,,0,1,38,560,546,,1.0,0,2,9.4,,negocio,fijo,propiedad,medio,construccion,no,1
PRE010060,53,1907.0,685.0,7054,12,635.0,33.3,24.5,0.2,3.4,0.0,0,0,15,567,623,-7.0,2.0,3474,4,9.5,695.0,consumo,fijo,hipoteca,medio,servicios,no,0
PRE010061,50,2680.0,215.0,20215,24,910.0,33.9,31.4,0.2,1.5,0.0,2,1,17,582,459,,5.0,0,2,9.9,1454.0,consumo,fijo,propiedad,basico,servicios,no,0
PRE010062,40,2744.0,234.0,9826,48,221.0,8.1,7.4,2.0,20.1,1.0,1,1,31,599,622,2265.0,5.0,30455,4,10.5,1716.0,negocio,autonomo,hipoteca,superior,servicios,no,0
PRE010063,32,1858.0,1607.0,16543,60,298.0,16.0,8.6,2.9,15.0,1.0,0,0,11,674,591,4040.0,,47609,0,,558.0,negocio,autonomo,propiedad,superior,publico,no,0
PRE010064,49,2726.0,2417.0,7175,72,108.0,3.9,2.1,11.0,3.2,2.0,1,0,11,601,691,4931.0,5.0,121550,1,8.9,1173.0,vivienda,funcionario,alquiler,medio,servicios,no,0
PRE010065,38,3384.0,1072.0,18620,96,209.0,6.2,4.7,6.1,10.3,1.0,2,1,19,589,602,-295.0,,0,5,8.2,962.0,negocio,funcionario,hipoteca,basico,servicios,no,1
PRE010066,35,2087.0,274.0,5318,120,48.0,2.3,2.0,11.2,6.3,0.0,1,1,25,559,502,3590.0,3.0,0,1,9.2,,coche,fijo,hipoteca,superior,servicios,no,0
PRE010067,47,,869.0,14842,120,134.0,10.7,6.3,,4.8,0.0,3,1,8,657,613,-1192.0,1.0,102793,1,,544.0,negocio,temporal,hipoteca,medio,publico,no,1
PRE010068,60,1609.0,993.0,51612,36,1548.0,96.2,59.5,14.6,1.1,0.0,1,0,5,805,739,8278.0,4.0,173449,0,2.9,351.0,consumo,temporal,propiedad,superior,industria,no,0
PRE010069,37,2043.0,419.0,9936,48,224.0,10.9,9.1,,0.1,,0,1,14,590,581,709.0,5.0,41006,1,8.0,959.0,vivienda,autonomo,hipoteca,medio,industria,no,0
PRE010070,50,1878.0,0.0,13011,36,390.0,20.8,20.8,2.4,11.4,0.0,1,0,16,707,713,4470.0,3.0,59619,0,7.2,956.0,consumo,funcionario,alquiler,superior,industria,no,1
PRE010071,42,3346.0,0.0,16272,72,244.0,7.3,7.3,1.8,6.7,2.0,1,0,12,703,700,6480.0,6.0,95230,0,7.0,1490.0,consumo,autonomo,propiedad,medio,servicios,no,0
PRE010072,35,3236.0,,11311,96,127.0,3.9,3.5,9.3,7.7,,2,0,6,677,701,4660.0,4.0,105327,1,5.8,1367.0,coche,fijo,alquiler,medio,industria,no,0
PRE010073,41,3483.0,1503.0,13089,120,118.0,3.4,,,15.6,1.0,2,0,12,717,726,7240.0,2.0,85340,1,6.6,979.0,negocio,temporal,propiedad,superior,industria,no,0
PRE010074,40,3464.0,1802.0,15711,24,707.0,20.4,13.4,4.1,14.6,,1,0,23,655,568,1942.0,5.0,80647,3,,,negocio,autonomo,alquiler,medio,industria,no,0
PRE010075,35,1786.0,26.0,30186,36,906.0,50.7,49.9,2.0,10.7,0.0,0,1,16,631,664,1840.0,7.0,50845,0,7.7,678.0,coche,autonomo,hipoteca,superior,industria,no,0
PRE010076,44,1405.0,1096.0,18905,72,284.0,20.2,11.3,10.2,3.4,0.0,1,0,14,641,613,856.0,4.0,44987,1,,464.0,vivienda,fijo,alquiler,medio,agrario,si,0
PRE010077,44,2986.0,537.0,18424,12,1658.0,55.5,47.1,5.6,4.3,1.0,1,0,46,655,585,1950.0,3.0,21986,3,10.5,974.0,consumo,autonomo,propiedad,medio,servicios,si,0
PRE010078,41,3249.0,1572.0,14492,24,652.0,20.1,13.5,8.7,3.8,2.0,0,0,0,792,753,7094.0,8.0,193906,1,5.0,1252.0,vivienda,fijo,alquiler,medio,publico,si,0
PRE010079,34,3957.0,2078.0,9858,96,111.0,2.8,1.8,8.7,0.7,1.0,1,1,5,656,552,,2.0,104427,0,,1670.0,vivienda,fijo,propiedad,medio,servicios,no,0
PRE010080,47,3820.0,1020.0,8950,12,806.0,21.1,16.6,9.1,0.1,0.0,2,0,0,850,852,11064.0,8.0,224714,0,,1574.0,vivienda,fijo,hipoteca,medio,agrario,no,0
PRE010081,30,2904.0,1831.0,11492,96,129.0,4.5,2.7,13.7,3.4,1.0,2,0,15,613,600,,,44449,1,8.2,290.0,negocio,fijo,hipoteca,medio,industria,no,0
PRE010082,58,1889.0,684.0,8611,60,155.0,8.2,6.0,0.1,3.9,1.0,1,0,49,763,742,3832.0,4.0,138093,1,6.6,915.0,negocio,fijo,propiedad,superior,servicios,no,0
PRE010083,44,,834.0,2637,84,34.0,1.6,1.1,1.0,1.8,3.0,2,1,14,682,670,704.0,2.0,78244,2,,1085.0,coche,fijo,alquiler,superior,servicios,no,0
PRE010084,56,2133.0,388.0,6319,12,569.0,26.6,22.5,,6.5,0.0,2,1,46,546,500,786.0,,0,2,11.2,746.0,negocio,funcionario,alquiler,basico,industria,no,1
PRE010085,43,2142.0,1448.0,14919,48,336.0,15.7,9.3,7.0,3.7,2.0,1,3,52,497,423,-2000.0,5.0,0,6,12.6,938.0,vivienda,temporal,hipoteca,medio,servicios,no,0
PRE010086,39,4035.0,2686.0,27176,60,489.0,12.1,7.3,2.8,2.2,0.0,0,1,23,757,757,4184.0,4.0,116890,0,5.7,1680.0,negocio,temporal,propiedad,superior,servicios,no,0
PRE010087,21,1712.0,1120.0,10601,120,95.0,5.6,,6.9,5.8,0.0,0,0,36,529,467,-2000.0,,0,3,11.3,773.0,vivienda,fijo,propiedad,medio,servicios,si,0
PRE010088,61,3656.0,0.0,25550,36,766.0,21.0,21.0,3.8,2.9,2.0,1,0,0,779,851,,8.0,209636,0,6.0,404.0,consumo,temporal,propiedad,superior,servicios,si,0
PRE010089,52,2300.0,98.0,18750,36,563.0,24.4,23.4,1.1,3.1,2.0,0,1,84,416,431,-2000.0,3.0,0,3,16.9,1268.0,vivienda,autonomo,propiedad,medio,agrario,no,0
PRE010090,69,2507.0,98.0,11149,120,100.0,4.0,3.9,9.1,2.4,2.0,0,0,24,498,451,-896.0,1.0,0,3,,1200.0,consumo,temporal,hipoteca,basico,industria,no,0
PRE010091,29,6607.0,5180.0,12091,36,363.0,5.5,3.1,,37.0,0.0,1,0,0,850,975,13478.0,6.0,238100,0,2.0,4164.0,vivienda,fijo,alquiler,medio,industria,no,0
PRE010092,26,2363.0,153.0,11750,48,264.0,11.2,10.5,8.6,9.7,,1,1,25,583,621,,4.0,0,3,9.2,778.0,consumo,fijo,alquiler,superior,construccion,si,0
PRE010093,34,2955.0,1498.0,15939,72,239.0,8.1,5.4,2.3,16.8,0.0,0,0,1,688,796,4966.0,5.0,135954,1,7.0,,negocio,temporal,hipoteca,superior,industria,no,0
PRE010094,25,2160.0,697.0,13663,120,123.0,5.7,4.3,0.7,10.1,0.0,1,0,14,582,519,2108.0,3.0,41238,3,10.9,,consumo,fijo,alquiler,superior,servicios,no,0
PRE010095,23,1948.0,0.0,28551,84,367.0,18.8,18.8,5.1,2.7,2.0,2,0,17,633,564,1067.0,3.0,38771,0,7.7,1224.0,vivienda,autonomo,alquiler,basico,servicios,no,0
PRE010096,38,1483.0,1123.0,31002,12,2790.0,188.0,107.0,10.2,0.7,3.0,0,1,18,676,742,,,138960,0,7.6,486.0,coche,fijo,hipoteca,basico,servicios,no,0
PRE010097,51,2784.0,996.0,3951,60,71.0,2.6,1.9,10.2,2.4,0.0,2,1,1,729,799,4061.0,3.0,154904,1,7.4,1319.0,consumo,fijo,propiedad,basico,servicios,no,0
PRE010098,56,1921.0,1495.0,14959,60,269.0,14.0,7.9,32.3,0.2,0.0,2,0,51,665,707,2954.0,2.0,104039,1,8.3,,vivienda,autonomo,hipoteca,superior,industria,si,0
PRE010099,42,2274.0,836.0,11288,96,,5.6,,0.3,0.1,2.0,1,0,43,724,712,4368.0,5.0,51203,0,4.1,,consumo,temporal,hipoteca,superior,publico,si,1
PRE010100,58,2060.0,27.0,4675,96,53.0,2.6,2.5,12.1,4.9,2.0,0,0,26,582,516,877.0,5.0,15320,2,,334.0,coche,temporal,alquiler,medio,industria,no,0
PRE010101,18,2096.0,1148.0,14815,24,,31.8,20.5,17.6,12.3,,2,0,17,687,659,,0.0,80200,3,5.2,,estudios,fijo,alquiler,basico,publico,no,0
PRE010102,51,3132.0,1808.0,12531,72,188.0,6.0,3.8,2.3,6.4,0.0,0,0,31,738,780,5250.0,3.0,94526,2,5.7,,negocio,autonomo,propiedad,superior,servicios,no,0
PRE010103,35,,885.0,8361,60,150.0,5.5,4.2,10.5,1.4,2.0,1,1,11,657,625,2384.0,1.0,0,2,10.1,1297.0,coche,temporal,propiedad,superior,agrario,no,0
PRE010104,44,1653.0,,10152,96,114.0,6.9,4.6,5.4,11.6,0.0,1,0,23,643,615,6577.0,4.0,46876,4,7.2,396.0,vivienda,fijo,hipoteca,medio,servicios,si,0
PRE010105,39,2919.0,1734.0,9958,120,90.0,3.1,1.9,2.8,3.9,1.0,2,0,34,724,649,5236.0,4.0,167976,1,6.3,932.0,negocio,fijo,propiedad,superior,servicios,no,0
PRE010106,28,3429.0,488.0,11601,24,522.0,15.2,13.3,8.0,26.8,1.0,0,1,19,658,610,3133.0,4.0,79082,1,,1170.0,coche,fijo,hipoteca,superior,servicios,no,0
PRE010107,41,1318.0,487.0,13715,48,309.0,23.4,17.1,12.6,0.7,0.0,1,4,8,688,641,4790.0,3.0,99957,1,,522.0,coche,temporal,alquiler,basico,servicios,no,0
PRE010108,56,2323.0,1109.0,7076,84,91.0,3.9,2.7,1.1,9.1,0.0,0,0,53,543,441,-2000.0,1.0,0,1,11.5,1555.0,consumo,temporal,propiedad,superior,construccion,si,0
PRE010109,58,2326.0,1349.0,30682,84,394.0,17.0,,3.0,0.4,2.0,0,1,23,694,694,5881.0,6.0,65017,0,4.0,1790.0,negocio,temporal,alquiler,superior,servicios,no,0
PRE010110,32,,84.0,4917,12,443.0,28.5,27.0,,10.2,7.0,0,1,21,610,614,-1844.0,3.0,25322,2,10.1,409.0,coche,funcionario,propiedad,basico,publico,no,0
PRE010111,43,1338.0,264.0,23063,120,208.0,15.5,12.9,0.5,5.7,1.0,0,0,28,649,601,2691.0,3.0,34740,2,9.5,642.0,vivienda,fijo,propiedad,medio,publico,no,1
PRE010112,42,3638.0,2261.0,6356,60,114.0,3.1,1.9,6.8,10.0,1.0,0,0,17,539,530,,,15973,1,10.6,1745.0,negocio,fijo,propiedad,medio,servicios,no,0
PRE010113,31,3690.0,795.0,7465,60,134.0,3.6,3.0,2.3,4.2,0.0,2,0,20,732,777,7527.0,4.0,203057,0,5.3,941.0,negocio,temporal,alquiler,superior,construccion,no,0
PRE010114,27,3511.0,2337.0,4439,24,200.0,5.7,3.4,12.5,4.7,1.0,1,0,4,721,787,1838.0,6.0,110781,0,,715.0,consumo,temporal,propiedad,medio,servicios,no,0
PRE010115,50,4335.0,1614.0,12354,120,111.0,2.6,1.9,10.7,2.8,0.0,1,0,9,688,670,2385.0,,72807,1,7.4,1162.0,vivienda,fijo,hipoteca,medio,industria,si,0
PRE010116,31,4576.0,,14423,72,216.0,4.7,4.7,20.9,4.4,0.0,0,0,47,761,774,7284.0,7.0,210688,0,2.1,1830.0,consumo,autonomo,alquiler,superior,agrario,no,0
PRE010117,49,1677.0,428.0,11714,96,132.0,7.9,6.3,3.9,1.9,0.0,1,0,13,625,561,,4.0,63578,3,13.3,843.0,coche,autonomo,propiedad,medio,publico,no,1
PRE010118,43,3704.0,1126.0,17203,36,516.0,13.9,10.7,0.2,1.6,0.0,0,0,56,767,776,5733.0,4.0,160162,0,5.8,1516.0,negocio,funcionario,propiedad,medio,servicios,no,0
PRE010119,32,2118.0,835.0,12574,120,113.0,5.3,,0.8,2.5,,1,0,3,691,738,7055.0,4.0,159134,0,5.8,695.0,coche,fijo,propiedad,basico,industria,no,0
PRE010120,45,1757.0,1253.0,29924,84,385.0,21.9,12.8,0.0,5.2,3.0,0,0,32,536,446,,3.0,0,7,12.5,674.0,vivienda,autonomo,alquiler,medio,industria,no,1
PRE010121,19,2898.0,199.0,12217,84,157.0,5.4,5.1,4.3,1.7,0.0,0,1,33,556,444,-2000.0,2.0,37464,2,10.2,921.0,coche,fijo,hipoteca,basico,industria,no,0
PRE010122,24,1789.0,771.0,34523,60,621.0,34.7,24.3,,12.7,2.0,0,1,15,630,582,286.0,1.0,28213,0,9.5,582.0,coche,temporal,alquiler,basico,servicios,si,0
PRE010123,40,1651.0,354.0,32540,24,1464.0,88.6,73.0,6.8,2.7,1.0,0,1,25,541,510,-1925.0,3.0,0,1,,801.0,estudios,fijo,hipoteca,basico,servicios,no,0
PRE010124,47,3107.0,1388.0,3426,24,154.0,5.0,3.4,11.6,4.0,1.0,1,0,9,631,611,3146.0,2.0,88069,1,10.1,976.0,coche,autonomo,propiedad,superior,industria,si,0
PRE010125,55,1332.0,972.0,3775,72,57.0,4.2,2.5,0.7,13.2,1.0,0,0,10,659,585,2519.0,3.0,112917,1,8.4,248.0,vivienda,temporal,alquiler,superior,servicios,no,0
PRE010126,42,1102.0,402.0,13275,84,171.0,15.5,11.3,3.0,8.3,1.0,0,1,15,603,606,1258.0,,71765,1,,641.0,coche,fijo,propiedad,medio,construccion,no,0
PRE010127,56,1966.0,336.0,9118,48,205.0,10.4,,2.6,3.9,1.0,1,0,5,827,856,7883.0,5.0,252275,0,,833.0,vivienda,funcionario,alquiler,basico,construccion,no,0
PRE010128,39,3371.0,125.0,9238,60,166.0,4.9,4.8,3.5,3.6,0.0,0,0,0,777,831,8954.0,7.0,173837,0,,1421.0,consumo,fijo,hipoteca,basico,agrario,no,0
PRE010129,63,2339.0,889.0,6268,36,188.0,8.0,5.8,2.8,1.0,0.0,3,1,17,660,628,4865.0,6.0,34102,1,8.1,691.0,vivienda,fijo,propiedad,medio,servicios,no,1
PRE010130,45,3253.0,2140.0,14314,84,184.0,5.7,3.4,2.0,2.0,0.0,0,0,22,730,742,5406.0,4.0,81255,2,7.4,1424.0,consumo,funcionario,alquiler,basico,servicios,no,0
PRE010131,50,3558.0,3306.0,5950,60,107.0,3.0,1.6,1.6,1.7,0.0,2,2,28,623,573,-350.0,2.0,19203,3,10.7,1494.0,consumo,temporal,propiedad,medio,servicios,si,0
PRE010132,47,3345.0,578.0,17809,36,534.0,16.0,13.6,1.7,1.3,1.0,0,0,9,594,707,,2.0,16774,1,7.2,1602.0,estudios,autonomo,hipoteca,medio,industria,no,0
PRE010133,18,2386.0,1513.0,12706,84,163.0,6.8,4.2,8.7,9.9,1.0,2,3,28,561,579,,5.0,0,2,10.1,972.0,estudios,funcionario,hipoteca,medio,servicios,no,0
PRE010134,30,4496.0,3029.0,20029,24,901.0,20.0,12.0,4.5,2.1,1.0,2,1,25,590,624,2798.0,,51463,1,9.3,1438.0,consumo,fijo,alquiler,basico,servicios,no,0
PRE010135,38,1475.0,1576.0,13644,12,1228.0,83.2,40.2,3.0,3.5,0.0,0,0,15,584,586,767.0,4.0,48719,3,9.8,547.0,estudios,fijo,hipoteca,basico,servicios,no,0
PRE010136,56,1547.0,549.0,5624,120,51.0,3.3,2.4,8.2,0.1,1.0,1,1,61,437,366,-2000.0,0.0,0,4,15.6,,negocio,autonomo,alquiler,medio,publico,si,0
PRE010137,49,1171.0,137.0,22756,24,1024.0,87.4,,,7.4,2.0,0,0,29,637,585,,2.0,5591,2,8.2,360.0,vivienda,temporal,alquiler,basico,servicios,no,1
PRE010138,42,6329.0,0.0,10700,72,160.0,2.5,2.5,1.4,10.3,0.0,0,0,28,652,629,2415.0,3.0,31718,3,,2269.0,estudios,temporal,hipoteca,basico,construccion,no,1
PRE010139,22,4891.0,2646.0,6241,120,56.0,1.1,0.7,1.3,1.6,1.0,1,0,25,543,526,-935.0,2.0,0,2,11.7,2309.0,vivienda,funcionario,propiedad,basico,publico,no,0
PRE010140,18,1606.0,0.0,3916,72,59.0,3.7,3.7,8.1,4.4,1.0,0,0,20,585,572,758.0,4.0,0,0,9.1,692.0,estudios,autonomo,alquiler,medio,servicios,no,0
PRE010141,35,2239.0,1685.0,12157,36,365.0,16.3,9.3,9.8,9.3,3.0,0,3,47,576,560,1902.0,3.0,22289,2,11.6,236.0,consumo,fijo,alquiler,superior,servicios,no,0
PRE010142,55,4496.0,1106.0,6210,48,140.0,3.1,2.5,1.3,6.8,0.0,1,1,79,627,524,867.0,4.0,34607,0,8.6,,estudios,funcionario,hipoteca,medio,construccion,si,0
PRE010143,40,3543.0,1749.0,10083,96,113.0,3.2,2.1,7.2,5.3,,1,0,13,755,712,7024.0,7.0,155812,1,,734.0,vivienda,fijo,alquiler,medio,servicios,no,0
PRE010144,21,2071.0,1296.0,18720,96,211.0,10.2,6.3,0.6,2.4,1.0,2,1,24,667,680,,4.0,101361,0,,627.0,consumo,fijo,propiedad,medio,industria,no,0
PRE010145,42,700.0,33.0,6824,120,,8.8,8.4,,0.3,4.0,0,2,79,396,263,-2000.0,2.0,0,2,16.7,256.0,vivienda,funcionario,hipoteca,medio,industria,no,1
PRE010146,33,1625.0,539.0,14960,12,1346.0,82.8,62.2,1.6,8.3,0.0,2,0,28,476,377,-2000.0,4.0,0,6,10.1,910.0,negocio,funcionario,propiedad,basico,industria,no,1
PRE010147,55,2764.0,1349.0,4697,12,423.0,15.3,10.3,4.4,0.1,2.0,1,0,23,622,567,1856.0,3.0,23231,3,9.0,933.0,vivienda,fijo,hipoteca,medio,servicios,si,0
PRE010148,58,6339.0,745.0,9337,24,420.0,6.6,5.9,0.7,0.2,3.0,1,1,13,727,751,7901.0,3.0,114681,1,8.3,,vivienda,fijo,hipoteca,medio,agrario,si,0
PRE010149,59,2718.0,0.0,12088,84,155.0,5.7,5.7,3.1,0.4,1.0,1,1,5,830,839,7403.0,2.0,202032,0,6.5,1174.0,negocio,temporal,hipoteca,superior,construccion,no,0
PRE010150,53,4559.0,1045.0,7952,120,72.0,1.6,,9.1,5.4,1.0,1,0,32,663,657,4098.0,6.0,100972,3,5.8,456.0,vivienda,fijo,alquiler,superior,construccion,no,0
PRE010151,28,4652.0,2419.0,7710,48,173.0,3.7,2.5,9.1,2.8,1.0,0,0,1,797,779,6900.0,5.0,147951,1,4.3,,negocio,fijo,alquiler,medio,servicios,no,0
PRE010152,54,1710.0,1497.0,47088,96,,31.0,16.5,9.1,12.0,1.0,0,0,10,649,665,749.0,3.0,26948,1,6.5,477.0,coche,temporal,hipoteca,medio,servicios,no,1
PRE010153,28,1692.0,930.0,14454,120,130.0,7.7,5.0,,16.0,0.0,1,1,3,828,892,9380.0,6.0,207351,0,4.0,854.0,consumo,funcionario,hipoteca,superior,servicios,no,0
PRE010154,18,2157.0,227.0,4640,36,139.0,6.5,5.8,,9.0,0.0,1,0,7,703,700,5372.0,,80327,1,7.0,884.0,consumo,autonomo,hipoteca,basico,agrario,no,0
PRE010155,45,1519.0,178.0,16831,48,379.0,24.9,22.3,0.5,4.5,0.0,1,0,0,740,755,5249.0,5.0,141166,1,7.0,526.0,coche,temporal,alquiler,medio,publico,no,0
PRE010156,55,1742.0,0.0,9653,60,174.0,10.0,10.0,0.9,6.4,0.0,0,1,24,649,575,522.0,2.0,90174,3,,543.0,estudios,fijo,alquiler,superior,servicios,no,0
PRE010157,35,2663.0,396.0,7034,84,90.0,3.4,,,0.7,,3,2,10,683,537,4704.0,4.0,16508,1,,1658.0,vivienda,fijo,propiedad,medio,servicios,no,0
PRE010158,41,2319.0,1821.0,11917,12,1073.0,46.2,25.9,3.8,3.1,0.0,1,0,55,518,411,-902.0,6.0,0,3,13.8,1101.0,vivienda,fijo,propiedad,medio,industria,no,1
PRE010159,41,1374.0,1173.0,13824,96,156.0,11.3,6.1,14.5,0.0,0.0,0,1,35,533,559,2139.0,3.0,0,3,10.7,533.0,consumo,temporal,hipoteca,basico,publico,no,1
PRE010160,46,3806.0,3794.0,48345,60,870.0,22.9,11.4,0.6,5.6,0.0,3,0,16,628,615,5342.0,2.0,15834,1,9.2,1996.0,negocio,fijo,hipoteca,medio,servicios,no,0
PRE010161,46,2853.0,854.0,6548,72,98.0,3.4,2.6,0.9,15.7,1.0,2,0,0,840,946,6008.0,4.0,226960,1,3.9,1480.0,coche,funcionario,alquiler,superior,servicios,no,0
PRE010162,21,2742.0,556.0,6751,84,,3.2,2.6,2.6,22.9,2.0,1,0,20,600,565,,6.0,25466,1,7.9,437.0,vivienda,fijo,propiedad,medio,industria,no,0
PRE010163,39,2910.0,,8810,12,793.0,27.2,17.7,0.6,3.2,0.0,0,0,39,539,548,641.0,4.0,50192,2,9.5,1287.0,estudios,autonomo,propiedad,basico,publico,no,1
PRE010164,43,1589.0,1524.0,14848,60,267.0,16.8,8.6,16.7,5.8,1.0,0,1,21,545,561,2185.0,5.0,36243,2,10.2,355.0,consumo,funcionario,alquiler,medio,servicios,no,0
PRE010165,21,3446.0,2829.0,54838,48,1234.0,35.8,19.7,12.8,0.7,0.0,0,0,11,645,721,5810.0,3.0,105454,1,6.7,1808.0,coche,funcionario,propiedad,medio,industria,no,0
PRE010166,35,4443.0,1070.0,13437,84,173.0,3.9,3.1,4.2,3.2,4.0,0,0,17,626,608,2391.0,2.0,68490,0,7.9,1866.0,consumo,fijo,alquiler,basico,publico,no,0
PRE010167,48,2334.0,,33953,48,764.0,32.7,19.5,13.1,6.1,3.0,0,0,12,595,614,3329.0,2.0,28015,1,5.8,1162.0,coche,fijo,propiedad,medio,industria,no,0
PRE010168,31,1473.0,916.0,21517,24,968.0,65.7,40.5,2.0,0.7,4.0,3,0,18,623,587,3100.0,1.0,29141,2,8.6,781.0,negocio,fijo,propiedad,basico,publico,no,0
