id_estacion,no2_ugm3,no2_max_ugm3,nox_ugm3,pm10_ugm3,pm10_max_ugm3,pm25_ugm3,pm25_max_ugm3,o3_ugm3,o3_max_ugm3,so2_ugm3,co_mgm3,benceno_ugm3,nh3_ugm3,ruido_db,trafico_indice,intensidad_trafico,pct_vehiculos_pesados,densidad_poblacion,dist_industria_km,dist_via_principal_m,superficie_verde_pct,temp_media_c,humedad_pct,viento_kmh,precipitacion_mm,radiacion_solar,altitud_m,num_dias_superacion,entorno
EST012329,48.0,136,94.0,27,47,20,33.0,40.0,83,0.0,0.73,0.92,,63.5,86,,7.3,6360,8.1,108,7.1,18.1,79.0,15.9,871,419,87,2,costa
EST012330,49.0,108,91.0,26,67,19,47.0,42.0,73,1.8,0.77,,3.6,66.1,85,,9.5,4567,8.3,234,17.2,15.6,70.0,10.9,608,558,354,6,costa
EST012331,38.0,131,76.0,31,75,22,42.0,56.0,102,10.1,0.74,1.83,8.3,57.6,57,15141.0,9.3,4270,6.7,265,26.5,21.0,65.0,8.6,626,484,430,19,costa
EST012332,18.0,44,22.0,8,14,4,5.0,71.0,138,4.1,0.37,0.55,17.5,47.0,24,2220.0,2.2,503,8.2,451,46.7,16.4,73.0,,518,306,525,3,costa
EST012333,28.0,79,47.0,20,51,17,32.0,56.0,103,5.0,0.41,0.91,4.3,,41,,5.4,2944,8.4,169,18.0,16.2,82.0,17.9,669,518,340,4,costa
EST012334,46.0,101,78.0,19,33,12,26.0,59.0,140,3.9,0.81,,5.0,,75,26005.0,7.4,4740,6.0,223,25.0,17.3,,14.5,641,557,683,19,costa
EST012335,50.0,135,101.0,34,85,21,53.0,54.0,111,8.1,,1.35,,59.4,80,29789.0,11.5,5910,5.9,187,12.3,14.4,58.0,13.8,438,219,452,28,interior
EST012336,29.0,94,,32,83,18,55.0,55.0,117,18.5,0.55,2.32,5.9,59.3,52,16842.0,16.3,3396,2.3,133,15.1,15.4,81.0,14.8,354,532,298,43,costa
EST012337,27.0,100,61.0,36,75,22,33.0,60.0,90,24.1,0.47,2.17,3.5,54.2,40,15209.0,,3046,0.1,322,16.0,11.2,88.0,22.8,678,529,700,54,costa
EST012338,47.0,116,,45,98,31,81.0,60.0,89,26.5,0.6,2.63,4.4,60.9,61,17430.0,19.6,3900,1.1,150,14.2,21.7,68.0,13.4,477,426,257,65,interior
EST012339,44.0,153,102.0,42,93,26,61.0,51.0,95,0.0,0.81,1.38,7.3,62.3,77,28193.0,8.0,6220,10.8,118,2.9,19.7,86.0,18.7,374,400,435,23,costa
EST012340,25.0,75,40.0,23,38,11,13.0,59.0,89,5.6,0.43,1.23,7.4,57.3,45,8310.0,7.1,1937,7.1,398,14.0,16.5,69.0,19.5,276,424,476,5,costa
EST012341,36.0,83,77.0,23,53,15,32.0,50.0,111,0.0,0.79,0.73,6.1,63.2,87,29043.0,5.3,4970,10.3,176,12.7,15.0,75.0,6.1,359,417,648,2,costa
EST012342,38.0,148,62.0,30,69,16,54.0,66.0,125,3.1,0.62,0.79,3.0,59.6,62,26652.0,8.9,5189,7.2,335,23.9,15.4,73.0,16.9,573,339,483,16,costa
EST012343,19.0,76,32.0,17,45,8,9.0,78.0,133,2.4,,,15.5,47.8,9,8606.0,1.5,593,6.3,286,33.3,10.5,66.0,18.7,347,381,332,10,costa
EST012344,28.0,77,46.0,35,77,24,51.0,55.0,106,8.7,0.53,1.17,4.8,55.1,24,13375.0,9.8,1843,7.6,174,19.5,19.3,61.0,4.0,374,355,531,28,interior
EST012345,,82,48.0,39,87,23,71.0,54.0,96,18.2,0.67,1.51,0.5,,44,17359.0,15.1,4452,2.9,310,22.0,16.3,64.0,13.7,573,344,0,50,costa
EST012346,3.0,10,3.0,14,32,2,13.0,91.0,193,0.0,0.1,0.1,16.2,40.1,0,100.0,2.6,20,9.1,460,44.9,9.6,57.0,5.6,451,302,300,0,interior
EST012347,18.0,27,29.0,35,75,21,59.0,76.0,168,8.2,0.21,,,51.5,35,6187.0,6.4,618,7.6,302,41.2,19.3,75.0,10.3,491,477,370,28,costa
EST012348,10.0,32,10.0,16,34,8,19.0,79.0,122,0.0,0.1,0.1,19.5,46.0,10,100.0,0.0,20,9.5,504,38.9,14.7,73.0,16.0,310,411,433,0,costa
EST012349,27.0,82,52.0,14,37,9,22.0,81.0,165,0.0,0.12,0.61,16.6,49.2,31,7735.0,5.9,1371,11.6,357,30.7,16.1,69.0,12.3,562,436,202,12,costa
EST012350,31.0,87,49.0,29,68,22,62.0,66.0,141,2.8,0.43,0.64,,53.9,55,11554.0,8.5,2455,9.0,204,12.5,15.0,55.0,15.3,562,325,97,13,costa
EST012351,43.0,137,88.0,29,85,12,29.0,45.0,99,0.0,0.89,1.43,4.9,66.3,91,32663.0,,7273,7.1,106,13.7,15.9,63.0,8.0,395,373,0,16,costa
EST012352,29.0,91,57.0,20,51,12,33.0,,156,0.0,0.66,1.2,6.7,59.8,60,18022.0,5.6,3152,14.6,114,19.4,15.2,62.0,9.0,436,462,312,7,interior
EST012353,18.0,56,26.0,27,77,20,49.0,79.0,176,11.4,0.31,0.11,15.4,49.1,30,,4.3,790,10.0,253,46.4,14.9,68.0,17.2,302,413,361,22,costa
EST012354,51.0,154,93.0,34,79,17,,48.0,97,0.0,0.84,1.62,2.7,62.6,77,32397.0,11.9,5086,7.5,266,5.6,15.2,64.0,9.5,409,387,87,18,interior
EST012355,47.0,125,79.0,15,14,6,10.0,47.0,106,0.0,0.71,0.52,3.3,55.8,50,19499.0,8.0,4319,8.2,205,15.6,14.4,72.0,13.3,718,494,643,6,costa
EST012356,8.0,44,13.0,3,15,5,,95.0,183,0.0,0.1,0.1,21.2,44.2,3,100.0,0.0,20,11.5,554,43.1,17.7,77.0,12.6,474,371,500,0,interior
EST012357,,24,37.0,19,42,12,20.0,68.0,150,0.6,0.19,,15.3,44.2,25,4502.0,3.9,1831,10.8,413,26.9,16.1,56.0,10.9,266,476,202,0,interior
EST012358,31.0,91,54.0,26,31,16,22.0,65.0,123,8.4,0.25,1.26,6.0,,36,19542.0,10.8,1199,5.4,352,13.7,17.0,57.0,16.1,575,346,354,24,costa
EST012359,17.0,39,34.0,23,59,12,28.0,56.0,120,6.5,0.42,0.47,18.7,45.9,34,4035.0,1.7,20,11.6,168,46.7,13.9,76.0,10.1,700,458,681,4,interior
EST012360,24.0,64,33.0,25,52,20,52.0,100.0,201,0.0,0.32,0.38,15.1,49.6,20,10311.0,4.2,737,11.7,263,35.2,16.1,61.0,14.6,324,383,652,16,costa
EST012361,24.0,64,44.0,21,55,13,33.0,39.0,95,2.7,0.44,1.06,3.9,,56,23295.0,9.2,3547,5.2,218,25.6,14.0,83.0,9.6,668,381,237,2,costa
EST012362,29.0,89,61.0,28,73,15,,63.0,146,9.7,0.59,1.56,4.5,58.8,58,22409.0,8.1,5455,4.2,251,21.8,12.6,56.0,2.5,136,409,1028,29,interior
EST012363,9.0,53,20.0,17,41,14,36.0,62.0,138,3.0,0.21,0.56,15.8,55.3,33,502.0,5.8,20,9.3,297,46.0,15.5,78.0,,596,415,457,0,costa
EST012364,11.0,19,13.0,15,10,10,14.0,82.0,172,1.7,0.12,0.19,19.1,50.0,6,100.0,4.9,1258,10.7,352,34.5,17.4,68.0,,824,440,327,2,costa
EST012365,8.0,40,6.0,17,51,9,21.0,83.0,133,0.1,0.1,0.1,18.1,42.9,2,100.0,3.1,20,5.8,482,41.0,18.8,,11.6,378,443,149,4,interior
EST012366,34.0,102,63.0,19,33,12,27.0,54.0,97,0.8,0.61,1.38,4.3,58.9,71,20957.0,4.3,4547,8.4,128,11.0,15.2,,20.8,358,334,280,6,costa
EST012367,36.0,93,74.0,29,60,20,49.0,37.0,67,2.2,0.34,0.32,6.9,57.3,79,25368.0,5.4,4369,7.3,190,26.8,14.6,59.0,10.2,695,433,172,12,interior
EST012368,2.0,10,4.0,12,29,13,22.0,74.0,141,2.6,0.1,0.32,19.5,41.8,0,100.0,4.4,20,8.9,485,61.8,23.4,80.0,,686,311,605,0,interior
EST012369,48.0,132,92.0,27,97,15,48.0,47.0,81,0.0,0.85,1.93,1.1,59.6,89,30021.0,6.3,6374,5.0,55,9.4,13.4,,15.3,559,474,474,3,costa
EST012370,47.0,123,,28,47,12,,23.0,50,2.2,0.8,1.65,1.1,64.9,100,,9.4,7991,4.7,11,7.7,16.9,77.0,10.7,838,416,737,11,costa
EST012371,22.0,66,36.0,28,56,19,45.0,63.0,124,4.2,0.52,0.29,3.2,51.7,38,15531.0,,2417,8.1,222,14.3,19.3,52.0,12.2,386,322,528,6,interior
EST012372,38.0,105,,42,93,26,63.0,50.0,139,23.8,0.67,2.26,5.7,54.6,61,20026.0,12.3,4990,0.9,161,25.6,14.6,72.0,9.1,583,358,213,57,costa
EST012373,37.0,76,71.0,34,71,20,50.0,73.0,149,4.9,,1.34,8.2,65.0,65,20716.0,9.2,4169,5.7,148,14.8,15.8,,13.0,689,489,16,26,costa
EST012374,16.0,48,26.0,16,28,14,33.0,85.0,135,0.0,0.19,0.44,16.8,41.8,22,,0.0,808,12.4,450,46.9,20.5,78.0,13.1,401,255,150,0,costa
EST012375,57.0,182,112.0,35,60,12,8.0,48.0,101,1.2,1.08,1.6,0.5,,100,35798.0,,9446,7.8,78,,18.4,,,609,363,412,23,costa
EST012376,31.0,89,66.0,22,74,11,29.0,48.0,117,3.6,,1.03,4.2,58.7,53,17755.0,3.0,3909,10.8,181,18.7,19.0,78.0,13.5,572,412,0,1,interior
EST012377,48.0,144,78.0,29,79,20,46.0,57.0,105,8.0,,1.34,1.9,58.8,65,20123.0,11.3,4889,7.2,216,16.4,21.8,57.0,10.5,719,370,0,22,interior
EST012378,52.0,145,84.0,31,53,18,49.0,38.0,94,5.2,0.91,1.55,0.5,67.7,57,24490.0,9.3,6811,9.1,117,0.0,19.4,,17.1,374,411,0,22,costa
EST012379,7.0,10,4.0,14,18,7,23.0,75.0,142,1.0,0.1,0.1,13.7,41.1,0,100.0,5.0,20,4.8,521,52.5,13.8,41.0,1.0,724,624,237,0,interior
EST012380,24.0,70,40.0,29,59,19,49.0,65.0,133,18.5,0.31,1.8,8.3,52.6,45,11615.0,10.3,1463,3.3,472,10.4,17.3,74.0,8.5,188,292,497,37,interior
EST012381,22.0,71,44.0,20,48,15,28.0,73.0,135,4.2,0.28,0.52,7.3,50.5,57,9279.0,4.9,2022,10.1,351,23.5,16.4,71.0,9.2,491,527,561,12,interior
EST012382,44.0,123,73.0,31,66,16,32.0,58.0,69,22.9,0.64,2.48,6.1,62.7,67,21563.0,21.8,6558,0.1,144,13.7,11.1,78.0,14.7,690,386,860,47,costa
EST012383,,103,83.0,30,69,16,48.0,57.0,102,2.1,0.65,1.24,6.7,,65,19387.0,9.1,4507,8.8,277,12.2,20.9,62.0,14.3,543,324,533,13,interior
EST012384,17.0,52,26.0,12,37,8,18.0,76.0,175,0.0,0.27,,15.6,50.5,19,2620.0,0.3,20,8.8,255,46.6,18.3,67.0,15.8,512,587,415,0,interior
EST012385,14.0,27,,30,67,21,,68.0,144,20.0,0.47,1.79,,,38,14199.0,8.2,850,4.1,313,15.3,17.3,,13.7,149,522,355,43,interior
EST012386,19.0,67,30.0,24,57,14,40.0,85.0,183,6.6,0.13,0.6,14.2,50.1,18,100.0,7.2,20,8.0,441,40.0,20.3,64.0,14.1,120,395,326,26,interior
EST012387,57.0,160,105.0,27,71,15,51.0,24.0,41,1.3,1.05,1.32,2.3,73.5,97,41528.0,11.8,7443,7.2,82,8.1,13.6,81.0,8.4,490,608,491,7,costa
EST012388,24.0,80,33.0,24,53,16,30.0,91.0,210,6.3,0.2,1.29,14.6,53.7,36,6074.0,5.2,472,7.1,311,39.0,12.9,68.0,10.3,123,431,506,29,interior
EST012389,40.0,114,64.0,33,83,21,39.0,59.0,113,2.6,0.86,1.36,5.6,55.4,66,29066.0,8.8,7017,7.3,99,16.7,15.4,77.0,15.0,584,511,616,22,interior
EST012390,48.0,137,86.0,28,60,15,32.0,47.0,98,2.6,0.78,1.54,5.4,,78,34301.0,6.5,5871,4.4,162,0.0,17.9,,15.7,513,592,482,14,interior
EST012391,33.0,93,,24,37,15,45.0,57.0,139,6.4,0.39,1.84,5.5,59.5,78,22776.0,7.8,4641,7.9,152,0.0,20.6,64.0,15.8,548,488,556,21,interior
EST012392,48.0,162,90.0,28,66,19,43.0,51.0,134,0.8,,,0.5,62.5,94,26069.0,9.9,6498,7.4,117,10.4,19.0,,9.1,541,343,495,17,interior
EST012393,39.0,99,,16,49,11,31.0,57.0,106,0.0,0.78,0.1,3.8,,64,27616.0,,5880,10.7,98,17.1,13.3,,13.5,788,371,516,0,costa
EST012394,13.0,39,22.0,15,53,8,20.0,68.0,135,0.0,0.1,,13.7,50.8,27,5758.0,2.5,1354,10.9,263,43.5,18.5,76.0,13.7,366,449,120,0,costa
EST012395,22.0,52,38.0,21,41,11,30.0,72.0,124,2.8,0.34,0.88,13.2,46.6,40,10948.0,3.9,1496,9.4,326,43.5,14.2,63.0,4.1,435,280,496,12,interior
EST012396,24.0,65,48.0,38,88,25,58.0,50.0,103,22.0,0.43,,5.5,52.5,47,5323.0,13.0,2299,0.1,222,22.3,13.2,43.0,12.1,482,379,321,42,interior
EST012397,6.0,13,12.0,9,13,5,5.0,81.0,128,1.0,0.1,0.1,12.4,36.0,27,171.0,2.0,20,10.9,519,45.7,15.2,58.0,12.9,496,259,152,1,costa
EST012398,10.0,10,12.0,27,55,17,44.0,85.0,157,6.6,0.1,0.13,17.0,52.6,3,100.0,3.7,20,7.2,557,59.2,12.6,,12.3,696,446,246,16,interior
EST012399,56.0,151,90.0,41,77,27,65.0,51.0,102,0.0,1.12,1.03,0.5,68.0,70,36447.0,12.6,6994,9.3,57,5.0,11.5,77.0,15.3,452,458,632,16,costa
EST012400,19.0,59,30.0,13,26,8,5.0,80.0,143,3.0,0.39,0.56,12.7,41.9,36,3232.0,,75,11.2,425,42.4,20.1,74.0,20.3,625,355,73,19,costa
EST012401,26.0,78,45.0,31,53,17,47.0,87.0,190,22.2,0.4,1.89,,51.6,34,5360.0,16.7,1534,1.7,431,25.8,14.0,74.0,24.3,778,521,513,52,interior
EST012402,44.0,133,79.0,35,69,26,62.0,50.0,79,0.0,0.76,0.73,5.5,59.6,59,19890.0,9.3,3988,9.8,75,20.8,8.7,72.0,13.8,461,482,260,14,costa
EST012403,38.0,126,72.0,22,45,20,37.0,40.0,103,5.3,0.77,1.29,1.1,,62,22682.0,8.0,4262,9.1,132,11.5,11.3,53.0,11.4,768,421,595,14,interior
EST012404,26.0,54,63.0,26,51,19,47.0,69.0,128,0.0,0.52,0.81,6.3,52.9,51,17187.0,2.0,2567,9.8,258,20.6,17.1,62.0,19.7,671,472,180,9,interior
EST012405,12.0,47,8.0,14,36,10,17.0,65.0,140,0.0,0.21,0.1,16.4,39.1,21,315.0,,20,8.0,369,37.8,18.6,77.0,19.7,533,365,104,0,interior
EST012406,33.0,95,65.0,37,92,17,30.0,59.0,116,15.6,0.66,1.86,4.1,59.5,53,19896.0,12.0,3543,9.9,166,12.9,19.2,63.0,9.4,483,414,451,32,costa
EST012407,,59,25.0,21,44,15,,85.0,162,2.0,0.1,0.17,11.3,46.8,37,,0.7,1950,8.4,297,47.5,14.5,,13.3,822,469,453,8,interior
EST012408,28.0,90,48.0,20,64,10,26.0,65.0,106,0.0,0.52,0.51,,56.9,45,10956.0,7.1,3636,10.8,388,10.1,19.4,69.0,19.3,578,436,242,3,costa
EST012409,33.0,66,70.0,40,64,24,57.0,75.0,161,25.5,0.6,2.8,6.5,53.8,67,20830.0,14.9,5696,1.8,286,16.0,19.7,58.0,16.8,496,522,567,57,costa
EST012410,54.0,161,93.0,28,73,22,58.0,46.0,112,0.9,0.74,1.54,,57.7,86,27840.0,9.5,5847,12.8,148,3.1,16.6,56.0,12.2,780,547,714,16,interior
EST012411,13.0,20,16.0,21,70,11,,71.0,133,4.5,,0.42,16.1,,16,100.0,1.7,521,9.2,332,46.7,13.9,70.0,13.2,271,466,927,11,costa
EST012412,2.0,24,9.0,21,50,17,50.0,80.0,157,0.0,0.16,0.1,16.5,42.4,6,2582.0,2.7,49,9.5,313,35.3,13.2,67.0,12.1,858,581,522,0,costa
EST012413,22.0,45,,32,66,18,44.0,50.0,97,12.4,0.43,1.53,5.7,51.5,45,13316.0,9.7,2227,4.1,215,22.5,15.4,63.0,5.7,405,543,620,32,costa
EST012414,28.0,92,41.0,20,59,10,23.0,91.0,191,1.3,0.31,0.53,11.0,50.6,47,10359.0,5.3,905,8.2,275,30.8,13.2,70.0,6.9,349,556,0,16,interior
EST012415,47.0,140,78.0,21,67,14,30.0,51.0,122,8.7,0.82,1.42,1.2,,69,25420.0,12.5,5679,6.2,202,10.4,15.5,55.0,8.6,501,415,100,22,interior
EST012416,37.0,124,67.0,27,82,16,40.0,27.0,32,0.0,,0.76,2.8,59.9,71,25446.0,5.7,5760,9.0,218,13.1,14.7,65.0,13.5,522,405,0,0,costa
EST012417,51.0,128,80.0,32,83,16,41.0,41.0,84,0.0,,1.22,4.3,64.0,88,30047.0,9.2,4964,5.8,5,9.1,17.7,81.0,16.7,223,382,383,11,costa
EST012418,11.0,10,25.0,21,54,11,32.0,48.0,84,19.0,0.32,1.43,2.1,48.0,34,1875.0,,1287,0.1,290,19.8,13.5,65.0,5.7,362,440,347,29,interior
EST012419,44.0,121,88.0,26,48,15,34.0,46.0,94,0.0,1.15,1.2,3.6,70.0,85,30540.0,6.8,7185,13.2,151,0.0,16.9,65.0,14.7,616,558,311,12,costa
EST012420,36.0,103,65.0,32,69,18,34.0,45.0,98,13.3,0.6,1.65,5.6,53.2,48,13424.0,11.4,3129,7.6,118,25.8,18.0,,15.1,569,425,341,24,interior
EST012421,,157,96.0,30,73,14,40.0,34.0,72,1.5,0.94,1.34,2.9,,77,35657.0,10.9,5588,6.6,33,0.0,18.7,82.0,,354,349,735,15,costa
EST012422,32.0,118,68.0,33,76,22,58.0,36.0,53,10.6,0.67,1.42,2.3,66.2,80,25162.0,9.5,5351,5.7,99,11.5,17.4,58.0,15.0,302,454,0,25,interior
EST012423,49.0,135,90.0,37,82,23,45.0,34.0,52,1.3,0.8,1.19,3.6,,69,30663.0,,6427,8.9,93,11.2,18.9,58.0,11.2,392,446,318,14,costa
EST012424,12.0,37,20.0,20,53,13,35.0,77.0,104,0.0,0.16,0.1,15.6,48.8,7,5172.0,,20,5.5,406,33.5,11.8,80.0,10.6,755,579,160,2,costa
EST012425,34.0,122,64.0,26,78,21,39.0,53.0,107,6.5,0.67,1.05,5.2,,49,19974.0,6.6,3373,4.9,298,25.8,13.9,63.0,9.9,415,388,265,15,interior
EST012426,,46,,17,49,9,28.0,81.0,172,0.0,0.25,0.1,14.2,39.6,21,4149.0,2.1,1497,11.7,311,34.4,17.1,,16.2,463,150,543,11,interior
EST012427,,84,47.0,33,86,21,49.0,56.0,120,26.2,0.34,1.88,8.2,49.9,25,11796.0,13.6,2131,0.7,252,26.8,18.4,78.0,9.7,560,461,235,60,costa
EST012428,46.0,127,91.0,24,46,15,47.0,,60,0.0,0.92,1.28,,66.4,78,22499.0,,5819,12.3,200,6.6,19.8,74.0,11.1,951,401,247,5,costa
EST012429,35.0,96,64.0,20,23,12,47.0,69.0,162,0.0,0.77,0.77,,54.7,63,,9.4,3531,11.3,161,21.9,15.9,80.0,19.7,598,379,858,4,costa
EST012430,25.0,73,67.0,32,81,24,53.0,50.0,130,7.0,0.59,1.68,5.6,60.9,75,22461.0,8.1,4816,3.8,232,17.5,13.0,65.0,19.1,585,348,204,16,costa
EST012431,37.0,92,67.0,32,82,19,49.0,72.0,147,7.3,0.75,1.38,1.3,59.7,70,17100.0,9.0,4287,4.9,199,19.7,17.4,61.0,8.0,1074,451,707,28,interior
EST012432,24.0,66,44.0,35,81,18,42.0,49.0,106,20.4,0.58,,2.5,57.8,30,13788.0,12.4,2761,7.5,143,16.5,11.5,,2.6,505,381,639,30,interior
EST012433,28.0,83,51.0,24,68,15,27.0,61.0,125,14.9,0.51,,4.5,48.6,43,13279.0,11.5,2441,6.1,367,19.1,15.5,61.0,14.8,622,531,223,25,interior
EST012434,24.0,73,28.0,19,35,12,27.0,81.0,128,2.1,0.28,0.41,7.1,52.2,37,12537.0,8.5,1302,9.6,323,,11.9,60.0,9.7,878,519,22,5,interior
EST012435,28.0,87,59.0,27,68,15,,49.0,110,9.3,,0.68,3.9,,40,20785.0,9.8,4338,7.8,188,22.4,12.4,59.0,12.0,680,305,459,21,interior
EST012436,13.0,35,,15,33,4,,77.0,159,0.0,0.14,0.4,,,16,100.0,0.0,412,12.9,333,45.0,9.9,73.0,14.2,534,304,0,0,interior
EST012437,15.0,55,16.0,38,93,23,58.0,57.0,77,19.5,0.41,1.34,,,41,1916.0,18.2,894,2.3,344,25.0,14.8,92.0,15.5,529,444,283,32,costa
EST012438,35.0,116,66.0,36,84,20,43.0,,121,7.6,0.7,1.57,2.2,58.3,59,,12.0,4443,5.3,146,15.1,19.6,58.0,5.9,626,582,75,34,interior
EST012439,36.0,111,61.0,32,70,22,56.0,60.0,97,11.6,0.39,1.36,3.9,,45,19295.0,10.2,3760,6.5,174,18.1,14.7,71.0,12.6,193,426,385,27,interior
EST012440,41.0,107,,32,80,21,55.0,40.0,94,14.1,0.61,2.15,6.5,58.8,60,17725.0,15.5,5112,6.3,134,11.2,20.0,90.0,10.8,602,521,289,27,costa
EST012441,14.0,40,26.0,22,43,14,17.0,101.0,207,0.0,0.1,0.1,15.6,38.4,24,,1.7,20,7.4,327,45.2,15.2,,11.5,428,263,430,19,interior
EST012442,38.0,117,71.0,36,75,24,60.0,52.0,113,3.4,0.76,0.68,0.5,60.4,76,20557.0,6.4,4910,8.9,198,12.9,16.0,73.0,10.3,635,540,957,15,costa
EST012443,47.0,113,79.0,32,66,24,47.0,44.0,61,3.0,,1.09,0.8,64.0,58,,7.4,6195,9.5,5,23.3,15.2,83.0,15.6,421,399,339,13,costa
EST012444,42.0,129,81.0,29,53,14,,,95,4.6,,1.15,3.0,62.0,80,27684.0,10.3,6183,4.5,113,17.5,16.4,75.0,11.3,643,355,289,19,costa
EST012445,50.0,141,99.0,30,69,21,59.0,60.0,98,0.0,0.91,1.21,1.4,65.7,94,29583.0,10.2,7215,9.3,87,2.4,19.2,74.0,15.4,732,472,469,24,costa
EST012446,57.0,136,114.0,35,103,24,65.0,27.0,30,2.3,1.19,1.46,0.5,71.9,100,38365.0,9.9,7453,6.9,32,0.5,18.4,,16.7,746,336,338,20,interior
EST012447,26.0,65,50.0,36,73,18,35.0,,75,16.9,0.46,1.66,5.3,,21,11646.0,12.8,3159,2.0,247,0.0,14.8,71.0,15.0,509,675,222,30,costa
EST012448,,152,69.0,31,66,20,48.0,,94,3.9,0.79,0.95,2.7,57.7,57,24639.0,8.7,5354,8.0,148,21.1,9.8,72.0,19.5,828,372,425,10,costa
EST012449,7.0,34,20.0,8,24,6,10.0,95.0,174,1.5,0.1,,15.1,,17,100.0,,20,8.6,411,49.7,20.9,62.0,13.8,620,483,196,2,interior
EST012450,33.0,90,65.0,27,66,19,49.0,,138,0.0,0.43,1.32,7.7,58.6,49,13896.0,7.7,4238,10.1,144,20.0,20.8,78.0,6.1,563,446,511,9,costa
EST012451,29.0,69,48.0,30,67,18,49.0,68.0,95,14.6,0.29,1.14,3.2,51.9,59,12866.0,12.8,2680,8.0,302,17.4,14.7,66.0,14.4,422,348,741,34,interior
EST012452,28.0,92,48.0,32,89,16,32.0,57.0,115,15.0,0.51,1.72,6.9,46.0,37,11107.0,11.1,2727,5.1,409,21.1,22.2,82.0,13.5,891,327,350,25,costa
EST012453,28.0,79,34.0,40,92,24,54.0,61.0,140,24.3,0.28,1.14,6.1,52.6,39,11977.0,11.4,2671,0.2,162,29.2,17.1,76.0,16.6,485,315,300,60,costa
EST012454,29.0,105,48.0,31,74,19,47.0,57.0,104,0.0,0.54,0.97,,57.6,65,21354.0,6.6,4764,8.6,238,16.0,21.5,58.0,5.4,874,261,330,11,interior
EST012455,49.0,135,92.0,38,81,22,43.0,31.0,72,6.6,0.86,2.11,,,92,33593.0,12.2,7139,4.5,50,0.0,14.1,64.0,1.0,515,440,504,27,interior
EST012456,39.0,106,70.0,24,50,13,27.0,,126,0.0,0.66,0.77,3.5,57.4,63,19259.0,5.0,2762,8.8,81,18.9,18.8,57.0,15.7,329,438,318,5,interior
EST012457,43.0,103,73.0,30,43,20,56.0,54.0,111,0.9,0.76,,5.5,56.8,77,30207.0,11.8,4843,6.2,165,8.0,15.2,,13.3,564,477,361,19,costa
EST012458,57.0,166,104.0,36,90,24,67.0,31.0,32,0.0,,1.4,3.9,59.1,82,34508.0,9.6,7854,14.5,5,2.2,15.5,79.0,12.8,177,409,307,7,costa
EST012459,43.0,98,87.0,22,53,16,33.0,43.0,107,0.0,0.79,,5.7,63.0,81,35661.0,8.5,5707,9.3,43,8.2,14.7,87.0,12.7,449,367,571,10,costa
EST012460,16.0,22,19.0,13,27,7,,86.0,188,0.0,,0.1,14.2,43.5,18,175.0,0.0,20,8.6,427,35.4,16.0,68.0,17.6,465,611,299,0,costa
EST012461,28.0,69,65.0,29,77,21,59.0,49.0,123,26.3,0.54,1.77,5.1,53.7,63,12729.0,17.5,2021,2.7,228,25.3,14.3,55.0,14.4,382,374,421,36,interior
EST012462,25.0,66,42.0,36,87,23,53.0,61.0,111,27.5,0.53,1.95,4.8,49.1,49,14854.0,16.6,2161,5.6,244,27.6,17.9,61.0,4.8,901,412,719,40,interior
EST012463,47.0,121,75.0,39,96,25,60.0,45.0,73,8.6,,1.08,3.2,55.2,65,,12.0,4880,1.8,67,5.9,16.3,86.0,17.1,774,454,272,33,costa
EST012464,,146,71.0,33,60,18,46.0,44.0,68,26.8,,2.31,4.1,,72,22929.0,18.3,4597,0.9,263,6.1,18.2,73.0,10.8,648,496,0,53,costa
EST012465,,69,47.0,8,15,5,5.0,72.0,131,0.0,,0.1,13.5,52.5,38,,3.2,483,8.4,270,45.2,14.2,66.0,8.2,442,389,123,5,interior
EST012466,26.0,76,62.0,41,76,23,56.0,66.0,134,16.2,0.6,1.86,6.5,54.4,57,16347.0,11.7,5190,5.6,108,12.4,12.6,81.0,5.7,540,438,177,44,interior
EST012467,28.0,68,51.0,31,71,18,45.0,60.0,110,16.8,0.56,1.92,2.2,58.5,55,11844.0,14.3,2511,4.2,129,18.0,16.7,77.0,21.5,644,211,510,38,costa
EST012468,23.0,62,37.0,34,60,18,45.0,66.0,146,23.4,,2.62,4.1,56.2,36,20381.0,15.4,1410,2.8,237,7.4,10.4,78.0,,644,470,479,55,interior
EST012469,14.0,28,20.0,29,72,20,,89.0,169,25.2,0.34,2.26,6.2,47.1,18,930.0,12.6,244,2.6,282,23.9,13.8,77.0,11.6,495,460,623,51,interior
EST012470,10.0,47,9.0,15,53,9,8.0,86.0,140,0.0,0.23,0.13,11.7,47.9,10,100.0,0.0,20,8.0,414,41.8,12.5,66.0,,654,454,635,6,costa
EST012471,16.0,56,27.0,38,94,30,69.0,56.0,101,11.4,0.44,1.01,,55.0,39,10920.0,,1258,3.7,311,32.4,13.6,57.0,10.1,857,423,212,19,interior
EST012472,27.0,65,,25,40,14,30.0,54.0,114,20.5,0.56,2.24,4.4,54.0,60,18011.0,13.1,4722,4.5,259,22.2,16.5,72.0,16.0,360,478,178,31,costa
EST012473,38.0,109,62.0,36,93,25,58.0,61.0,123,10.8,,0.88,5.5,59.0,72,22952.0,8.9,4103,5.7,166,9.0,20.9,40.0,19.2,663,398,226,28,interior
EST012474,22.0,73,29.0,20,39,13,44.0,41.0,62,15.5,0.28,1.51,8.4,41.5,27,8914.0,13.1,791,6.2,374,,15.9,66.0,8.5,682,254,297,16,interior
