id_registro,temp_max_c,temp_min_c,temp_media_c,amplitud_termica_c,radiacion_solar_wm2,radiacion_uv_indice,horas_sol,humedad_pct,humedad_min_pct,viento_kmh,viento_max_kmh,direccion_viento_deg,presion_atm_hpa,no2_ugm3,no_ugm3,nox_ugm3,cov_precursores,co_mgm3,so2_ugm3,pm10_ugm3,o3_dia_previo_ugm3,o3_media_movil_3d,temp_dia_previo_c,gradiente_temp_c,altura_capa_mezcla_m,indice_estabilidad,precipitacion_mm,horas_desde_lluvia,alerta_ozono
OZN012636,,11.2,15.0,7.6,446,3,,64.0,53,13.4,30.0,359,1009,18,1,26.0,13.0,0.39,10.4,25.0,76,71,10.6,0.37,565,-2.9,7.2,27.0,0
OZN012637,30.3,11.9,21.1,,536,6,7.0,49.0,31,11.3,26.0,295,1020,50,25,85.0,,0.79,0.4,29.0,52,34,28.2,0.72,1131,-0.5,,46.0,0
OZN012638,14.2,7.0,10.6,7.2,147,2,4.4,86.0,64,15.3,38.0,147,1012,54,21,85.0,21.0,0.91,5.6,35.0,86,74,5.0,-0.33,700,0.7,17.5,65.0,0
OZN012639,28.2,19.4,23.8,8.8,564,7,9.7,65.0,27,8.0,12.0,48,1015,46,27,,58.0,0.91,6.9,38.0,133,132,26.1,0.7,1226,2.6,15.6,0.0,0
OZN012640,33.7,16.1,24.9,17.6,834,8,9.7,35.0,31,10.4,22.0,28,1017,34,14,61.0,59.0,0.41,4.9,31.0,138,127,38.3,0.74,1701,4.0,1.9,103.0,1
OZN012641,22.4,11.1,16.8,11.3,427,3,5.9,79.0,45,16.6,37.0,74,1022,38,17,,,,3.0,,8,12,18.0,0.19,973,0.3,9.9,56.0,0
OZN012642,23.1,,19.0,,531,6,,51.0,42,10.8,30.0,342,1014,39,20,69.0,34.0,0.59,6.2,25.0,104,94,21.6,0.84,1392,0.1,8.7,59.0,0
OZN012643,30.2,17.5,23.8,12.7,752,8,,52.0,14,6.0,14.0,298,1019,17,9,41.0,38.0,0.24,5.8,32.0,102,109,31.8,0.73,1228,-0.9,2.3,80.0,0
OZN012644,37.2,20.7,29.0,16.5,903,12,12.8,34.0,26,9.5,21.0,357,1017,29,11,40.0,60.0,0.39,6.8,19.0,50,36,46.0,0.94,2053,3.1,0.0,150.0,1
OZN012645,38.1,21.1,29.6,17.0,773,10,11.5,24.0,16,2.0,10.0,55,1028,29,6,34.0,54.0,0.16,12.3,18.0,117,122,43.3,0.94,1700,3.3,2.0,90.0,0
OZN012646,41.1,,31.8,18.6,895,11,,27.0,11,8.2,17.0,94,1010,27,13,47.0,54.0,,1.6,30.0,129,124,46.0,1.16,1918,0.2,0.0,90.0,1
OZN012647,36.1,20.4,28.2,,659,9,12.8,43.0,21,12.2,29.0,243,1024,31,10,46.0,42.0,0.46,9.5,30.0,131,130,38.0,0.49,1332,1.3,2.3,53.0,0
OZN012648,17.7,10.9,14.3,6.8,255,3,3.2,82.0,42,17.1,44.0,177,1010,28,1,29.0,13.0,0.27,8.5,3.0,82,75,11.1,0.23,1191,-0.1,9.7,0.0,0
OZN012649,23.7,9.8,16.8,13.9,430,4,7.3,67.0,38,17.7,45.0,278,1014,27,15,51.0,13.0,0.4,9.1,37.0,101,98,19.4,0.25,816,1.6,7.9,54.0,0
OZN012650,27.2,15.4,21.3,11.8,498,8,8.9,52.0,41,,,41,1017,32,13,53.0,34.0,0.57,3.7,18.0,88,82,26.5,0.07,1672,0.3,7.6,75.0,0
OZN012651,,15.5,22.1,13.2,573,5,6.6,57.0,37,10.4,21.0,68,1017,46,18,73.0,49.0,0.72,4.5,22.0,77,75,30.5,0.41,1616,-0.3,6.2,62.0,0
OZN012652,25.3,10.7,18.0,14.6,631,7,9.5,56.0,29,20.1,,146,1019,48,24,72.0,54.0,1.21,9.3,,39,15,22.3,0.54,1342,1.1,5.8,27.0,0
OZN012653,17.0,7.1,12.0,9.9,304,2,6.2,84.0,45,17.6,,232,1012,42,12,65.0,14.0,0.51,7.6,17.0,81,68,9.9,0.08,941,-2.6,7.3,57.0,0
OZN012654,24.3,11.7,18.0,,393,4,8.7,55.0,37,10.1,17.0,171,1015,17,5,16.0,,0.13,4.0,,67,59,21.7,0.72,1099,-2.8,7.3,64.0,0
OZN012655,28.2,15.5,21.8,,615,8,8.8,49.0,30,11.6,28.0,195,1012,38,11,49.0,52.0,0.58,4.6,33.0,74,63,28.0,0.68,1590,-0.4,,,0
OZN012656,20.0,10.7,15.4,9.3,392,4,8.1,66.0,35,14.4,36.0,138,1018,16,2,25.0,15.0,0.27,0.0,8.0,80,68,16.6,0.62,1120,-0.4,7.3,61.0,0
OZN012657,29.6,15.0,22.3,14.6,602,6,10.6,47.0,49,13.7,,320,1019,49,29,91.0,61.0,0.68,5.3,38.0,61,65,31.3,0.51,1125,1.1,7.4,29.0,1
OZN012658,24.2,15.3,19.8,8.9,695,7,7.9,56.0,44,14.3,36.0,20,1009,34,20,67.0,46.0,,0.0,31.0,78,86,20.2,0.68,1454,-2.5,,70.0,0
OZN012659,18.3,6.4,12.4,11.9,330,3,4.4,81.0,55,14.9,32.0,269,1004,54,30,99.0,39.0,0.93,5.6,30.0,57,55,14.9,0.39,638,-2.5,18.8,0.0,0
OZN012660,19.4,9.5,14.4,9.9,506,4,5.4,70.0,42,12.4,24.0,332,1014,43,15,72.0,21.0,0.74,5.9,19.0,66,66,11.6,0.25,441,-2.2,7.6,0.0,0
OZN012661,27.8,14.3,21.0,13.5,552,4,8.9,51.0,38,,28.0,335,1023,44,25,83.0,42.0,0.55,12.7,31.0,41,34,25.6,0.64,759,-5.8,3.3,67.0,0
OZN012662,39.6,21.6,30.6,18.0,798,12,13.3,30.0,17,10.8,22.0,88,1022,31,17,61.0,59.0,0.33,9.3,19.0,69,84,43.2,1.02,1422,1.3,2.2,84.0,1
OZN012663,26.0,12.4,19.2,13.6,474,6,9.4,58.0,38,13.4,30.0,263,1010,45,21,76.0,36.0,0.65,6.0,25.0,73,52,24.0,0.24,1129,2.5,4.4,29.0,0
OZN012664,32.8,15.9,24.3,16.9,732,9,11.0,49.0,18,11.1,35.0,96,1015,43,18,70.0,49.0,0.5,5.8,31.0,105,110,35.3,0.9,1519,0.5,4.8,58.0,1
OZN012665,26.5,15.0,20.8,11.5,448,6,,45.0,25,13.6,35.0,16,1007,18,1,21.0,23.0,0.14,7.9,20.0,32,19,23.9,0.64,1474,0.1,4.1,28.0,0
OZN012666,27.7,13.6,20.6,14.1,490,6,,69.0,34,16.8,35.0,210,1013,32,14,,34.0,0.52,5.9,15.0,32,11,28.0,0.47,978,-1.3,5.3,36.0,0
OZN012667,27.2,17.0,22.1,10.2,651,7,8.2,57.0,26,9.0,,270,1013,43,16,74.0,55.0,0.67,3.8,58.0,80,92,24.3,0.45,1359,2.1,3.7,65.0,0
OZN012668,,5.7,10.4,9.3,264,2,2.3,80.0,60,,59.0,66,1015,35,12,,4.0,0.5,1.1,20.0,101,92,6.1,0.18,820,-1.1,11.6,60.0,0
OZN012669,29.6,18.0,23.8,11.6,716,7,9.9,46.0,30,13.9,25.0,88,1007,43,22,81.0,54.0,,1.7,33.0,128,129,30.8,0.52,934,1.2,6.5,73.0,0
OZN012670,22.6,12.2,17.4,10.4,630,6,7.1,62.0,29,10.9,,285,1007,43,15,60.0,,0.62,1.9,37.0,99,93,18.8,0.56,1312,2.3,22.1,83.0,0
OZN012671,30.4,18.5,24.4,11.9,529,6,7.4,60.0,26,12.2,,214,1022,39,20,68.0,44.0,0.45,8.9,29.0,26,5,29.0,0.8,1233,2.3,4.0,123.0,0
OZN012672,28.7,17.2,23.0,11.5,564,8,12.4,39.0,39,7.9,24.0,232,1020,31,16,,49.0,0.37,6.5,16.0,57,54,28.3,0.78,1482,1.9,,21.0,0
OZN012673,22.8,12.1,17.4,10.7,435,5,5.8,66.0,44,10.3,25.0,236,1008,45,26,87.0,48.0,0.83,10.4,29.0,69,68,19.2,0.37,1193,-0.0,5.6,63.0,0
OZN012674,36.0,22.6,29.3,13.4,758,9,11.3,32.0,11,5.6,,58,1024,42,23,78.0,60.0,0.54,0.0,31.0,127,142,39.2,1.04,1368,-3.5,7.4,79.0,0
OZN012675,26.3,17.1,21.7,9.2,662,5,9.6,53.0,26,15.8,46.0,327,1017,17,1,12.0,38.0,0.16,4.3,27.0,116,104,25.3,0.69,1219,0.5,3.2,67.0,1
OZN012676,30.8,14.7,22.8,16.1,656,7,10.4,36.0,30,8.0,28.0,191,1015,25,10,38.0,,0.52,8.7,26.0,83,63,32.6,0.64,1383,1.8,1.6,44.0,0
OZN012677,35.4,17.6,26.5,17.8,730,8,12.1,32.0,20,,22.0,113,1021,43,16,66.0,65.0,0.75,0.8,,71,60,39.6,0.88,1573,3.1,1.9,90.0,1
OZN012678,20.7,12.8,16.8,7.9,460,3,,67.0,53,17.9,44.0,40,1010,4,1,3.0,12.0,0.1,6.9,18.0,52,30,16.6,0.77,1011,-1.1,9.6,93.0,0
OZN012679,29.3,18.0,23.6,,596,6,11.1,63.0,38,9.4,21.0,133,1011,42,19,,34.0,0.49,7.9,30.0,91,67,24.1,0.56,1231,-1.5,5.1,,0
OZN012680,,9.4,14.5,10.2,334,5,3.9,64.0,49,17.4,43.0,264,1008,19,2,20.0,17.0,0.24,4.2,21.0,51,38,12.4,0.52,751,-4.3,10.0,16.0,0
OZN012681,36.1,20.5,28.3,15.6,662,7,12.0,37.0,23,,37.0,72,1016,41,19,66.0,52.0,0.63,8.6,,131,129,38.5,0.85,1585,1.1,6.9,39.0,0
OZN012682,25.0,,20.6,8.8,440,5,7.7,63.0,36,10.0,19.0,171,1013,43,21,73.0,43.0,0.73,7.0,37.0,29,7,23.8,0.69,748,1.4,7.9,65.0,0
OZN012683,29.6,12.6,21.1,17.0,581,6,9.8,57.0,38,11.4,32.0,249,1011,30,4,38.0,,0.2,13.8,26.0,65,69,25.5,0.23,1147,2.0,5.0,9.0,0
OZN012684,33.2,,25.6,15.1,611,9,9.3,53.0,25,6.8,18.0,88,1014,12,1,17.0,33.0,0.1,6.9,,85,74,33.4,0.87,1425,1.2,9.6,99.0,0
OZN012685,24.1,14.1,19.1,10.0,470,5,6.9,54.0,43,11.0,28.0,292,1017,26,17,50.0,27.0,0.51,2.4,27.0,108,114,18.7,0.45,1125,-2.4,5.0,43.0,0
OZN012686,25.6,14.4,20.0,11.2,557,6,6.4,50.0,32,8.5,17.0,326,1013,41,19,64.0,41.0,0.5,6.8,30.0,49,31,22.9,0.93,1480,-1.0,5.2,40.0,0
OZN012687,27.3,,19.8,14.9,503,4,7.2,49.0,38,11.7,,204,1019,25,7,30.0,23.0,0.2,2.3,10.0,61,75,28.8,0.49,843,1.9,6.4,60.0,0
OZN012688,31.9,15.2,23.5,16.7,667,6,10.0,51.0,31,9.1,20.0,339,1024,41,16,57.0,46.0,0.39,5.5,44.0,170,180,29.6,0.95,1380,1.8,1.3,137.0,1
OZN012689,22.0,6.9,14.4,15.1,453,4,7.2,59.0,36,14.8,35.0,71,1008,35,20,64.0,,0.44,4.6,36.0,91,87,21.1,0.12,976,-3.8,7.0,29.0,0
OZN012690,29.9,17.4,23.6,12.5,743,7,8.9,43.0,30,13.0,,12,1010,8,1,9.0,24.0,0.1,1.7,8.0,109,102,32.8,0.92,1559,0.8,,,0
OZN012691,24.7,16.8,20.8,7.9,668,7,8.3,,44,12.8,22.0,60,1015,38,10,,38.0,0.45,0.6,29.0,78,71,24.6,0.63,1222,1.3,5.0,131.0,0
OZN012692,22.9,12.8,17.8,10.1,446,4,5.3,,56,17.1,41.0,354,1012,34,18,,,0.56,9.5,25.0,30,8,19.2,0.63,1141,-3.5,5.9,27.0,0
OZN012693,15.5,7.6,11.6,7.9,313,3,,82.0,62,15.7,40.0,219,1007,35,15,58.0,11.0,0.62,10.9,,54,55,10.5,0.46,755,-5.0,20.8,48.0,0
OZN012694,26.5,,18.9,15.2,495,6,8.9,54.0,39,16.4,40.0,248,1006,30,14,56.0,34.0,0.51,10.8,37.0,79,77,23.6,0.76,833,-1.3,7.3,48.0,0
OZN012695,42.7,20.9,31.8,21.8,954,12,,29.0,5,5.2,10.0,265,1023,48,29,91.0,,0.9,12.1,36.0,104,105,46.0,0.87,1541,4.4,0.0,117.0,1
OZN012696,25.0,16.4,20.7,8.6,543,6,8.4,68.0,42,13.9,24.0,11,1016,46,32,89.0,31.0,0.78,7.3,25.0,56,47,27.4,0.74,1432,0.3,,32.0,0
OZN012697,21.9,,15.9,12.0,504,4,6.0,62.0,57,14.3,,303,1017,13,1,13.0,10.0,0.1,3.6,20.0,81,86,17.7,0.02,856,-0.1,20.3,100.0,0
OZN012698,16.5,8.0,12.2,8.5,293,3,5.7,70.0,51,16.9,41.0,271,1008,28,10,45.0,9.0,0.29,11.5,29.0,95,82,8.8,0.79,1534,-2.7,13.5,17.0,0
OZN012699,25.6,10.9,18.2,14.7,389,7,7.7,59.0,33,11.8,34.0,101,1015,40,14,55.0,40.0,0.48,11.0,38.0,70,73,20.3,0.41,1160,-2.9,8.1,8.0,0
OZN012700,9.6,,8.7,2.0,102,0,3.5,92.0,64,,46.0,307,1009,23,4,25.0,,0.27,3.8,15.0,39,20,5.0,0.43,675,-2.5,12.7,1.0,0
OZN012701,34.7,19.4,27.0,,636,10,12.1,36.0,5,,16.0,275,1013,37,16,58.0,67.0,0.49,2.4,39.0,77,77,36.2,1.0,1349,0.7,3.1,77.0,0
OZN012702,24.0,16.8,20.4,7.2,413,4,8.7,63.0,39,8.2,17.0,136,1009,55,33,,49.0,0.82,0.5,29.0,50,48,24.4,0.55,1101,4.7,5.4,87.0,0
OZN012703,32.9,20.1,26.5,12.8,757,10,,46.0,14,,,49,1023,3,1,6.0,28.0,0.1,3.6,10.0,55,40,40.4,0.97,1744,5.8,6.6,42.0,0
OZN012704,33.1,16.7,24.9,16.4,588,7,8.8,58.0,40,13.0,21.0,301,1014,25,15,41.0,44.0,0.46,0.0,24.0,99,99,37.0,0.83,1509,2.5,7.4,132.0,0
OZN012705,27.2,10.5,18.8,16.7,548,5,7.3,55.0,37,10.2,23.0,286,1015,47,22,84.0,43.0,0.56,6.4,35.0,92,75,24.1,0.76,1319,-1.8,12.4,110.0,0
OZN012706,35.8,19.0,27.4,16.8,823,8,10.6,36.0,27,8.8,20.0,114,1022,31,17,53.0,,0.65,10.5,30.0,52,35,36.3,0.33,1404,0.0,3.9,85.0,1
OZN012707,23.3,12.2,17.8,11.1,486,5,7.3,62.0,32,11.9,25.0,295,1018,41,18,,33.0,0.62,7.1,43.0,86,71,20.4,0.78,1001,1.2,4.9,76.0,1
OZN012708,26.6,12.3,19.5,,490,4,7.5,57.0,39,13.3,29.0,26,1019,24,13,47.0,27.0,0.48,3.0,41.0,89,89,18.4,0.43,791,-0.7,5.0,95.0,0
OZN012709,33.9,16.6,25.2,17.3,715,7,10.5,51.0,23,12.1,30.0,85,1015,23,11,39.0,42.0,0.3,4.9,29.0,151,165,34.3,0.67,1530,3.7,6.0,88.0,1
OZN012710,,18.5,27.5,18.0,771,8,,60.0,21,9.4,21.0,109,1014,55,30,101.0,78.0,0.77,3.2,,47,38,40.8,0.56,1189,-0.3,4.2,0.0,0
OZN012711,34.1,20.8,27.4,,655,9,11.5,35.0,33,9.6,,167,1020,22,7,20.0,29.0,0.38,10.4,15.0,131,138,36.1,0.75,1052,1.8,3.4,32.0,0
OZN012712,26.9,16.0,21.4,10.9,567,7,7.2,49.0,36,8.2,21.0,44,1022,35,20,65.0,49.0,0.44,12.0,31.0,62,50,27.5,0.54,1281,1.2,,92.0,0
OZN012713,16.3,7.4,11.9,,240,1,5.2,82.0,68,15.7,41.0,192,1021,21,9,37.0,,0.22,5.6,34.0,47,35,9.8,0.5,527,-1.2,18.7,13.0,0
OZN012714,32.3,20.2,26.2,12.1,705,9,10.6,45.0,35,10.9,30.0,58,1016,27,4,24.0,65.0,0.14,4.2,30.0,98,111,36.0,0.91,1050,0.4,0.0,114.0,1
OZN012715,15.0,8.2,11.6,6.8,250,1,4.4,81.0,54,17.1,41.0,323,1008,59,28,108.0,22.0,1.04,0.2,,55,47,5.0,0.18,728,0.0,11.6,67.0,0
OZN012716,20.8,,17.7,6.2,408,5,6.4,65.0,53,19.6,48.0,231,1006,31,4,38.0,22.0,0.32,9.4,17.0,94,86,19.1,0.23,908,-2.1,8.7,29.0,0
OZN012717,29.5,,21.8,15.3,599,6,10.2,53.0,35,6.4,17.0,62,1014,40,22,66.0,,0.82,0.0,22.0,80,56,30.7,0.93,1432,1.8,9.3,68.0,0
OZN012718,26.9,16.9,21.9,10.0,585,7,9.6,37.0,16,13.1,,152,1013,31,3,45.0,,0.41,1.9,,72,76,30.5,0.58,1068,6.8,4.1,112.0,0
OZN012719,21.7,12.4,17.0,9.3,476,4,8.9,66.0,46,14.8,29.0,110,1017,27,11,47.0,28.0,0.36,7.0,24.0,97,107,17.9,0.36,928,-0.5,5.0,120.0,0
OZN012720,29.4,12.4,20.9,,581,5,7.5,54.0,52,16.0,43.0,137,1021,34,8,44.0,28.0,0.58,12.5,,28,29,24.6,0.73,813,0.5,6.9,108.0,0
OZN012721,27.1,14.4,20.8,12.7,628,6,7.8,42.0,28,9.2,26.0,349,1017,31,10,43.0,,0.35,6.0,34.0,68,55,29.7,0.59,1688,-0.3,,117.0,0
OZN012722,27.8,10.8,19.3,17.0,619,8,,55.0,33,10.4,21.0,148,1017,47,13,62.0,40.0,0.49,3.6,6.0,115,123,26.7,0.35,1022,-2.7,2.8,98.0,0
OZN012723,34.3,20.9,27.6,13.4,714,9,11.2,45.0,29,10.4,25.0,138,1023,26,8,39.0,49.0,0.32,9.3,27.0,84,77,37.1,0.72,1622,2.2,4.3,88.0,0
OZN012724,26.1,9.4,17.8,16.7,467,4,7.4,59.0,40,11.8,21.0,161,1015,30,11,49.0,28.0,0.4,8.5,,106,110,25.6,0.92,1167,-2.6,13.3,42.0,0
OZN012725,27.6,17.1,22.4,10.5,397,5,,49.0,33,13.6,35.0,157,1013,50,21,75.0,47.0,0.83,2.9,25.0,68,74,26.3,0.57,1527,-0.6,5.4,97.0,0
OZN012726,24.5,15.4,20.0,9.1,579,5,8.1,52.0,45,8.3,14.0,63,1009,24,9,34.0,32.0,0.28,7.2,25.0,43,39,21.3,0.66,1206,0.5,14.3,62.0,0
OZN012727,29.3,14.0,21.6,15.3,677,7,9.9,53.0,36,12.0,21.0,235,1025,52,19,80.0,61.0,0.64,14.2,,137,147,32.0,1.05,1497,0.7,3.4,90.0,0
OZN012728,30.7,18.8,24.8,11.9,809,9,12.1,36.0,10,11.6,16.0,46,1025,8,1,,28.0,0.1,4.2,,49,45,37.0,0.72,1416,0.6,14.0,103.0,0
OZN012729,34.5,24.6,29.6,9.9,832,8,14.0,33.0,30,3.6,2.0,190,1009,54,37,107.0,64.0,,11.1,49.0,59,53,36.7,1.12,1263,0.6,0.8,98.0,0
OZN012730,32.2,18.1,25.2,14.1,739,8,,39.0,26,3.2,10.0,287,1021,25,1,21.0,50.0,0.1,3.3,,87,89,32.9,1.29,1892,0.8,4.4,2.0,1
OZN012731,,22.3,29.0,13.4,795,9,11.0,42.0,30,8.3,20.0,209,1019,32,16,54.0,64.0,0.18,16.7,32.0,66,61,41.2,0.69,1399,-0.8,0.0,80.0,1
OZN012732,30.7,,26.1,9.2,706,7,11.6,51.0,29,5.1,13.0,91,1017,32,10,52.0,,0.48,7.9,35.0,86,85,32.1,0.51,1429,1.8,7.7,24.0,0
OZN012733,23.6,10.3,17.0,13.3,441,4,6.8,49.0,35,14.1,,175,1008,20,11,44.0,19.0,0.3,11.1,29.0,69,72,13.9,0.48,543,-3.5,8.7,39.0,0
OZN012734,24.2,10.6,17.4,,611,5,7.4,52.0,27,12.5,31.0,149,1013,36,18,71.0,38.0,0.3,7.5,21.0,59,73,21.6,0.93,911,-3.9,4.8,63.0,0
OZN012735,26.6,17.4,22.0,,667,6,10.0,52.0,26,10.9,,120,1023,43,11,67.0,37.0,,6.7,34.0,71,40,25.5,0.64,1557,-1.1,3.0,115.0,0
OZN012736,31.9,18.1,25.0,13.8,679,8,9.3,43.0,39,9.6,19.0,4,1027,54,27,97.0,59.0,0.8,3.2,39.0,121,125,34.6,0.92,1663,1.4,1.2,55.0,0
OZN012737,24.3,15.6,20.0,8.7,579,5,7.2,60.0,38,9.1,31.0,338,1007,46,26,81.0,58.0,0.83,10.3,45.0,82,61,23.0,0.09,1174,-0.7,10.0,88.0,0
OZN012738,30.2,17.0,23.6,13.2,631,8,9.6,,28,16.5,,274,1008,37,13,,52.0,0.48,6.4,32.0,60,55,31.2,0.77,1544,1.6,4.6,8.0,0
OZN012739,29.6,14.0,21.8,15.6,742,6,9.7,46.0,35,9.3,,14,1021,52,23,85.0,54.0,0.85,6.3,33.0,27,9,26.0,0.73,1137,-2.3,1.9,39.0,0
OZN012740,27.5,15.6,21.6,11.9,571,7,9.1,46.0,33,14.4,32.0,11,1010,49,22,,36.0,0.46,4.5,24.0,116,107,25.8,0.52,1028,2.2,5.1,58.0,0
OZN012741,25.3,14.8,20.0,,532,5,8.1,68.0,34,13.7,33.0,43,1023,53,30,101.0,62.0,0.79,11.9,23.0,91,102,30.9,1.1,1117,-3.3,9.5,89.0,1
OZN012742,27.2,14.1,20.6,13.1,615,6,7.9,43.0,32,13.0,31.0,328,1018,51,26,89.0,,0.79,7.9,32.0,92,83,25.3,0.88,1534,0.1,7.5,88.0,0
OZN012743,,16.8,23.4,13.1,611,6,7.9,58.0,24,13.1,24.0,50,1016,44,19,66.0,52.0,0.43,3.9,20.0,87,92,28.1,0.9,1371,3.1,7.6,67.0,0
OZN012744,24.1,11.1,17.6,,485,4,7.7,,50,16.8,47.0,30,1013,59,30,115.0,55.0,0.95,9.9,36.0,53,50,20.8,0.36,1044,0.2,9.9,41.0,0
OZN012745,24.5,10.6,17.6,13.9,560,5,,,13,15.5,29.0,115,1020,20,3,10.0,35.0,0.14,0.5,22.0,103,99,26.4,0.94,1196,-3.0,9.8,61.0,0
OZN012746,,7.4,14.7,14.6,396,4,6.6,61.0,35,15.0,31.0,126,1012,33,12,56.0,18.0,0.58,0.8,28.0,66,64,16.9,0.1,1142,-1.1,16.5,0.0,0
OZN012747,24.0,16.3,20.2,7.7,606,6,9.1,63.0,41,5.5,10.0,109,1006,30,25,,37.0,0.51,4.6,37.0,77,84,20.9,0.58,1426,4.6,14.1,47.0,0
OZN012748,30.1,18.3,24.2,11.8,591,8,10.8,41.0,18,5.6,16.0,270,1011,35,10,54.0,47.0,0.43,1.7,34.0,82,73,31.4,0.97,1610,1.9,5.3,105.0,0
OZN012749,17.8,12.7,15.2,5.1,413,4,5.6,,42,15.4,36.0,243,1005,47,26,83.0,30.0,0.66,5.2,38.0,73,63,12.2,-0.11,798,-3.6,7.9,47.0,0
OZN012750,18.1,8.4,13.2,9.7,506,3,5.8,64.0,51,16.6,36.0,150,1016,39,21,73.0,35.0,0.52,10.0,27.0,88,92,11.3,0.61,920,0.3,,,0
OZN012751,16.1,,11.0,10.1,294,2,4.1,73.0,42,24.0,53.0,125,1021,45,22,85.0,34.0,0.64,3.4,,29,15,8.0,0.09,1073,-4.2,9.2,110.0,0
OZN012752,30.6,18.9,24.8,11.7,687,8,12.9,45.0,13,5.2,15.0,94,1026,42,16,59.0,64.0,0.52,5.2,29.0,140,153,33.9,0.51,1372,0.4,1.2,104.0,0
OZN012753,31.0,14.9,23.0,16.1,576,7,7.6,42.0,27,6.9,13.0,225,1020,26,8,,50.0,0.51,9.6,33.0,89,82,30.9,0.82,1262,2.1,16.2,78.0,0
OZN012754,16.4,7.1,11.8,9.3,390,3,5.9,78.0,42,8.9,,85,1007,40,15,70.0,22.0,0.71,5.8,27.0,94,96,8.8,0.42,840,-1.2,13.8,0.0,0
OZN012755,29.1,13.4,21.2,15.7,600,10,10.7,40.0,23,9.6,21.0,306,1018,35,18,65.0,51.0,0.74,18.7,,100,100,31.2,0.42,1566,-0.3,3.4,126.0,0
OZN012756,36.3,22.0,29.2,14.3,741,11,11.2,41.0,18,7.9,9.0,4,1024,23,2,25.0,,,6.7,15.0,108,109,42.7,0.42,1195,1.7,2.1,141.0,0
OZN012757,33.3,17.6,25.4,15.7,696,8,12.0,44.0,34,12.3,27.0,75,1015,63,36,116.0,55.0,1.02,7.2,47.0,113,109,31.2,1.06,1524,2.0,7.4,125.0,0
OZN012758,30.1,20.8,25.5,9.3,778,9,11.3,50.0,23,,16.0,163,1023,39,22,80.0,78.0,0.46,7.0,26.0,89,98,35.7,0.74,1364,3.3,0.4,43.0,0
OZN012759,25.7,15.1,20.4,10.6,575,5,9.2,,35,10.8,25.0,36,1016,4,1,3.0,30.0,0.1,10.3,,43,30,22.4,0.8,1012,-2.9,4.9,63.0,0
OZN012760,39.6,25.2,32.4,14.4,802,9,12.9,33.0,11,6.2,12.0,19,1014,40,20,69.0,74.0,0.52,9.9,24.0,158,172,46.0,1.2,2003,1.5,0.0,70.0,1
OZN012761,33.2,15.6,24.4,17.6,870,8,12.3,32.0,14,9.1,,267,1022,21,9,35.0,58.0,0.32,5.7,26.0,124,141,37.2,0.38,1331,1.3,1.5,88.0,1
OZN012762,28.2,15.7,22.0,12.5,620,6,10.6,46.0,29,10.0,20.0,31,1011,63,33,113.0,55.0,1.08,6.0,39.0,112,113,27.4,0.51,1456,-1.3,7.5,70.0,0
OZN012763,35.7,20.5,28.1,15.2,753,9,,36.0,14,13.6,15.0,283,1014,21,5,32.0,58.0,0.19,6.5,14.0,117,88,41.6,1.07,1325,0.8,1.0,86.0,0
OZN012764,17.5,6.1,11.8,11.4,333,3,5.5,74.0,50,19.5,39.0,150,1001,41,25,73.0,13.0,,8.2,33.0,50,57,8.9,0.13,1029,-1.6,9.6,46.0,0
OZN012765,17.5,13.8,15.6,3.7,342,4,6.0,79.0,42,12.8,35.0,217,1011,29,11,34.0,15.0,0.6,3.7,37.0,20,5,14.4,0.51,802,-2.3,7.3,10.0,0
OZN012766,26.7,17.6,22.2,9.1,552,5,9.5,49.0,33,5.4,9.0,15,1018,26,15,,56.0,0.35,5.1,16.0,47,40,24.2,0.71,1413,1.3,3.6,75.0,0
OZN012767,,19.6,23.5,7.7,639,7,8.4,47.0,32,12.6,33.0,130,1017,46,21,,61.0,0.62,0.0,32.0,59,54,28.5,0.52,1214,1.1,1.5,79.0,1
OZN012768,38.0,,27.5,,840,7,11.3,26.0,31,6.6,14.0,349,1025,75,43,149.0,95.0,1.09,14.7,51.0,30,24,43.5,0.63,1711,0.3,0.2,95.0,0
OZN012769,19.5,13.4,16.4,6.1,447,5,6.9,59.0,47,14.0,35.0,71,1012,51,24,79.0,45.0,0.87,0.0,31.0,74,66,15.7,0.51,1514,-2.6,6.0,21.0,0
OZN012770,32.0,17.8,24.9,14.2,676,9,12.0,46.0,24,10.1,25.0,239,1012,6,1,12.0,48.0,0.13,10.2,17.0,116,127,28.5,0.5,1421,-0.2,5.1,89.0,0
OZN012771,25.6,13.4,19.5,12.2,450,5,8.3,67.0,30,15.0,27.0,88,1019,37,21,,,0.61,2.4,17.0,91,90,21.7,0.34,1208,1.3,7.1,97.0,0
OZN012772,31.3,22.4,26.8,8.9,809,10,11.9,33.0,5,10.2,28.0,314,1016,54,30,106.0,91.0,0.92,4.7,25.0,75,72,37.7,0.96,1568,4.1,1.8,121.0,1
OZN012773,35.7,20.8,28.2,14.9,669,7,9.9,33.0,9,12.2,30.0,312,1020,23,10,39.0,33.0,0.37,2.2,28.0,62,54,39.4,0.72,1850,-1.8,1.5,51.0,0
OZN012774,44.5,25.1,34.8,19.4,1066,11,14.0,16.0,5,3.7,14.0,197,1020,48,19,74.0,,0.63,8.1,41.0,147,164,46.0,1.15,1903,3.9,0.0,134.0,1
