id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC009248,22.9,30.7,17.0,75,35.4,70,130,11.7,0.5,0.46,0.47,57,4,181,6.3,2.4,21,1.61,378,13.0,4.9,34,968,63,81,123,trigo,goteo,si,no,ecologico,1
CSC009249,26.2,38.0,18.4,73,33.0,77,67,11.8,0.45,0.68,0.71,6,3,241,5.2,1.5,21,0.76,222,14.8,1.0,38,1404,71,64,92,vid,goteo,si,no,convencional,0
CSC009250,15.1,19.0,4.4,85,24.5,21,117,6.5,0.47,0.28,0.56,27,1,136,6.6,3.9,21,0.7,276,8.6,9.4,23,631,70,54,46,trigo,aspersion,no,no,integrado,0
CSC009251,28.3,39.7,24.0,58,26.8,0,52,7.3,0.66,0.04,0.46,2,3,266,6.8,3.3,39,0.53,393,5.4,0.2,20,1348,39,53,80,trigo,goteo,no,si,integrado,1
CSC009252,15.9,21.6,6.6,93,33.9,43,104,13.3,0.62,0.59,0.41,22,1,148,5.7,1.5,24,0.51,611,9.8,3.0,32,637,57,100,130,trigo,goteo,no,no,convencional,0
CSC009253,18.1,24.2,8.6,42,20.5,11,0,0.0,0.58,-0.28,0.38,5,2,177,6.7,2.3,15,0.55,496,5.7,6.1,18,386,27,61,49,olivo,secano,no,no,integrado,0
CSC009254,18.5,23.8,11.5,60,23.3,48,86,4.4,0.64,0.48,0.23,15,0,128,6.8,3.3,31,1.2,299,0.0,19.1,27,569,46,92,44,horticola,secano,no,no,ecologico,1
CSC009255,22.5,32.1,13.1,57,27.2,69,49,9.8,0.6,0.28,0.28,3,4,109,6.7,2.9,28,0.74,867,14.4,0.3,12,1100,41,51,109,olivo,goteo,no,si,integrado,0
CSC009256,23.2,30.6,16.4,71,32.5,61,168,13.8,0.63,0.57,0.21,34,1,168,6.2,1.9,18,0.74,472,6.7,23.3,0,1164,32,68,51,trigo,goteo,si,si,integrado,0
CSC009257,17.5,25.3,9.5,90,27.6,66,106,14.1,0.62,0.8,0.54,10,4,204,6.4,2.5,18,1.28,523,23.8,8.7,40,681,59,42,41,vid,goteo,si,no,integrado,0
CSC009258,20.5,27.8,11.2,59,10.5,25,44,1.8,0.57,-0.28,0.27,3,3,136,6.2,2.4,17,0.83,764,15.5,9.9,10,955,15,88,78,trigo,aspersion,no,no,convencional,0
CSC009259,12.1,18.3,1.9,71,16.3,24,94,9.3,0.48,0.13,0.42,36,5,177,8.0,3.7,19,0.1,69,5.8,7.8,27,440,44,64,146,horticola,aspersion,no,no,convencional,0
CSC009260,30.7,43.5,25.7,67,14.9,48,69,6.8,0.62,0.13,0.17,9,5,185,6.9,2.6,24,0.99,568,4.5,4.6,6,1268,22,57,68,horticola,secano,si,no,ecologico,0
CSC009261,14.1,19.6,4.9,61,27.2,32,80,9.5,0.49,0.25,0.43,41,3,249,6.6,1.9,35,1.19,675,0.8,11.3,25,599,52,73,96,vid,aspersion,no,no,convencional,0
CSC009262,25.3,35.3,18.9,89,23.8,59,103,14.5,0.5,0.74,0.55,59,1,217,6.7,0.7,15,0.9,826,0.0,3.9,47,1571,57,81,65,citricos,aspersion,si,si,integrado,0
CSC009263,24.2,32.0,18.9,100,41.2,105,188,15.8,0.67,0.8,0.36,14,6,198,6.3,1.6,29,1.13,503,13.1,10.5,28,1053,52,80,74,maiz,goteo,si,no,convencional,0
CSC009264,25.0,32.7,17.7,70,27.8,72,132,11.6,0.6,0.47,0.39,15,1,200,6.8,2.4,33,0.2,476,0.0,0.7,40,1084,37,76,118,citricos,secano,si,no,integrado,0
CSC009265,23.5,32.1,16.0,72,35.7,39,107,6.8,0.67,0.25,0.32,40,3,153,5.4,3.1,26,1.66,615,10.3,9.9,30,972,58,46,138,trigo,goteo,si,no,integrado,0
CSC009266,26.3,37.1,20.3,80,29.7,93,107,14.3,0.55,0.69,0.59,17,2,205,7.2,1.3,18,0.42,329,0.0,3.2,44,1186,71,84,119,maiz,aspersion,si,no,convencional,1
CSC009267,19.9,28.1,11.2,46,17.4,23,71,4.5,0.55,0.05,0.55,7,5,231,6.5,1.7,21,0.1,287,0.0,15.1,10,747,36,77,103,horticola,aspersion,no,no,ecologico,0
CSC009268,19.2,26.0,10.2,66,21.5,20,12,2.5,0.68,-0.2,0.28,39,3,184,7.2,2.6,32,0.5,331,2.6,18.0,20,931,61,100,18,olivo,aspersion,si,si,convencional,0
CSC009269,17.6,25.0,7.9,56,20.0,30,0,6.1,0.57,-0.02,0.29,51,4,180,6.2,0.9,21,0.98,313,0.7,12.2,23,936,47,44,109,vid,secano,no,no,convencional,0
CSC009270,11.9,19.7,3.2,39,18.5,0,0,1.2,0.72,-0.49,0.06,4,0,194,6.7,2.6,27,0.63,320,7.2,1.5,0,388,17,55,108,horticola,secano,no,si,convencional,0
CSC009271,24.7,33.7,17.2,97,28.6,69,167,12.3,0.61,0.58,0.32,56,2,175,7.3,2.9,25,1.37,47,7.2,38.7,17,1166,40,71,108,maiz,secano,si,no,convencional,0
CSC009272,13.2,17.2,3.5,66,25.0,34,82,3.7,0.68,0.28,0.4,15,3,209,6.1,2.1,14,0.85,600,22.5,15.6,14,531,17,79,158,horticola,goteo,no,si,integrado,0
CSC009273,23.7,32.3,15.3,66,25.5,53,115,7.1,0.64,0.22,0.3,18,5,180,8.1,1.3,26,0.59,486,0.0,34.1,9,1187,25,62,130,maiz,goteo,no,no,ecologico,0
CSC009274,20.2,29.4,11.8,64,29.8,70,135,13.5,0.61,0.67,0.47,19,2,138,5.8,0.8,22,0.33,0,9.6,12.7,23,877,38,82,85,trigo,secano,no,si,convencional,0
CSC009275,18.2,24.8,9.5,73,30.3,79,142,11.3,0.6,0.5,0.2,6,5,173,6.4,1.9,21,1.27,353,16.7,11.9,10,705,47,59,69,citricos,goteo,si,no,integrado,0
CSC009276,19.4,28.8,11.3,59,19.2,55,69,5.4,0.63,0.15,0.39,26,1,199,6.4,3.8,26,0.22,375,11.4,4.2,16,634,35,45,106,maiz,secano,si,no,convencional,0
CSC009277,19.6,30.4,11.4,47,11.9,17,0,0.0,0.64,-0.46,0.0,17,2,194,5.9,1.9,27,1.55,252,0.0,9.0,0,806,12,78,91,horticola,secano,si,si,ecologico,0
CSC009278,21.8,31.5,12.4,87,31.8,32,151,4.8,0.56,0.44,0.34,4,0,178,6.9,1.3,14,1.24,633,13.3,16.6,26,829,39,67,39,citricos,goteo,si,no,convencional,0
CSC009279,18.2,24.7,10.7,61,17.1,22,107,10.3,0.54,0.14,0.24,59,1,234,7.4,2.7,25,1.18,646,0.0,25.9,14,614,30,83,98,horticola,aspersion,si,si,integrado,0
CSC009280,7.5,13.1,-4.0,86,33.2,82,145,13.0,0.73,0.68,0.36,1,2,181,6.6,4.0,19,0.56,338,16.6,18.5,24,169,44,52,102,horticola,goteo,si,no,convencional,1
CSC009281,16.6,23.4,7.5,46,24.6,32,19,4.0,0.74,0.07,0.12,9,4,137,6.6,2.0,26,1.85,776,16.8,27.9,2,745,13,70,98,maiz,aspersion,si,si,ecologico,0
CSC009282,17.0,23.8,7.2,88,23.5,60,84,12.4,0.72,0.3,0.2,22,2,204,7.9,3.6,7,0.97,389,0.0,6.3,3,736,25,88,88,trigo,aspersion,si,si,convencional,0
CSC009283,21.9,31.2,13.2,87,28.9,68,189,15.6,0.67,0.7,0.43,9,3,198,5.5,1.4,37,0.1,593,0.0,2.2,26,905,40,51,120,olivo,secano,si,no,ecologico,0
CSC009284,23.7,35.0,15.8,82,26.7,49,83,11.5,0.57,0.46,0.46,15,2,198,6.2,1.5,26,1.38,268,3.5,29.1,26,608,39,62,174,citricos,aspersion,no,no,ecologico,0
CSC009285,14.6,22.2,5.4,60,18.3,76,106,8.5,0.5,0.24,0.37,46,2,186,6.1,1.3,46,0.98,299,2.2,19.1,28,719,55,61,62,horticola,aspersion,si,no,integrado,0
CSC009286,11.0,17.1,-0.2,62,22.6,45,50,6.9,0.74,-0.05,0.18,6,4,206,7.7,4.0,16,1.6,271,13.0,9.5,5,382,16,80,77,maiz,secano,si,no,convencional,0
CSC009287,25.6,33.3,20.0,56,19.1,49,81,7.2,0.7,-0.08,0.27,4,2,176,7.0,2.0,24,1.32,287,10.8,2.8,5,1090,25,50,50,trigo,goteo,no,si,convencional,0
CSC009288,22.1,29.9,15.7,55,25.8,56,69,8.7,0.6,-0.04,0.32,16,4,148,7.1,3.3,28,1.21,443,7.8,0.7,16,926,36,54,49,vid,secano,si,no,convencional,0
CSC009289,28.3,40.3,21.0,50,15.5,15,0,5.2,0.71,-0.48,0.02,8,2,203,7.6,2.6,13,0.1,630,4.1,16.1,0,1326,3,69,180,olivo,goteo,si,no,convencional,0
CSC009290,18.9,27.1,9.6,58,26.8,42,12,6.1,0.59,-0.04,0.27,36,1,224,6.7,3.2,21,1.2,407,15.5,1.8,10,671,27,78,137,maiz,secano,si,no,ecologico,0
CSC009291,13.3,17.3,4.5,66,30.7,54,92,6.4,0.56,0.33,0.47,0,3,189,6.6,2.0,22,1.44,324,2.0,1.7,14,881,60,96,77,horticola,goteo,no,no,ecologico,0
CSC009292,22.3,30.6,15.8,64,29.1,41,129,8.3,0.59,0.43,0.38,11,2,139,7.2,2.3,33,0.9,532,0.0,13.1,15,1096,44,81,5,maiz,goteo,si,no,convencional,1
CSC009293,16.7,22.4,8.5,76,28.4,57,170,10.1,0.42,0.48,0.87,102,7,116,7.3,2.6,20,0.24,381,1.4,16.1,50,745,74,81,181,olivo,aspersion,si,no,ecologico,0
CSC009294,13.5,20.3,4.3,42,25.0,14,75,1.5,0.62,-0.23,0.46,46,1,193,7.0,2.3,20,0.77,31,0.0,0.6,17,465,50,64,48,horticola,goteo,no,no,integrado,0
CSC009295,23.4,32.9,15.0,64,18.6,38,54,1.0,0.65,-0.29,0.28,76,4,210,7.0,2.8,19,1.34,672,13.0,1.6,10,665,41,69,62,trigo,goteo,si,si,convencional,0
CSC009296,15.7,20.6,5.9,44,17.3,17,59,1.8,0.61,-0.35,0.38,27,5,229,7.7,2.6,23,1.22,260,5.6,10.9,19,511,43,96,120,maiz,aspersion,si,no,convencional,0
CSC009297,17.4,24.8,9.9,65,18.7,24,80,6.6,0.71,-0.17,0.34,12,1,226,6.9,2.2,17,0.26,224,14.2,20.5,14,918,35,44,68,maiz,secano,si,no,ecologico,0
CSC009298,25.9,36.6,17.1,90,38.1,104,201,16.4,0.56,0.8,0.4,1,4,225,6.2,2.6,19,1.03,482,7.6,0.9,33,1177,46,77,71,maiz,goteo,si,no,convencional,0
CSC009299,23.7,32.7,18.0,63,28.1,51,82,9.3,0.59,0.53,0.38,48,4,161,7.8,2.1,29,1.04,364,0.0,21.4,20,1091,59,80,45,horticola,aspersion,si,no,convencional,0
CSC009300,23.8,33.9,16.2,78,17.3,57,186,7.9,0.74,0.4,0.25,8,0,129,7.5,2.5,14,2.31,73,3.0,7.7,0,1033,24,56,117,maiz,goteo,si,si,integrado,0
CSC009301,23.9,32.9,16.5,77,26.3,91,165,11.7,0.57,0.68,0.5,40,1,194,6.7,1.3,14,0.42,357,11.6,3.6,41,1013,53,88,137,trigo,goteo,si,no,ecologico,1
CSC009302,25.2,35.5,19.1,86,31.9,75,136,10.9,0.53,0.71,0.54,27,1,219,5.1,2.8,16,0.82,542,0.7,12.8,30,1104,46,62,106,horticola,goteo,no,no,convencional,0
CSC009303,15.0,24.3,7.3,63,14.0,15,60,3.7,0.65,-0.17,0.24,5,3,200,5.3,0.9,28,0.94,448,4.2,6.3,8,831,33,87,43,horticola,secano,si,no,convencional,0
CSC009304,13.8,21.4,4.7,48,19.2,0,64,0.0,0.57,-0.3,0.24,2,2,179,6.1,3.1,17,1.51,344,4.0,1.7,24,630,30,74,37,olivo,aspersion,no,no,integrado,0
CSC009305,17.8,24.2,9.3,52,17.6,12,41,6.0,0.7,-0.19,0.21,29,2,171,6.8,1.2,24,0.14,265,7.5,23.2,10,631,31,73,124,trigo,aspersion,no,no,convencional,1
CSC009306,23.5,34.0,16.4,70,24.1,24,130,10.9,0.65,0.37,0.25,39,4,131,5.8,2.3,16,0.99,565,0.0,50.0,20,853,32,80,105,olivo,secano,si,no,integrado,0
CSC009307,18.7,25.2,11.4,70,29.9,58,84,8.1,0.68,0.28,0.35,29,4,122,6.3,3.3,17,1.25,548,9.3,25.8,19,644,31,78,35,trigo,secano,si,no,integrado,0
CSC009308,18.2,25.3,9.3,53,19.1,0,51,1.2,0.63,-0.49,0.21,20,3,215,7.9,3.1,13,1.58,478,1.5,2.4,3,698,21,100,44,citricos,goteo,si,no,integrado,0
CSC009309,19.5,27.7,9.7,68,23.5,71,135,8.9,0.47,0.28,0.43,11,2,157,5.4,3.3,21,0.86,355,0.0,16.9,36,889,70,79,31,maiz,goteo,no,no,integrado,1
CSC009310,21.9,29.5,14.4,75,30.9,55,153,10.8,0.53,0.36,0.48,0,4,88,6.1,2.7,22,0.49,504,11.5,9.7,24,675,40,57,112,horticola,goteo,no,no,ecologico,0
CSC009311,20.3,28.3,13.1,62,24.3,45,160,13.7,0.49,0.57,0.39,22,1,249,7.1,2.2,9,1.94,218,14.7,2.7,28,1113,48,92,100,vid,aspersion,no,no,integrado,1
CSC009312,18.5,27.9,10.3,62,27.7,50,109,10.8,0.67,0.31,0.49,22,2,212,6.6,2.6,13,1.73,628,12.0,5.9,20,898,60,89,119,olivo,secano,si,no,convencional,1
CSC009313,17.1,22.9,9.6,78,19.1,39,136,8.8,0.62,0.49,0.32,14,2,178,7.2,3.4,18,1.53,655,12.1,2.8,13,399,33,76,107,maiz,secano,no,no,convencional,0
CSC009314,26.2,36.0,19.3,60,21.5,50,92,7.1,0.56,0.05,0.43,1,5,152,7.4,2.8,31,0.22,469,0.0,3.9,6,1182,45,71,68,horticola,aspersion,no,no,convencional,0
CSC009315,20.7,27.6,13.6,56,26.0,29,70,10.3,0.65,0.09,0.31,6,3,229,6.2,2.1,16,1.71,781,0.0,3.6,0,974,15,86,161,trigo,secano,si,si,ecologico,0
CSC009316,21.6,30.5,15.1,59,25.6,68,148,9.9,0.51,0.49,0.56,27,3,118,6.1,2.5,17,0.18,418,0.0,7.3,43,932,64,84,58,horticola,goteo,no,no,convencional,1
CSC009317,17.2,22.1,7.7,61,25.2,71,83,7.5,0.69,0.25,0.3,11,4,165,6.6,2.4,17,1.42,0,0.0,15.3,6,653,24,100,105,horticola,aspersion,no,no,integrado,0
CSC009318,12.8,18.9,4.3,50,23.1,24,69,4.0,0.84,0.02,0.0,8,2,154,7.5,1.7,15,0.61,662,10.9,29.5,0,744,8,79,51,trigo,goteo,no,no,integrado,0
CSC009319,10.5,13.8,0.6,40,11.5,5,37,0.1,0.75,-0.4,0.16,12,2,193,7.3,2.5,15,1.4,860,3.4,39.8,10,431,13,43,99,citricos,goteo,si,no,integrado,0
CSC009320,22.7,34.2,15.0,55,22.2,25,61,4.3,0.71,-0.11,0.06,2,2,156,6.5,1.0,16,0.42,138,0.1,13.5,1,1099,25,72,55,maiz,secano,si,no,convencional,0
CSC009321,23.3,31.6,16.8,67,26.7,70,125,13.0,0.74,0.26,0.21,14,2,187,8.1,2.4,26,0.77,339,0.0,50.0,21,784,35,83,48,trigo,goteo,si,no,integrado,0
CSC009322,20.4,27.6,10.6,71,33.8,57,165,10.1,0.56,0.55,0.4,17,2,139,6.8,3.7,20,1.36,743,9.0,4.1,27,745,61,58,108,maiz,secano,si,no,convencional,1
CSC009323,13.6,22.1,4.5,63,20.4,49,37,2.0,0.61,-0.32,0.32,15,4,165,5.2,0.6,42,0.59,476,5.9,1.6,12,621,32,61,75,vid,goteo,si,no,integrado,0
CSC009324,20.7,28.8,13.5,59,16.5,62,78,6.9,0.62,-0.07,0.25,35,7,178,6.4,1.4,8,0.25,316,2.8,11.5,4,739,57,66,28,vid,secano,si,no,convencional,1
CSC009325,21.6,29.9,14.2,50,20.5,19,73,5.5,0.64,-0.15,0.5,102,7,166,7.0,2.6,30,1.75,727,0.4,26.1,15,863,41,54,95,citricos,secano,si,no,ecologico,0
CSC009326,21.6,30.7,13.2,67,32.4,47,107,11.5,0.63,0.48,0.34,15,6,158,7.1,2.9,46,0.23,351,8.4,2.6,21,1068,60,44,60,vid,goteo,no,no,integrado,0
CSC009327,19.9,28.3,12.8,65,19.5,23,118,7.2,0.75,0.01,0.27,21,2,161,6.2,3.0,10,1.01,851,1.1,8.3,24,914,56,78,164,maiz,goteo,no,no,convencional,0
CSC009328,14.7,23.0,5.2,66,22.9,34,111,9.2,0.47,0.09,0.44,25,4,218,7.5,2.4,5,0.2,272,18.3,24.4,33,514,42,92,79,vid,goteo,si,no,integrado,0
CSC009329,26.0,35.3,19.3,74,18.5,10,111,10.1,0.54,0.24,0.27,35,2,264,7.4,2.9,18,0.91,349,10.8,9.6,8,1035,38,75,68,horticola,goteo,no,si,convencional,0
CSC009330,19.7,24.7,10.7,45,21.1,33,50,4.9,0.65,-0.11,0.42,20,3,123,5.8,2.7,27,1.41,296,14.9,12.8,16,979,42,80,68,maiz,secano,no,no,convencional,0
CSC009331,25.3,34.1,19.3,45,16.8,31,58,0.0,0.61,-0.23,0.23,30,8,176,6.8,3.8,16,0.6,346,15.1,1.8,4,756,14,89,39,trigo,aspersion,si,no,convencional,0
CSC009332,21.1,27.9,14.6,77,33.2,81,156,15.5,0.58,0.53,0.69,40,3,207,6.0,2.3,23,0.1,596,0.0,11.9,33,1060,55,75,104,trigo,goteo,no,no,convencional,1
CSC009333,27.0,39.1,21.5,76,38.3,90,127,9.7,0.5,0.68,0.8,120,2,238,6.7,2.4,20,0.33,402,13.3,1.1,57,1239,89,69,101,vid,aspersion,si,no,convencional,1
CSC009334,20.3,30.8,11.1,65,31.8,49,120,12.1,0.51,0.36,0.64,85,1,162,5.7,3.3,36,1.72,577,22.0,9.4,45,797,49,83,75,maiz,goteo,si,si,convencional,1
CSC009335,24.3,33.4,17.0,77,29.8,67,111,13.6,0.54,0.47,0.48,29,4,179,7.1,1.7,16,0.69,162,0.0,2.5,40,1524,80,61,26,horticola,aspersion,no,no,ecologico,0
CSC009336,20.2,27.6,11.0,68,23.2,11,21,3.3,0.6,-0.24,0.23,13,2,205,7.2,2.5,20,1.24,344,18.1,1.6,20,597,34,70,109,trigo,secano,no,no,ecologico,0
CSC009337,23.8,33.3,16.4,58,27.8,80,129,13.7,0.45,0.6,0.58,10,3,210,6.1,1.1,18,0.52,530,9.4,21.1,39,928,69,72,107,horticola,secano,si,no,convencional,0
CSC009338,19.4,25.9,11.7,73,19.8,37,99,8.1,0.55,0.2,0.5,51,3,113,7.0,2.5,13,0.94,515,11.3,5.4,33,462,49,45,122,horticola,aspersion,no,si,convencional,0
CSC009339,20.2,27.3,12.1,61,24.0,46,125,13.2,0.49,0.11,0.37,21,2,259,5.9,2.0,29,1.66,530,15.5,1.4,16,817,44,78,23,trigo,secano,no,no,convencional,0
CSC009340,18.7,24.2,9.1,47,14.2,31,77,3.3,0.61,-0.21,0.52,1,1,213,6.4,1.3,22,1.09,310,9.9,1.0,25,563,38,73,128,horticola,goteo,si,no,integrado,0
CSC009341,21.6,30.0,15.7,58,26.0,17,44,5.2,0.61,-0.05,0.26,7,4,181,6.7,2.2,15,1.4,443,7.1,1.7,16,995,55,81,163,maiz,goteo,si,no,ecologico,0
CSC009342,20.1,30.6,12.6,61,20.6,24,111,4.8,0.58,0.15,0.3,11,1,153,6.7,2.0,33,1.49,443,16.8,7.9,22,977,50,62,159,olivo,goteo,si,no,integrado,0
CSC009343,23.4,32.8,15.2,60,26.2,31,51,6.6,0.76,0.12,0.29,5,1,155,7.3,2.3,27,0.6,625,5.5,5.0,4,916,22,78,49,horticola,aspersion,si,si,convencional,0
CSC009344,18.0,25.4,9.0,62,27.1,62,97,11.4,0.74,0.22,0.14,6,2,161,5.8,2.0,29,1.0,205,0.0,14.0,5,781,16,64,90,trigo,secano,si,no,integrado,0
CSC009345,20.2,29.5,12.7,76,23.7,40,106,5.8,0.72,0.57,0.15,6,2,193,6.5,2.2,10,0.99,553,16.1,36.6,9,845,0,93,77,trigo,secano,si,si,ecologico,0
CSC009346,14.1,19.1,4.1,59,19.6,28,58,8.4,0.56,0.16,0.26,0,0,131,6.5,1.3,8,0.46,497,0.0,4.8,4,415,45,92,46,horticola,secano,si,no,integrado,0
CSC009347,17.5,26.0,9.1,74,31.2,88,119,9.6,0.73,0.35,0.48,10,3,251,6.4,2.4,18,1.17,612,17.4,29.3,25,391,53,54,115,horticola,secano,si,no,convencional,0
CSC009348,19.1,25.3,10.6,31,12.0,0,0,0.0,0.56,-0.5,0.2,86,5,157,6.4,2.4,16,0.46,618,3.8,13.7,0,779,24,83,92,citricos,goteo,si,no,convencional,0
CSC009349,17.3,23.8,9.5,61,20.3,15,60,4.6,0.7,-0.2,0.22,14,6,121,6.3,1.6,11,0.87,667,0.8,42.7,14,684,29,57,84,maiz,aspersion,si,no,convencional,0
CSC009350,18.7,25.5,9.9,85,31.3,76,82,13.0,0.51,0.52,0.47,58,4,183,6.6,3.6,23,0.24,280,10.2,1.9,27,938,46,57,116,trigo,goteo,si,no,ecologico,0
CSC009351,17.3,24.8,8.7,47,17.3,0,57,0.0,0.66,-0.45,0.0,15,5,118,6.3,2.1,17,0.87,583,2.8,19.9,0,860,0,73,40,trigo,secano,si,no,convencional,0
CSC009352,18.4,26.7,11.9,85,38.3,68,175,15.3,0.53,0.67,0.51,32,10,214,6.1,2.8,14,0.37,590,0.5,12.9,35,728,48,60,106,citricos,goteo,si,no,integrado,0
CSC009353,26.0,35.8,17.4,53,19.7,53,58,6.9,0.6,-0.04,0.44,5,2,200,6.4,2.7,30,1.2,523,11.1,18.9,23,1334,42,93,135,vid,goteo,no,no,ecologico,0
CSC009354,16.6,22.0,9.3,75,32.2,60,120,11.2,0.58,0.56,0.59,12,0,149,7.7,2.7,20,0.46,532,13.2,5.2,27,573,50,59,163,vid,aspersion,si,si,ecologico,0
CSC009355,16.8,22.7,9.3,45,18.3,6,49,0.9,0.56,-0.43,0.24,58,1,176,7.1,3.3,11,0.45,451,10.1,12.7,26,791,36,52,72,olivo,secano,si,no,integrado,0
CSC009356,20.1,27.9,11.2,64,21.9,40,86,11.2,0.61,0.11,0.39,10,2,209,6.1,2.1,25,2.35,450,8.6,4.7,29,715,50,75,71,vid,aspersion,si,no,convencional,0
CSC009357,23.1,29.6,15.5,72,31.2,65,145,14.9,0.58,0.72,0.4,32,4,188,6.6,1.9,16,0.93,202,0.0,14.0,26,1101,59,80,79,citricos,secano,no,no,convencional,0
CSC009358,25.4,34.3,18.8,90,29.7,82,138,12.6,0.49,0.68,0.58,11,1,228,6.8,2.4,13,1.21,1,8.8,10.3,36,1186,63,85,114,horticola,secano,si,no,convencional,1
CSC009359,18.8,26.5,10.9,67,15.3,37,19,8.0,0.6,0.31,0.4,11,6,211,6.7,2.9,19,2.03,615,2.8,9.9,27,634,53,73,42,horticola,goteo,no,si,integrado,0
CSC009360,14.0,19.6,3.4,59,28.5,45,63,7.4,0.42,0.03,0.41,9,3,131,5.8,1.7,33,0.93,652,17.0,1.8,35,565,52,45,85,vid,aspersion,no,no,convencional,0
CSC009361,25.3,36.4,18.4,70,25.6,63,123,8.1,0.69,0.32,0.32,5,6,145,6.2,3.0,25,1.94,83,11.1,1.0,14,1320,42,43,40,olivo,secano,no,no,integrado,1
CSC009362,20.0,29.3,12.7,64,23.6,55,100,6.3,0.45,0.05,0.46,13,1,255,5.8,2.5,25,1.1,128,5.5,2.8,33,877,52,63,56,vid,goteo,no,si,convencional,0
CSC009363,28.4,39.3,20.4,76,28.2,98,137,14.5,0.71,0.63,0.42,29,4,255,7.3,1.8,18,0.74,88,31.4,7.3,28,1359,31,81,128,maiz,goteo,no,no,convencional,0
CSC009364,17.8,25.5,8.9,70,13.5,52,156,8.1,0.5,0.37,0.43,46,3,222,6.3,2.7,12,1.29,745,7.0,0.2,26,638,48,58,124,trigo,secano,no,no,integrado,0
CSC009365,27.2,39.4,22.6,74,23.3,49,62,5.0,0.64,0.14,0.26,9,2,213,6.7,1.8,27,0.32,556,2.2,20.1,18,1270,30,66,5,vid,aspersion,si,no,convencional,0
CSC009366,23.2,34.2,15.9,71,24.2,48,134,8.8,0.54,0.48,0.63,30,6,192,6.6,2.3,21,0.89,347,3.6,11.7,26,972,53,82,55,vid,secano,no,si,ecologico,0
CSC009367,24.6,30.9,18.0,71,32.5,82,124,10.6,0.47,0.65,0.61,42,5,157,7.0,1.2,33,1.05,299,12.4,13.3,47,1538,76,76,109,trigo,aspersion,si,no,convencional,0
CSC009368,15.1,22.4,4.9,48,13.3,57,35,0.0,0.61,-0.22,0.23,15,1,198,7.1,1.4,28,1.38,82,3.5,4.0,19,510,32,94,28,olivo,secano,si,no,integrado,0
CSC009369,23.5,32.6,16.8,73,33.6,62,119,9.1,0.69,0.36,0.37,3,3,133,6.2,1.9,22,0.87,315,7.7,15.0,15,1201,38,68,103,trigo,aspersion,si,no,ecologico,0
CSC009370,15.0,20.6,5.5,59,18.7,30,118,6.4,0.68,-0.07,0.27,11,2,172,6.4,3.2,19,0.12,504,8.8,5.7,9,562,24,76,102,trigo,secano,si,si,convencional,0
CSC009371,16.4,25.8,8.4,46,27.6,53,47,3.1,0.59,-0.28,0.39,40,9,180,6.3,2.0,15,1.13,303,7.6,24.6,13,546,42,55,78,vid,goteo,si,si,integrado,0
CSC009372,16.9,24.0,9.8,55,22.6,28,66,4.7,0.74,0.01,0.3,14,1,155,6.3,1.0,26,1.03,266,0.0,22.0,0,626,37,84,72,horticola,goteo,si,no,ecologico,0
CSC009373,19.8,28.4,10.4,55,14.9,0,21,5.2,0.78,-0.33,0.16,9,2,156,5.9,0.7,14,0.79,128,5.4,10.0,0,745,33,55,61,trigo,aspersion,si,si,ecologico,0
CSC009374,14.5,20.1,6.2,52,15.4,13,25,3.8,0.65,-0.5,0.23,19,2,171,6.2,2.2,13,1.01,219,14.9,1.1,19,794,47,48,112,horticola,secano,si,no,ecologico,1
CSC009375,19.5,27.0,12.6,52,10.9,14,45,0.0,0.58,-0.42,0.36,52,2,204,6.9,1.8,26,0.62,831,8.3,18.9,9,786,34,76,103,trigo,goteo,no,no,ecologico,0
CSC009376,12.9,17.3,2.9,48,22.1,28,14,4.8,0.51,-0.32,0.56,34,2,222,5.1,3.3,25,0.86,140,4.7,3.5,15,421,49,100,112,olivo,goteo,no,no,integrado,0
CSC009377,15.6,19.2,6.2,63,23.7,59,102,4.2,0.62,0.21,0.31,34,1,270,6.9,0.8,30,1.44,382,9.5,20.7,0,800,19,79,43,citricos,aspersion,si,no,convencional,0
CSC009378,20.7,27.1,15.1,31,7.5,28,0,0.0,0.75,-0.5,0.1,1,2,171,6.5,1.5,23,0.28,475,17.1,13.1,0,1037,21,89,33,vid,goteo,si,no,ecologico,0
CSC009379,16.4,23.0,6.2,49,16.4,28,32,4.5,0.66,-0.33,0.13,2,5,170,6.9,0.5,20,0.97,104,23.0,1.6,5,628,4,94,19,vid,goteo,no,no,convencional,0
CSC009380,22.8,32.9,15.9,49,21.2,15,88,3.4,0.63,-0.41,0.15,22,5,201,6.2,1.1,28,1.56,639,20.3,4.5,0,1056,6,89,83,maiz,goteo,no,no,integrado,0
