id_zona,ndvi,ndre,ndwi,indice_clorofila_spad,temp_canopia_c,humedad_suelo_pct,indice_estres_hidrico,nitrogeno_foliar_pct,fosforo_suelo_ppm,potasio_suelo_ppm,capturas_trampa_num,dist_foco_plaga_m,horas_humectacion_foliar,tipo_cultivo,fase_fenologica,sistema_riego,tipo_estres_dominante
EST011603,0.72,0.368,0.28,49.8,25.4,17.1,0.72,2.41,22,196,20,258,6.6,maiz,vegetativo,secano,hidrico
EST011604,0.82,0.377,0.24,55.7,18.9,32.2,0.32,3.72,24,190,13,212,10.9,trigo,maduracion,secano,sin_estres
EST011605,0.62,0.371,0.14,48.4,29.5,13.9,0.65,3.26,16,186,13,235,10.9,vid,maduracion,secano,hidrico
EST011606,0.75,0.35,0.5,33.5,20.7,34.9,0.26,3.42,22,193,8,245,7.2,vid,floracion,secano,sin_estres
EST011607,0.69,0.298,0.1,44.2,26.3,17.4,0.6,2.73,17,188,4,353,8.3,trigo,vegetativo,aspersion,hidrico
EST011608,0.67,0.273,0.22,41.0,25.2,23.7,0.4,2.61,21,207,7,371,7.8,vid,vegetativo,secano,hidrico
EST011609,0.74,0.238,0.25,37.9,23.1,35.1,0.22,2.02,9,144,11,285,5.0,maiz,germinacion,goteo,nutricional
EST011610,0.77,0.363,0.3,49.7,22.1,34.1,0.25,2.96,24,237,11,314,7.0,trigo,vegetativo,goteo,biotico
EST011611,0.7,0.276,0.59,37.1,13.2,43.6,0.09,1.84,14,115,16,202,11.7,citricos,floracion,secano,nutricional
EST011612,0.56,0.252,0.18,35.0,26.0,27.6,0.5,1.51,8,168,22,160,13.4,trigo,floracion,goteo,nutricional
EST011613,,0.289,0.33,47.0,29.4,22.2,0.45,,17,155,12,252,6.1,vid,maduracion,secano,sin_estres
EST011614,0.69,0.323,0.2,43.3,34.6,19.9,0.47,3.08,25,147,4,288,2.6,maiz,maduracion,secano,hidrico
EST011615,0.6,0.234,0.31,,32.9,19.9,0.52,1.97,9,130,5,348,5.0,maiz,maduracion,secano,nutricional
EST011616,0.77,0.199,0.23,44.4,23.9,20.1,0.55,2.35,14,209,2,255,5.6,horticola,floracion,secano,nutricional
EST011617,0.75,0.366,0.29,50.4,29.3,31.8,0.39,3.47,21,201,19,197,9.5,horticola,vegetativo,aspersion,sin_estres
EST011618,0.62,0.222,0.23,31.0,25.7,35.1,0.32,2.07,16,155,18,201,11.8,maiz,floracion,goteo,nutricional
EST011619,0.87,0.434,0.31,63.6,20.1,31.4,0.38,4.31,22,223,14,210,9.5,vid,maduracion,aspersion,sin_estres
EST011620,0.82,0.299,0.28,47.3,26.8,17.5,0.55,,26,155,2,407,3.8,citricos,floracion,secano,sin_estres
EST011621,0.54,0.325,0.29,28.7,23.4,28.7,0.47,1.79,9,124,27,209,10.6,horticola,maduracion,goteo,nutricional
EST011622,0.85,0.405,0.48,57.4,17.6,42.1,0.28,3.21,25,246,26,150,14.9,vid,germinacion,aspersion,biotico
EST011623,0.87,0.262,0.59,37.9,16.5,40.8,0.2,2.61,14,184,7,323,10.1,maiz,floracion,goteo,nutricional
EST011624,0.7,0.291,0.22,45.1,33.0,29.0,0.65,3.24,21,198,8,288,2.1,citricos,vegetativo,goteo,sin_estres
EST011625,0.79,0.291,0.39,41.4,26.1,28.7,0.29,2.57,20,123,6,245,8.2,citricos,vegetativo,aspersion,sin_estres
EST011626,0.77,0.31,0.3,52.4,22.3,30.3,0.38,2.94,20,222,24,244,9.6,vid,germinacion,secano,biotico
EST011627,0.65,0.323,0.09,56.9,44.2,5.0,0.78,,23,212,0,372,0.0,vid,vegetativo,secano,hidrico
EST011628,0.62,0.274,0.11,37.3,25.6,31.3,0.28,1.78,19,156,17,213,12.8,vid,maduracion,goteo,nutricional
EST011629,0.66,0.322,0.26,49.2,27.0,27.9,0.36,2.7,28,201,14,217,5.6,vid,germinacion,secano,sin_estres
EST011630,0.83,0.347,0.48,42.6,23.6,39.7,0.3,,20,159,25,278,15.0,trigo,vegetativo,goteo,biotico
EST011631,0.75,0.357,,44.2,22.5,25.2,0.33,3.26,22,149,20,172,9.8,vid,vegetativo,secano,biotico
EST011632,0.81,0.344,0.36,47.8,27.0,28.9,0.35,3.44,22,125,0,367,0.0,maiz,floracion,goteo,sin_estres
EST011633,0.61,0.275,0.16,42.7,25.4,20.4,0.51,2.32,21,154,3,245,6.3,maiz,floracion,secano,hidrico
EST011634,0.65,0.306,0.33,44.2,22.8,27.6,0.43,2.63,16,163,16,238,6.9,trigo,vegetativo,goteo,sin_estres
EST011635,0.74,0.254,0.03,38.1,34.2,8.4,0.66,3.54,18,239,0,356,0.7,citricos,maduracion,secano,hidrico
EST011636,0.84,0.31,0.23,45.9,23.7,26.7,0.37,3.44,22,215,11,242,6.6,citricos,floracion,goteo,sin_estres
EST011637,0.7,0.334,0.2,52.4,28.4,20.7,0.42,3.27,24,167,13,284,6.2,horticola,germinacion,secano,sin_estres
EST011638,0.88,0.422,0.47,58.6,14.9,36.7,0.28,4.09,31,243,0,420,2.2,trigo,vegetativo,goteo,sin_estres
EST011639,0.64,0.233,,40.9,26.2,20.3,0.49,2.63,10,147,0,371,2.5,horticola,germinacion,secano,nutricional
EST011640,,0.319,0.48,38.5,14.2,39.6,0.01,2.26,14,152,12,305,6.5,horticola,germinacion,secano,nutricional
EST011641,0.93,0.374,0.5,49.6,22.5,33.9,0.27,3.25,25,179,6,428,6.9,maiz,germinacion,goteo,sin_estres
EST011642,0.87,0.401,0.48,53.3,14.0,40.9,0.14,,30,243,9,210,7.6,maiz,floracion,aspersion,biotico
EST011643,0.83,0.369,0.56,35.2,13.5,38.4,0.0,2.39,16,131,10,234,,vid,floracion,secano,sin_estres
EST011644,0.74,0.346,0.31,54.8,34.0,21.6,0.46,3.39,19,240,5,254,6.5,vid,maduracion,aspersion,sin_estres
EST011645,0.68,0.327,0.21,38.4,27.5,21.7,0.58,2.64,20,196,8,248,1.2,maiz,maduracion,goteo,sin_estres
EST011646,,0.256,0.29,38.5,26.0,27.5,0.51,2.64,10,169,5,280,9.8,citricos,germinacion,goteo,nutricional
EST011647,0.57,0.335,,,27.0,32.6,0.47,2.81,20,128,33,192,19.6,horticola,floracion,aspersion,biotico
EST011648,0.75,0.358,0.38,45.2,20.3,25.7,0.6,,25,251,8,274,8.0,trigo,floracion,aspersion,hidrico
EST011649,0.66,0.346,0.03,52.7,25.3,19.1,0.49,3.36,24,231,7,334,1.6,horticola,maduracion,secano,hidrico
EST011650,0.79,0.345,,45.5,21.3,28.3,0.45,3.52,23,182,6,217,9.3,trigo,vegetativo,secano,sin_estres
EST011651,0.75,0.338,0.1,46.2,31.0,26.8,0.28,2.94,27,162,13,199,11.3,vid,floracion,secano,biotico
EST011652,0.9,0.399,0.31,,25.4,37.9,0.34,3.1,25,222,0,345,1.5,vid,germinacion,goteo,sin_estres
EST011653,0.73,0.277,0.27,43.3,29.1,34.0,0.33,,14,129,14,260,11.9,vid,vegetativo,aspersion,nutricional
EST011654,0.64,0.312,0.18,40.5,32.7,30.6,0.51,2.55,16,138,20,266,8.1,trigo,vegetativo,aspersion,biotico
EST011655,0.71,0.367,0.32,49.8,21.9,30.4,0.34,,24,153,4,278,6.6,vid,maduracion,goteo,hidrico
EST011656,0.83,0.416,0.29,51.4,26.7,27.4,0.33,3.45,22,195,20,223,12.0,citricos,vegetativo,goteo,biotico
EST011657,0.81,0.374,0.33,44.3,17.2,35.1,0.2,,17,131,10,243,9.6,citricos,maduracion,secano,sin_estres
EST011658,0.87,0.391,0.45,53.0,21.2,36.9,0.31,3.28,24,206,10,208,9.6,citricos,maduracion,goteo,sin_estres
EST011659,0.66,0.335,0.25,47.1,25.7,21.2,0.55,,21,148,8,318,5.8,trigo,vegetativo,goteo,sin_estres
EST011660,0.67,0.247,0.18,49.0,36.8,20.3,0.55,3.23,15,197,15,219,5.6,trigo,floracion,secano,hidrico
EST011661,0.58,0.276,0.13,46.7,17.5,23.1,0.46,3.28,21,152,14,240,8.0,trigo,vegetativo,secano,biotico
EST011662,0.7,,0.37,51.0,37.1,25.0,0.65,3.84,23,221,6,254,,trigo,maduracion,aspersion,hidrico
EST011663,0.71,0.316,0.32,43.5,29.3,34.2,0.36,3.06,21,168,23,192,10.9,trigo,vegetativo,secano,biotico
EST011664,,0.259,0.21,,36.1,27.6,0.46,2.8,23,205,24,183,12.8,maiz,floracion,secano,biotico
EST011665,0.57,0.28,0.27,32.9,21.7,33.6,0.21,2.69,16,130,27,233,15.1,vid,maduracion,aspersion,biotico
EST011666,0.63,0.312,0.27,40.5,27.3,24.0,0.51,1.99,16,167,19,252,5.4,vid,floracion,secano,sin_estres
EST011667,,0.313,0.73,44.6,12.0,52.3,0.05,2.81,22,192,33,426,15.8,citricos,vegetativo,aspersion,biotico
EST011668,0.79,0.374,0.42,,23.6,30.4,0.3,3.01,23,170,17,189,12.5,horticola,maduracion,goteo,biotico
EST011669,0.75,0.316,0.26,36.0,28.7,19.4,0.45,,20,168,3,388,7.0,horticola,germinacion,secano,hidrico
EST011670,0.8,0.204,0.44,34.7,27.5,32.1,0.41,2.79,19,133,0,436,7.0,maiz,germinacion,secano,sin_estres
EST011671,,0.384,0.19,62.7,28.9,25.0,0.51,3.71,25,234,9,218,9.9,horticola,floracion,goteo,biotico
EST011672,0.62,0.38,0.28,47.6,28.8,20.8,0.54,3.49,22,165,11,258,,horticola,maduracion,secano,hidrico
EST011673,0.61,0.245,0.32,,27.5,17.9,0.5,2.6,20,176,14,215,3.8,citricos,floracion,secano,sin_estres
EST011674,0.74,,,47.7,34.8,19.7,0.6,3.25,20,163,0,269,2.6,trigo,floracion,secano,hidrico
EST011675,0.69,0.245,0.29,39.9,17.7,29.1,0.24,1.64,11,98,0,286,6.6,horticola,vegetativo,aspersion,nutricional
EST011676,0.9,0.277,0.41,42.0,21.6,35.0,0.31,2.68,22,174,9,253,8.4,trigo,floracion,goteo,sin_estres
EST011677,,0.297,0.25,38.9,24.8,24.3,0.41,2.88,15,153,2,280,6.7,trigo,vegetativo,secano,hidrico
EST011678,0.79,0.337,0.49,44.6,17.0,34.9,0.22,2.97,23,186,18,191,11.4,trigo,vegetativo,goteo,biotico
EST011679,0.85,0.325,0.16,48.5,26.5,21.2,0.39,,20,170,2,351,3.1,citricos,maduracion,aspersion,hidrico
EST011680,0.74,0.311,0.14,48.6,27.5,19.2,0.61,2.96,18,161,5,295,4.0,citricos,germinacion,aspersion,hidrico
EST011681,0.58,0.379,0.29,57.2,28.4,28.6,0.38,3.48,26,223,26,154,12.9,horticola,maduracion,aspersion,biotico
EST011682,0.66,,0.42,36.8,23.4,40.7,0.07,,22,193,22,191,13.2,maiz,floracion,goteo,biotico
EST011683,0.71,0.409,0.21,51.0,26.9,23.0,0.5,3.59,24,228,3,274,3.3,horticola,germinacion,secano,sin_estres
EST011684,0.71,0.351,0.25,53.0,27.2,22.2,0.55,3.06,19,165,21,288,8.1,trigo,germinacion,secano,hidrico
EST011685,0.77,0.4,0.53,48.7,5.0,43.7,0.11,2.87,21,195,14,237,11.7,vid,maduracion,secano,sin_estres
EST011686,0.77,0.369,0.38,40.3,18.2,41.3,0.25,3.11,20,143,4,352,5.4,horticola,vegetativo,secano,sin_estres
EST011687,0.68,0.331,0.21,44.4,22.1,18.8,0.66,2.64,22,134,16,223,7.7,maiz,vegetativo,secano,hidrico
EST011688,0.77,0.278,0.31,42.5,18.8,26.9,0.36,3.41,23,186,6,405,5.4,vid,vegetativo,goteo,sin_estres
EST011689,,0.353,0.43,44.5,25.9,35.0,0.26,3.54,18,222,16,180,12.5,horticola,floracion,goteo,biotico
EST011690,0.74,0.311,0.58,40.9,28.8,33.3,0.29,2.89,20,131,23,198,11.6,vid,maduracion,goteo,nutricional
EST011691,0.71,0.411,0.42,38.7,28.2,30.2,0.27,,23,204,25,232,12.7,maiz,floracion,goteo,biotico
EST011692,0.94,0.485,0.5,57.0,18.6,39.5,0.26,4.05,29,288,10,271,7.0,trigo,germinacion,goteo,sin_estres
EST011693,0.89,0.351,0.52,45.4,19.6,40.5,0.19,3.34,24,227,15,215,7.2,trigo,vegetativo,goteo,biotico
EST011694,0.63,0.279,0.14,38.3,26.7,12.1,0.63,2.29,22,127,18,233,7.0,maiz,floracion,secano,hidrico
EST011695,0.59,0.264,0.32,44.5,20.4,34.4,0.32,1.78,18,160,15,218,10.8,trigo,maduracion,goteo,nutricional
EST011696,0.43,0.233,0.08,26.5,26.7,16.3,0.58,,8,87,4,466,6.1,horticola,floracion,goteo,nutricional
EST011697,0.75,0.246,0.26,36.4,19.3,20.8,0.49,2.46,18,160,0,356,4.4,horticola,maduracion,secano,hidrico
EST011698,0.76,0.399,0.16,50.3,28.2,18.6,0.6,,27,214,1,364,3.9,horticola,maduracion,secano,hidrico
EST011699,,0.38,,51.4,24.3,27.8,0.16,3.78,27,182,3,304,5.7,citricos,maduracion,secano,sin_estres
EST011700,0.59,0.243,0.34,29.5,24.1,29.7,0.35,2.27,18,84,26,186,12.7,horticola,vegetativo,secano,biotico
EST011701,0.84,0.344,0.42,47.9,14.2,34.1,0.2,3.07,21,229,3,208,15.1,horticola,maduracion,goteo,sin_estres
EST011702,0.65,0.351,0.17,48.1,30.5,23.6,0.43,2.77,26,131,16,238,12.0,horticola,maduracion,secano,hidrico
EST011703,0.64,0.309,0.23,45.8,23.9,25.2,0.47,2.63,20,147,11,219,,trigo,maduracion,goteo,nutricional
EST011704,0.67,0.315,0.11,43.1,32.7,20.0,0.57,2.68,18,120,9,226,4.7,maiz,vegetativo,aspersion,hidrico
EST011705,0.75,0.307,0.49,45.6,20.8,40.2,0.3,2.73,18,122,11,273,11.0,vid,vegetativo,goteo,nutricional
EST011706,0.95,0.437,0.41,47.9,17.0,37.6,0.18,3.94,24,217,2,290,7.4,maiz,germinacion,goteo,sin_estres
EST011707,0.71,,0.26,37.5,18.4,32.8,0.38,2.42,17,116,16,224,3.8,maiz,maduracion,secano,sin_estres
EST011708,0.74,0.338,0.25,49.1,28.1,33.0,0.49,3.28,28,200,11,202,7.4,vid,maduracion,secano,sin_estres
EST011709,0.75,0.274,0.32,31.8,24.1,31.4,0.29,1.68,13,131,4,305,7.4,trigo,germinacion,goteo,nutricional
EST011710,0.92,0.398,0.43,44.0,21.3,36.3,0.31,3.13,23,267,3,275,1.3,citricos,floracion,goteo,sin_estres
EST011711,0.73,0.308,,48.0,24.7,30.1,0.41,,19,225,25,184,10.1,vid,maduracion,secano,biotico
EST011712,0.7,0.304,0.21,56.2,34.0,20.8,0.59,3.15,30,211,6,237,7.2,vid,vegetativo,aspersion,sin_estres
EST011713,0.7,0.249,,31.3,21.3,34.6,0.26,2.1,19,122,0,283,6.5,maiz,vegetativo,aspersion,nutricional
EST011714,0.73,0.32,0.25,44.3,26.4,32.0,0.24,3.35,15,208,22,113,17.6,trigo,germinacion,aspersion,biotico
EST011715,0.84,0.369,0.17,58.1,27.1,22.8,0.68,3.35,28,233,0,281,7.1,horticola,vegetativo,secano,hidrico
EST011716,0.66,0.333,0.53,37.7,11.3,41.0,0.29,2.51,15,96,16,209,11.9,citricos,germinacion,goteo,biotico
EST011717,0.6,0.271,0.13,38.5,33.1,9.2,0.6,2.15,19,107,15,266,5.7,maiz,maduracion,goteo,hidrico
EST011718,0.58,0.237,0.27,28.7,20.5,32.5,0.33,2.15,6,132,13,193,9.5,vid,vegetativo,aspersion,nutricional
EST011719,0.87,0.376,0.35,56.8,17.7,27.6,0.39,3.7,28,215,3,278,7.8,horticola,vegetativo,secano,sin_estres
EST011720,,0.238,0.06,39.6,29.3,21.1,0.61,2.21,14,160,22,158,12.2,trigo,maduracion,secano,hidrico
EST011721,0.6,0.331,0.05,52.4,39.0,15.4,0.79,3.38,24,175,8,241,4.7,horticola,vegetativo,secano,hidrico
EST011722,0.68,0.28,0.37,38.0,28.5,39.7,0.33,2.22,13,188,9,309,7.9,maiz,vegetativo,goteo,nutricional
EST011723,0.86,0.372,0.21,51.7,28.6,22.2,0.53,3.95,34,230,8,290,2.2,citricos,maduracion,secano,hidrico
EST011724,0.85,0.342,,40.8,20.0,37.3,0.26,2.72,15,185,0,277,6.3,trigo,vegetativo,aspersion,sin_estres
EST011725,0.69,0.265,0.25,44.4,28.5,25.9,0.41,3.53,16,128,11,219,10.4,horticola,vegetativo,goteo,hidrico
EST011726,0.74,0.393,0.25,49.6,30.1,26.0,0.44,3.74,17,201,11,196,9.2,trigo,maduracion,secano,hidrico
EST011727,0.7,0.351,0.34,40.9,27.4,27.3,0.31,3.61,25,173,20,212,11.2,trigo,vegetativo,goteo,sin_estres
EST011728,0.94,0.4,0.39,48.8,25.8,30.7,0.3,,23,173,0,316,5.2,trigo,vegetativo,aspersion,sin_estres
EST011729,0.93,0.343,0.41,48.0,28.4,37.5,0.37,2.45,24,174,0,371,0.0,vid,vegetativo,aspersion,sin_estres
EST011730,0.61,0.236,0.48,34.9,21.6,32.2,0.28,1.94,12,137,17,170,9.0,trigo,maduracion,aspersion,nutricional
EST011731,0.81,0.346,0.27,48.8,31.0,26.8,0.5,3.69,24,169,7,341,6.7,trigo,floracion,goteo,hidrico
EST011732,0.73,0.298,0.19,33.7,25.4,30.7,0.44,2.64,16,165,15,301,9.2,maiz,vegetativo,goteo,nutricional
EST011733,0.71,0.222,0.36,36.8,27.3,24.6,0.28,1.88,17,142,7,466,6.9,vid,maduracion,secano,nutricional
EST011734,0.77,0.362,0.12,55.9,24.2,19.1,0.67,3.81,30,212,14,279,8.6,citricos,floracion,secano,hidrico
EST011735,,0.208,0.39,36.7,29.7,31.8,0.57,2.73,13,180,15,251,8.3,maiz,floracion,goteo,nutricional
EST011736,0.83,0.331,0.44,43.5,11.7,41.4,0.06,2.85,11,177,10,233,11.1,horticola,maduracion,secano,sin_estres
EST011737,0.73,0.246,,24.9,26.8,32.8,0.3,2.21,16,203,14,221,9.2,horticola,maduracion,secano,sin_estres
EST011738,0.81,0.328,0.31,34.9,30.0,34.6,0.47,2.77,17,126,0,270,5.6,citricos,maduracion,goteo,nutricional
EST011739,0.77,0.264,0.45,37.1,19.7,34.7,0.24,2.34,13,175,2,258,7.0,maiz,germinacion,secano,nutricional
EST011740,0.85,0.413,,57.8,23.9,28.4,0.24,,24,216,24,224,8.7,trigo,vegetativo,aspersion,sin_estres
EST011741,0.65,0.264,0.42,45.7,23.3,26.3,0.44,2.99,15,160,15,195,7.9,vid,maduracion,secano,biotico
EST011742,0.73,0.317,,47.6,31.5,14.0,0.58,3.46,14,144,0,363,,citricos,vegetativo,secano,hidrico
EST011743,0.7,0.334,0.18,44.2,24.2,22.6,0.5,2.93,15,153,20,256,7.8,citricos,floracion,aspersion,sin_estres
EST011744,0.58,0.263,0.39,30.5,19.2,30.7,0.32,2.05,5,74,12,227,9.3,citricos,floracion,secano,nutricional
EST011745,0.59,0.354,0.21,52.4,37.2,17.4,0.53,2.95,22,208,15,201,8.1,vid,vegetativo,secano,hidrico
EST011746,,0.348,0.31,45.2,29.4,23.7,0.54,3.16,21,201,7,302,6.2,citricos,floracion,secano,biotico
EST011747,0.69,0.359,0.13,52.2,28.5,16.1,0.54,,22,202,8,420,8.0,citricos,germinacion,secano,hidrico
EST011748,0.74,0.313,0.12,42.2,21.5,15.0,0.45,3.13,19,157,15,325,7.9,trigo,maduracion,secano,hidrico
EST011749,0.73,0.327,0.4,43.7,25.8,30.6,0.21,2.75,20,180,14,277,9.7,horticola,floracion,aspersion,sin_estres
EST011750,0.86,0.283,0.36,43.0,24.8,29.2,0.44,2.76,24,149,0,348,0.0,maiz,vegetativo,secano,sin_estres
EST011751,0.62,0.263,0.43,35.6,17.8,36.0,0.31,2.32,14,136,11,210,11.4,maiz,germinacion,secano,nutricional
EST011752,0.74,0.293,0.52,40.6,23.6,33.4,0.24,2.52,16,183,29,161,15.3,citricos,vegetativo,secano,biotico
EST011753,0.84,,0.59,37.8,10.7,47.6,0.15,3.5,24,227,14,346,12.9,trigo,vegetativo,aspersion,biotico
EST011754,0.82,0.446,0.25,58.4,16.3,38.3,0.28,3.85,25,243,15,506,9.5,citricos,floracion,secano,sin_estres
EST011755,0.65,0.343,0.14,49.0,27.3,22.1,0.61,4.18,28,247,14,270,6.7,horticola,floracion,secano,hidrico
EST011756,0.69,0.326,0.42,32.2,14.7,38.0,0.16,2.67,11,193,25,236,14.7,trigo,vegetativo,goteo,nutricional
EST011757,0.6,,0.06,47.6,36.4,15.6,0.72,2.83,14,159,19,223,9.0,maiz,maduracion,secano,hidrico
EST011758,0.75,0.323,0.16,44.3,31.2,31.7,0.57,2.76,24,181,7,441,4.9,trigo,floracion,goteo,sin_estres
EST011759,0.95,0.313,0.33,52.2,26.6,29.1,0.33,3.09,26,156,17,260,8.4,citricos,vegetativo,goteo,sin_estres
EST011760,0.65,,0.32,38.9,36.2,22.6,0.52,2.44,14,159,5,229,10.5,vid,germinacion,goteo,sin_estres
EST011761,,0.246,0.14,44.2,25.8,16.3,0.42,2.9,13,149,6,235,4.9,citricos,floracion,secano,hidrico
EST011762,0.82,0.338,0.36,,31.1,22.6,0.52,4.1,30,219,7,366,3.7,citricos,vegetativo,goteo,hidrico
EST011763,0.77,0.378,0.48,54.5,18.5,34.5,0.11,3.03,27,201,12,277,13.6,vid,floracion,goteo,sin_estres
EST011764,0.85,0.463,0.21,59.8,25.8,29.4,0.41,4.35,30,221,11,241,4.4,horticola,vegetativo,aspersion,sin_estres
EST011765,,,0.3,53.5,21.9,37.2,0.24,3.01,23,193,8,225,6.7,horticola,vegetativo,aspersion,sin_estres
EST011766,,0.223,,33.0,23.6,30.4,0.4,2.28,12,128,16,222,9.6,vid,maduracion,goteo,nutricional
EST011767,0.7,0.215,-0.05,36.3,35.6,9.7,0.58,2.57,13,122,0,361,6.2,citricos,germinacion,secano,hidrico
EST011768,0.65,0.268,0.09,41.9,31.2,15.0,0.55,3.39,24,182,12,249,3.1,vid,germinacion,goteo,hidrico
EST011769,0.48,0.287,0.06,,29.7,13.2,0.62,2.68,21,166,30,145,13.5,horticola,floracion,secano,hidrico
EST011770,0.7,0.376,0.2,44.0,22.6,33.1,0.4,3.1,18,182,12,180,15.7,vid,germinacion,goteo,biotico
EST011771,0.78,0.363,0.38,,21.6,27.0,0.42,3.5,25,128,11,349,10.0,citricos,floracion,secano,sin_estres
EST011772,0.74,0.311,0.27,49.2,28.9,21.8,0.5,3.05,25,168,17,217,5.6,horticola,germinacion,secano,hidrico
EST011773,0.68,0.23,0.17,43.3,36.6,13.6,0.66,2.74,18,135,3,256,6.9,trigo,vegetativo,secano,hidrico
EST011774,0.77,0.385,0.29,50.6,21.6,23.5,0.31,3.64,26,215,9,273,9.6,horticola,germinacion,secano,sin_estres
EST011775,0.71,0.233,0.32,,31.7,28.2,0.26,2.76,8,113,13,239,11.4,citricos,germinacion,aspersion,sin_estres
EST011776,0.71,,0.32,36.5,21.0,35.6,0.13,,18,171,18,256,12.8,horticola,germinacion,goteo,biotico
EST011777,0.58,0.224,0.38,38.7,21.4,28.4,0.48,2.67,18,118,27,359,8.8,horticola,vegetativo,goteo,nutricional
EST011778,0.63,0.275,0.11,41.7,31.5,23.0,0.51,2.56,13,176,10,225,8.0,vid,germinacion,goteo,sin_estres
EST011779,,,0.14,23.9,24.5,17.1,0.39,1.82,7,96,26,164,11.3,maiz,floracion,secano,nutricional
EST011780,0.58,0.285,0.34,41.7,28.9,28.3,0.39,2.79,17,164,16,188,12.6,trigo,vegetativo,goteo,nutricional
EST011781,0.67,0.319,0.22,38.9,28.7,30.2,0.42,3.28,22,151,15,229,9.6,maiz,vegetativo,aspersion,sin_estres
EST011782,0.78,0.294,0.41,37.9,19.6,36.7,0.37,2.86,15,191,7,218,11.5,citricos,maduracion,goteo,biotico
EST011783,0.49,0.264,0.11,35.4,36.1,22.7,0.74,1.95,13,114,22,174,12.5,citricos,floracion,aspersion,hidrico
EST011784,0.9,0.362,0.18,38.5,20.8,32.4,0.25,2.81,20,200,15,228,11.3,vid,maduracion,goteo,sin_estres
EST011785,0.61,0.271,0.15,38.1,33.5,21.8,0.58,,21,187,16,213,9.5,citricos,vegetativo,goteo,hidrico
EST011786,0.92,0.387,0.67,41.9,8.9,50.6,0.0,2.9,22,180,8,228,9.3,citricos,germinacion,secano,biotico
EST011787,0.69,0.281,-0.03,48.5,39.6,10.3,0.87,3.62,20,202,13,274,3.4,trigo,floracion,secano,hidrico
EST011788,0.64,0.425,0.13,49.7,26.0,22.3,0.51,4.14,28,210,30,261,9.1,citricos,germinacion,secano,biotico
EST011789,0.59,0.337,0.16,47.0,32.1,18.2,0.7,2.28,17,158,8,228,6.6,maiz,vegetativo,secano,hidrico
EST011790,0.95,0.52,0.41,63.6,25.8,36.5,0.41,5.0,28,298,6,312,8.8,trigo,germinacion,goteo,sin_estres
EST011791,,0.248,0.37,33.8,22.5,35.6,0.27,1.71,16,110,4,280,5.5,maiz,floracion,aspersion,nutricional
EST011792,0.72,,0.29,37.0,18.7,28.1,0.49,,20,122,0,261,9.2,maiz,floracion,secano,sin_estres
EST011793,0.69,,0.15,50.3,34.2,21.6,0.53,3.3,24,183,23,195,12.7,horticola,maduracion,secano,sin_estres
EST011794,0.83,0.37,0.28,54.2,23.2,20.1,0.41,3.46,31,229,23,156,13.9,horticola,vegetativo,secano,biotico
EST011795,0.93,0.434,0.46,59.1,16.1,39.1,0.11,3.89,29,213,4,315,6.6,horticola,maduracion,goteo,sin_estres
EST011796,0.65,0.348,0.17,,34.8,18.3,0.63,3.47,26,140,9,204,7.8,horticola,germinacion,goteo,hidrico
EST011797,0.66,0.445,0.36,,24.2,34.7,0.32,3.7,28,238,26,149,11.4,vid,maduracion,goteo,biotico
EST011798,0.81,0.407,0.4,57.7,22.7,36.5,0.3,4.14,33,163,20,162,15.3,citricos,vegetativo,goteo,biotico
EST011799,0.8,0.354,0.39,49.0,22.5,33.8,0.09,3.75,27,190,13,255,10.6,trigo,maduracion,aspersion,sin_estres
EST011800,0.87,0.407,0.36,49.5,24.4,37.1,0.22,3.59,24,230,13,264,3.8,vid,vegetativo,goteo,sin_estres
EST011801,0.62,0.319,0.33,42.2,26.5,31.8,0.32,,18,139,26,206,14.4,vid,vegetativo,goteo,biotico
EST011802,0.64,0.313,0.3,48.2,20.0,34.8,0.27,3.09,18,134,27,219,14.3,horticola,germinacion,secano,biotico
EST011803,0.88,,0.32,52.1,24.2,33.2,0.29,3.34,29,213,4,321,7.1,maiz,vegetativo,goteo,sin_estres
EST011804,0.55,0.287,0.29,44.1,24.0,23.4,0.48,3.12,23,179,14,344,9.5,horticola,vegetativo,secano,biotico
EST011805,0.73,0.375,0.56,38.2,14.4,43.1,0.0,2.88,24,151,9,323,6.7,maiz,vegetativo,goteo,biotico
EST011806,0.59,0.278,0.38,39.3,30.5,22.9,0.47,2.53,12,157,22,237,10.4,vid,floracion,aspersion,nutricional
EST011807,0.88,0.383,0.33,46.6,21.4,27.4,0.41,3.37,25,236,7,250,7.2,citricos,vegetativo,secano,sin_estres
EST011808,,0.4,0.45,49.5,22.9,25.9,0.24,2.92,24,209,2,315,2.0,trigo,vegetativo,secano,sin_estres
EST011809,0.64,0.267,0.33,42.4,27.9,29.7,0.36,2.48,20,180,19,283,8.8,maiz,maduracion,goteo,nutricional
EST011810,,0.413,,57.9,16.9,48.3,0.0,3.4,25,239,29,203,9.5,vid,germinacion,aspersion,biotico
EST011811,0.85,0.335,0.39,,20.5,37.2,0.15,3.36,22,175,8,343,,horticola,floracion,goteo,nutricional
EST011812,0.6,0.182,0.33,33.7,22.8,28.3,0.43,1.81,15,66,22,256,9.2,maiz,vegetativo,aspersion,nutricional
EST011813,0.68,0.298,0.02,38.3,34.4,18.1,0.6,2.7,21,190,1,306,5.4,maiz,maduracion,secano,hidrico
