id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV012409,15.07,9.55,7.41,5.8,3.68,4.14,171,7.35,12,9.22,4.61,3.96,13.03,33.47,4,0.58,8,1.91,0.75,1.26,2.03,0.488,0.865,87.1,251.3,3,165,0
INV012410,20.62,12.8,8.12,6.23,4.22,5.05,225,9.72,10,10.99,5.02,4.43,15.16,38.44,10,1.16,9,2.14,0.81,2.22,2.54,0.471,0.735,130.6,376.7,16,183,0
INV012411,14.7,9.57,5.9,4.89,3.1,3.8,66,7.78,9,7.38,3.52,2.89,12.04,29.98,8,0.95,7,1.46,0.97,1.83,2.49,0.529,0.819,67.6,195.1,20,195,0
INV012412,19.29,12.0,6.66,4.96,3.47,4.9,195,9.74,11,11.19,5.36,5.06,15.74,38.14,9,0.99,11,1.81,0.49,1.76,2.9,0.505,0.816,100.2,289.1,11,114,1
INV012413,15.84,9.83,7.07,5.42,3.63,4.87,137,8.11,11,8.85,4.45,3.57,13.63,34.33,4,0.98,10,1.92,0.72,1.91,2.24,0.512,0.86,87.4,252.0,9,124,0
INV012414,15.14,9.38,7.32,5.51,3.66,4.24,172,7.62,11,9.26,4.51,3.79,11.64,30.6,5,0.64,8,1.91,1.04,1.25,2.07,0.503,0.769,86.4,249.4,8,70,0
INV012415,14.36,8.64,6.66,5.23,3.56,3.7,120,7.1,9,7.55,3.48,3.56,11.1,28.86,5,0.56,8,1.75,1.15,1.09,2.16,0.494,0.773,74.6,215.2,6,73,0
INV012416,16.49,9.77,6.78,5.49,3.31,4.8,170,8.12,12,9.04,4.13,3.68,13.28,33.34,12,1.07,12,1.84,1.15,1.7,2.43,0.492,0.805,87.2,251.6,10,141,0
INV012417,14.5,8.93,6.42,4.68,3.1,4.06,132,7.0,8,8.23,3.9,3.53,11.36,29.14,9,0.45,8,1.82,0.84,1.4,2.26,0.483,0.783,72.6,209.5,8,106,0
INV012418,16.29,9.87,6.06,5.06,3.25,4.02,98,8.15,10,8.15,3.9,3.52,12.36,30.78,7,1.06,9,1.56,0.7,1.82,2.69,0.5,0.759,77.0,222.1,14,152,0
INV012419,20.24,12.54,9.12,7.1,5.14,5.74,323,9.61,9,12.16,5.5,5.04,16.39,41.9,3,0.51,10,2.34,1.23,2.01,2.22,0.475,0.81,144.0,415.3,10,81,0
INV012420,13.36,8.18,7.25,5.66,3.99,3.82,142,6.39,9,8.78,4.3,3.58,11.23,29.71,2,0.59,8,1.93,1.0,0.98,1.84,0.478,0.841,75.6,217.9,3,119,0
INV012421,17.5,10.89,7.23,5.49,3.92,5.6,197,8.82,10,8.72,4.06,3.86,13.34,33.91,4,0.73,8,1.99,1.04,1.74,2.42,0.504,0.762,98.7,284.7,13,147,0
INV012422,11.4,7.56,6.06,4.61,3.21,3.96,48,4.82,9,6.18,2.91,2.46,8.25,22.56,2,0.74,9,1.57,1.14,0.79,1.88,0.423,0.724,53.9,155.4,7,110,0
INV012423,17.29,10.98,7.46,6.11,3.96,4.46,135,7.91,13,8.44,3.75,3.3,13.57,34.6,8,0.54,9,1.86,0.8,1.58,2.32,0.457,0.785,100.6,290.2,14,131,0
INV012424,13.55,8.31,5.16,3.57,2.27,3.53,75,7.85,11,7.2,3.3,3.34,10.59,26.34,7,1.24,9,1.2,0.66,1.65,2.63,0.579,0.782,54.5,157.3,20,165,0
INV012425,16.84,10.64,7.98,5.97,4.18,4.79,187,8.6,11,10.12,4.68,4.11,13.56,35.1,3,0.61,7,2.23,1.31,1.46,2.11,0.511,0.805,104.8,302.4,10,107,0
INV012426,16.85,10.13,7.44,5.57,4.1,5.75,183,8.32,10,9.35,4.39,4.04,13.74,34.92,5,0.83,8,1.89,1.23,1.44,2.26,0.494,0.815,97.8,282.1,12,130,0
INV012427,13.67,8.77,5.35,3.83,2.55,4.01,91,7.05,11,6.71,3.24,2.78,11.18,27.71,11,0.84,8,1.39,1.31,1.46,2.56,0.516,0.818,57.0,164.6,13,105,0
INV012428,16.22,10.26,7.55,6.14,3.87,4.42,163,8.49,8,8.98,3.99,3.73,13.26,34.07,6,0.62,7,1.74,1.15,1.88,2.15,0.523,0.818,95.5,275.5,13,167,0
INV012429,12.98,7.88,5.92,4.73,2.94,3.53,62,7.39,11,7.62,3.6,3.21,11.2,28.32,8,1.05,9,1.54,0.97,1.67,2.19,0.569,0.863,59.9,172.9,17,134,0
INV012430,20.11,12.61,9.4,7.65,5.09,5.32,299,9.94,10,11.14,4.86,4.73,15.39,40.18,3,1.02,8,2.46,0.87,1.71,2.14,0.494,0.765,147.4,425.3,5,134,0
INV012431,16.67,10.45,5.17,3.96,2.62,4.14,165,8.93,13,8.5,4.03,3.43,14.3,33.77,9,1.12,11,1.34,0.73,2.01,3.22,0.536,0.858,67.2,193.9,16,157,1
INV012432,16.36,9.9,6.5,5.1,3.3,5.33,126,8.33,11,8.49,4.06,3.5,13.06,32.62,12,1.14,12,1.82,0.82,1.69,2.52,0.509,0.798,82.9,239.3,14,173,0
INV012433,15.95,9.87,6.85,5.59,3.61,3.89,212,8.71,9,9.2,4.16,3.56,13.59,34.03,4,0.78,9,1.79,0.64,1.59,2.33,0.546,0.852,85.2,245.8,14,96,1
INV012434,20.21,12.33,8.5,6.54,4.55,5.17,280,9.91,10,11.53,5.46,4.9,15.69,39.88,4,0.77,9,2.27,1.07,1.62,2.38,0.49,0.776,134.0,386.5,7,100,0
INV012435,16.81,10.6,7.85,6.37,3.98,5.24,234,8.04,8,9.78,4.58,3.97,13.79,35.43,5,0.32,6,2.02,0.97,1.35,2.14,0.478,0.82,102.9,296.9,7,63,0
INV012436,15.2,9.5,6.73,5.29,3.64,3.97,134,7.4,10,8.27,3.97,3.49,11.34,29.41,3,0.47,12,1.86,0.82,1.28,2.26,0.487,0.746,79.8,230.2,7,25,0
INV012437,15.54,9.85,6.01,4.62,2.98,4.18,129,8.05,10,8.35,3.9,3.49,12.21,30.43,8,1.08,10,1.73,0.23,1.56,2.59,0.518,0.786,72.8,210.1,10,121,0
INV012438,16.6,10.0,6.02,4.78,2.92,4.29,148,9.6,10,9.16,4.6,3.59,13.16,32.34,8,1.37,11,1.6,0.68,2.08,2.76,0.578,0.793,77.9,224.8,13,192,0
INV012439,14.86,8.91,6.46,5.08,3.64,4.37,124,7.35,12,7.8,3.93,3.22,12.67,31.8,10,1.05,10,1.72,0.51,1.58,2.3,0.495,0.853,74.9,216.0,15,74,0
INV012440,16.57,10.42,6.94,5.34,3.79,4.55,167,8.05,10,8.59,4.02,3.41,13.81,34.56,9,1.05,9,1.88,0.78,2.07,2.39,0.486,0.833,89.7,258.7,24,139,1
INV012441,14.58,9.18,7.11,5.6,3.66,4.3,150,8.03,11,8.15,3.54,3.67,12.26,31.63,7,0.75,9,1.89,1.04,1.9,2.05,0.551,0.841,80.9,233.2,8,109,0
INV012442,19.06,11.8,6.19,4.39,3.22,4.69,209,8.96,9,9.45,4.04,3.7,14.65,35.49,12,1.14,10,1.62,0.87,2.19,3.08,0.47,0.769,92.0,265.5,13,214,0
INV012443,16.57,10.4,8.25,6.29,4.38,4.79,167,8.44,9,9.6,4.18,3.98,12.62,33.49,4,0.76,10,2.0,0.85,1.95,2.01,0.509,0.762,106.6,307.6,12,158,0
INV012444,12.85,8.52,7.8,6.26,4.02,4.59,195,6.45,10,8.77,4.04,3.51,11.44,30.68,4,0.3,7,2.0,1.27,1.4,1.65,0.502,0.89,78.2,225.5,5,54,0
INV012445,18.88,11.79,8.22,6.29,4.26,4.48,251,8.63,10,10.04,4.61,3.95,14.48,37.18,4,1.01,9,2.13,0.62,1.7,2.3,0.457,0.767,121.1,349.2,9,89,0
INV012446,17.43,11.38,5.45,4.2,2.84,4.54,146,9.9,11,9.1,4.17,3.94,13.89,33.23,11,1.55,10,1.25,0.74,1.8,3.2,0.568,0.797,74.1,213.7,17,187,1
INV012447,16.02,9.95,7.23,5.78,3.64,4.76,178,7.89,10,8.44,3.93,3.44,11.69,30.61,4,0.52,7,2.09,0.9,1.11,2.22,0.493,0.73,90.3,260.6,11,152,0
INV012448,18.11,10.88,7.05,5.82,3.48,5.29,188,10.43,13,10.0,4.46,4.07,15.49,38.03,11,1.35,12,1.86,1.45,2.37,2.57,0.576,0.855,99.6,287.3,21,178,1
INV012449,19.67,12.26,8.26,6.65,4.18,5.86,249,9.46,11,11.05,5.1,4.59,14.92,38.1,4,0.73,9,2.04,0.72,1.89,2.38,0.481,0.759,126.7,365.6,11,138,0
INV012450,16.93,10.51,7.43,5.67,3.71,4.84,202,8.13,10,9.48,4.03,3.98,13.15,33.73,3,0.53,8,1.9,1.09,1.4,2.28,0.48,0.777,98.1,283.0,8,116,0
INV012451,17.14,10.5,8.03,6.35,3.89,4.73,244,8.9,10,9.43,4.03,4.06,15.65,39.33,5,0.95,9,2.28,1.13,1.61,2.13,0.519,0.913,107.4,309.7,12,100,0
INV012452,16.38,10.43,8.06,6.15,4.22,4.58,224,7.89,10,8.92,4.03,3.65,14.35,36.76,7,0.8,7,1.99,1.01,1.71,2.03,0.482,0.876,103.0,297.1,15,126,0
INV012453,16.77,10.51,8.08,5.71,4.17,4.22,168,8.09,8,9.2,4.0,3.91,13.09,34.26,6,0.63,7,2.18,1.21,1.48,2.08,0.482,0.781,105.7,304.9,9,21,1
INV012454,11.29,6.76,6.63,5.24,3.42,3.74,63,5.13,11,7.08,3.47,3.04,10.19,27.01,3,0.66,8,1.74,0.87,0.88,1.7,0.454,0.903,58.4,168.4,13,106,0
INV012455,22.9,13.93,10.24,8.18,5.39,6.02,371,11.38,9,12.56,5.6,5.44,18.12,46.48,5,0.48,9,2.6,1.14,2.35,2.24,0.497,0.791,182.9,527.6,11,133,0
INV012456,14.52,9.24,6.84,5.44,3.39,4.32,134,6.84,10,8.62,4.01,3.56,11.07,28.98,7,0.62,7,1.76,0.8,1.4,2.12,0.471,0.762,77.5,223.5,11,128,0
INV012457,17.15,10.76,7.39,5.75,4.1,4.63,214,8.29,12,9.51,4.28,3.87,13.76,34.91,3,0.28,9,1.7,1.42,1.63,2.32,0.483,0.802,98.9,285.2,9,65,0
INV012458,15.66,9.27,6.5,4.72,3.65,4.68,161,7.11,10,8.88,4.15,3.64,13.15,32.8,6,0.76,9,1.57,1.11,1.29,2.41,0.454,0.84,79.4,229.0,9,137,0
INV012459,17.52,10.75,9.78,7.71,4.91,5.6,285,8.71,9,10.98,4.87,4.5,14.7,39.18,2,0.45,5,2.57,1.27,1.65,1.79,0.497,0.839,133.6,385.5,4,100,1
INV012460,19.77,12.17,8.5,6.81,4.43,5.75,256,7.85,11,11.46,5.16,4.55,14.59,37.68,3,0.6,10,2.23,0.68,1.88,2.33,0.397,0.738,131.1,378.1,10,84,0
INV012461,13.38,8.43,6.69,5.35,3.61,4.86,125,5.64,12,7.7,3.58,3.37,10.49,27.67,3,0.51,5,1.79,0.74,0.68,2.0,0.422,0.784,69.8,201.4,10,25,0
INV012462,13.6,8.38,7.03,5.54,3.65,4.01,137,5.96,11,8.04,3.9,3.34,10.23,27.49,1,0.27,6,1.88,0.88,0.89,1.93,0.438,0.752,74.6,215.1,8,96,0
INV012463,17.27,10.31,5.77,4.74,2.94,3.84,213,8.91,9,9.45,4.58,3.82,15.08,35.93,9,0.97,11,1.39,0.65,1.82,2.99,0.516,0.873,77.7,224.2,16,142,0
INV012464,16.35,9.92,5.77,4.67,3.23,4.09,120,8.72,11,8.6,3.93,3.84,12.97,31.71,9,1.03,9,1.65,0.79,1.66,2.83,0.533,0.793,73.6,212.3,11,121,0
INV012465,12.59,8.04,5.82,4.53,2.95,3.53,106,6.82,9,6.96,3.53,3.35,11.1,28.02,6,0.81,8,1.57,0.53,1.28,2.16,0.542,0.882,57.2,164.9,13,126,0
INV012466,12.06,7.36,7.22,5.89,3.75,3.98,78,4.71,9,6.86,3.34,2.98,8.81,24.84,0,0.33,6,1.78,0.95,0.68,1.67,0.391,0.731,67.9,195.9,8,38,0
INV012467,17.43,10.89,6.81,5.08,3.39,4.37,172,9.48,9,9.36,4.07,3.92,14.41,35.63,8,1.28,11,1.7,1.03,1.95,2.56,0.544,0.827,92.6,267.1,14,211,1
INV012468,12.12,7.41,5.89,4.46,3.03,3.38,108,6.41,10,6.22,2.82,2.23,10.67,27.23,5,0.71,7,1.73,0.69,1.05,2.06,0.529,0.88,55.7,160.6,15,110,0
INV012469,17.21,10.67,8.3,6.5,4.5,4.52,238,8.63,8,9.94,4.63,4.09,13.74,35.78,3,0.56,7,2.17,1.38,1.93,2.07,0.501,0.798,111.4,321.4,6,83,0
INV012470,16.87,10.24,8.5,6.63,4.48,4.85,236,8.07,11,9.87,4.59,4.01,13.82,36.14,3,0.53,8,2.23,0.98,1.58,1.98,0.478,0.819,111.8,322.6,5,46,0
INV012471,16.2,10.22,7.47,5.66,3.69,4.89,170,8.05,10,8.56,4.29,3.61,13.4,34.27,6,0.83,10,1.77,0.94,1.86,2.17,0.497,0.827,94.4,272.3,13,106,0
INV012472,16.16,10.2,7.92,6.31,4.09,5.2,209,8.21,11,8.99,3.92,4.25,13.56,35.04,5,0.49,9,1.93,1.0,1.52,2.04,0.508,0.839,99.8,288.0,9,110,0
INV012473,16.85,10.25,7.8,6.43,4.02,4.59,211,9.24,10,9.89,4.49,4.14,13.62,35.04,7,0.62,9,1.88,1.11,1.63,2.16,0.548,0.808,102.5,295.7,18,164,0
INV012474,14.98,9.43,7.37,5.77,4.02,4.19,154,6.58,8,8.37,3.68,3.17,11.96,31.29,8,0.55,10,1.91,0.96,1.28,2.03,0.439,0.798,86.1,248.4,5,85,0
INV012475,15.31,9.06,7.68,5.74,3.94,4.62,181,8.12,10,9.57,4.37,4.24,12.94,33.56,6,0.95,9,1.94,0.69,1.69,1.99,0.53,0.845,91.7,264.6,11,85,0
INV012476,17.49,10.63,7.35,5.82,3.74,4.97,218,7.91,11,10.75,5.1,4.69,14.97,37.29,5,0.82,8,1.93,1.14,1.51,2.38,0.452,0.856,100.3,289.2,13,100,0
INV012477,16.59,10.49,8.58,6.8,4.61,4.92,199,7.25,8,9.81,4.91,4.04,12.99,34.56,6,0.46,9,2.28,0.48,1.55,1.93,0.437,0.783,111.0,320.3,8,93,1
INV012478,17.29,10.81,7.32,5.92,3.98,4.37,171,8.39,8,9.4,4.37,4.09,13.65,34.62,3,0.65,6,1.86,1.12,1.41,2.36,0.485,0.789,98.7,284.8,5,86,0
INV012479,18.99,11.74,7.01,5.78,3.61,5.33,249,9.89,9,10.08,4.58,4.15,14.67,36.35,9,0.99,10,1.82,0.82,2.13,2.71,0.521,0.773,103.8,299.5,20,161,0
INV012480,16.42,10.25,7.61,5.73,4.09,4.22,207,8.33,9,9.68,4.57,3.92,14.07,35.75,8,0.84,10,1.91,1.01,1.84,2.16,0.507,0.857,97.5,281.2,11,104,0
INV012481,11.09,6.5,6.54,4.83,3.45,3.67,47,5.33,10,6.43,2.77,2.59,9.22,24.98,8,0.8,6,1.7,0.94,1.08,1.7,0.481,0.831,56.6,163.2,4,85,0
INV012482,14.0,8.31,4.88,3.99,2.55,3.42,65,7.1,11,6.77,3.16,2.72,11.88,28.64,7,1.18,11,1.33,0.29,1.73,2.87,0.507,0.849,53.3,153.7,13,160,1
INV012483,18.76,11.6,8.97,7.21,4.62,5.35,253,9.73,11,10.69,5.19,4.55,15.97,40.91,8,1.0,8,2.34,0.69,2.1,2.09,0.519,0.851,131.3,378.6,12,121,0
INV012484,15.31,9.41,6.35,5.25,3.08,3.91,120,7.29,10,8.75,4.19,3.92,11.32,28.99,7,1.06,11,1.61,1.22,1.75,2.41,0.476,0.739,75.8,218.7,10,122,0
INV012485,16.02,9.72,7.74,5.97,4.0,4.61,166,7.73,11,9.04,4.18,3.56,12.18,32.1,7,0.6,8,1.92,0.89,1.6,2.07,0.483,0.76,96.7,279.0,13,84,0
INV012486,16.9,10.23,5.98,4.42,3.02,5.45,153,9.11,11,8.76,4.06,3.67,14.19,34.36,9,0.93,10,1.66,0.74,1.86,2.83,0.539,0.84,78.8,227.4,13,154,0
INV012487,18.25,11.14,7.72,5.9,3.98,4.9,232,8.97,10,10.6,4.8,4.49,14.88,37.48,5,0.6,8,2.21,0.68,1.8,2.36,0.492,0.815,109.9,317.0,15,144,0
INV012488,17.47,10.29,6.63,5.16,3.37,4.09,179,9.16,9,8.88,4.11,3.82,14.35,35.33,9,0.9,11,1.78,0.97,1.85,2.63,0.524,0.821,90.3,260.6,19,148,0
INV012489,14.34,8.95,5.74,4.74,3.03,3.68,100,7.92,11,7.68,3.49,3.05,11.55,28.84,6,0.66,10,1.4,0.92,1.61,2.5,0.552,0.805,64.2,185.2,6,135,0
INV012490,13.57,8.59,6.27,5.18,3.54,3.81,101,6.81,11,8.36,3.93,3.59,11.88,30.03,4,0.51,9,1.77,1.15,1.19,2.16,0.502,0.875,66.4,191.4,9,104,0
INV012491,18.46,11.45,8.31,6.77,4.43,5.11,227,9.7,11,9.89,4.48,3.98,15.01,38.33,9,0.77,9,1.93,1.38,1.96,2.22,0.525,0.813,119.7,345.2,14,136,0
INV012492,11.67,7.22,5.41,4.6,2.71,3.8,32,5.83,10,6.43,3.03,2.82,9.83,25.07,6,0.88,11,1.61,1.0,1.17,2.16,0.5,0.842,49.2,142.1,11,153,0
INV012493,12.21,7.09,4.41,3.56,2.45,3.35,40,5.59,10,6.59,3.02,2.51,9.97,24.35,10,0.92,9,1.27,0.83,1.28,2.77,0.458,0.817,42.0,121.2,12,150,0
INV012494,9.58,6.62,4.57,3.43,2.62,2.87,10,4.31,10,5.6,2.42,2.74,7.52,19.61,7,0.53,8,1.2,1.12,1.01,2.1,0.45,0.785,34.1,98.5,12,70,0
INV012495,14.76,8.86,6.46,4.64,3.48,4.31,128,6.67,12,8.28,3.66,3.5,12.52,31.5,2,0.45,9,1.72,0.99,1.22,2.28,0.452,0.848,74.4,214.5,5,125,0
INV012496,11.84,7.29,5.69,4.6,3.08,4.06,33,5.4,11,6.09,2.58,2.37,8.87,23.43,1,0.52,9,1.52,0.79,0.92,2.08,0.456,0.749,52.5,151.6,13,59,0
INV012497,16.87,10.38,7.14,5.36,3.72,5.17,187,7.58,11,9.73,4.31,4.19,12.78,32.7,7,0.83,10,1.83,0.83,1.63,2.36,0.449,0.758,94.0,271.0,13,164,0
INV012498,18.82,11.44,8.66,6.71,4.35,5.22,283,9.71,10,10.74,5.11,4.74,15.8,40.26,5,0.8,9,2.37,0.61,1.75,2.17,0.516,0.84,127.1,366.7,10,80,0
INV012499,14.42,8.51,6.01,4.16,3.24,4.84,133,6.3,11,8.52,3.74,3.74,11.6,29.21,6,0.57,10,1.51,1.08,1.3,2.4,0.437,0.804,67.6,195.0,12,95,0
INV012500,14.12,8.43,7.38,6.08,3.5,4.7,123,8.14,8,9.03,4.54,3.79,13.25,33.88,6,0.86,10,1.88,0.53,1.67,1.91,0.576,0.938,81.3,234.5,10,93,0
INV012501,16.94,10.54,7.49,5.56,3.89,4.64,201,8.44,12,9.23,4.34,3.8,13.22,33.93,8,0.72,10,2.03,0.7,1.67,2.26,0.498,0.78,99.0,285.5,10,96,0
INV012502,14.45,9.1,7.77,5.87,4.13,4.42,145,6.58,10,8.07,3.61,3.67,9.82,27.41,1,0.52,9,2.12,0.78,1.13,1.86,0.455,0.68,87.6,252.6,0,31,0
INV012503,12.64,7.7,5.11,3.91,2.53,3.18,24,6.35,10,6.69,3.12,2.52,10.71,26.53,8,1.28,10,1.26,1.28,1.83,2.47,0.502,0.847,50.4,145.3,14,180,0
INV012504,18.27,11.32,7.2,5.59,3.32,5.33,270,9.2,10,11.04,5.04,4.65,15.11,37.42,6,0.91,9,1.81,0.94,1.79,2.54,0.504,0.827,102.6,296.0,12,145,0
INV012505,11.58,6.71,6.27,4.79,2.96,4.13,65,5.71,11,6.87,2.83,2.98,9.66,25.59,3,0.54,7,1.61,0.95,0.75,1.85,0.493,0.834,56.6,163.4,4,61,0
INV012506,16.2,10.12,5.59,4.23,2.81,3.79,107,8.82,11,8.0,4.07,3.12,13.3,32.19,11,1.53,12,1.51,0.48,2.35,2.9,0.544,0.821,70.6,203.8,21,212,1
INV012507,18.67,11.93,7.05,5.64,3.51,5.47,228,11.08,7,10.36,4.49,4.08,14.86,36.77,10,1.42,11,1.75,1.01,2.39,2.65,0.593,0.796,102.7,296.2,22,187,1
INV012508,16.36,10.22,8.49,7.05,4.26,4.64,209,7.84,10,9.08,3.96,3.9,13.16,34.81,2,0.25,7,2.22,1.02,1.3,1.93,0.479,0.804,108.3,312.5,5,42,0
INV012509,13.58,8.53,6.37,5.0,3.36,4.23,129,7.55,9,8.11,3.72,3.46,11.79,29.95,6,0.9,8,1.74,0.89,1.64,2.13,0.556,0.868,67.5,194.6,16,143,0
INV012510,16.45,10.03,6.09,4.54,3.33,4.0,175,8.83,10,9.4,4.48,4.24,13.4,32.89,8,0.84,9,1.6,1.04,1.64,2.7,0.537,0.815,78.1,225.4,9,141,0
INV012511,15.17,9.83,6.67,5.21,3.26,3.88,113,7.11,9,8.2,3.75,3.37,12.65,31.97,10,0.76,8,1.71,0.56,1.47,2.27,0.469,0.834,78.9,227.7,9,121,0
INV012512,15.68,9.57,5.77,4.2,3.06,4.32,147,8.79,11,8.4,3.95,3.94,13.58,32.93,9,0.89,10,1.46,0.79,1.45,2.72,0.561,0.866,70.6,203.6,14,154,0
INV012513,23.28,14.6,7.96,6.34,4.31,6.07,281,12.39,8,11.51,5.51,4.65,18.14,44.24,12,1.88,12,1.98,0.64,2.83,2.92,0.532,0.779,144.5,416.9,16,233,1
INV012514,11.35,7.24,5.16,4.25,2.58,3.69,17,6.12,10,6.09,2.84,2.42,10.33,25.82,8,0.87,9,1.15,0.81,1.23,2.2,0.539,0.91,45.7,131.8,13,110,0
INV012515,16.71,10.66,8.25,6.43,4.62,5.12,231,8.42,10,10.02,4.53,4.35,14.16,36.57,3,0.65,8,1.99,1.16,1.24,2.03,0.504,0.847,107.5,310.2,7,99,0
INV012516,15.61,9.9,6.81,5.55,3.44,4.29,178,7.37,9,8.84,4.16,3.52,13.48,33.77,4,1.02,11,1.81,0.52,1.5,2.29,0.472,0.864,82.9,239.2,13,133,1
INV012517,16.9,10.52,8.34,6.2,4.18,4.49,165,8.17,10,9.52,4.19,3.92,13.76,35.86,3,0.78,8,2.25,0.79,1.65,2.03,0.483,0.814,109.9,317.1,9,66,0
INV012518,19.27,11.44,6.02,4.78,3.1,4.73,183,9.76,9,8.89,3.84,3.72,14.21,34.44,6,1.01,11,1.49,0.76,1.85,3.2,0.506,0.737,90.5,261.0,13,120,0
INV012519,11.02,7.19,6.62,5.19,3.34,3.33,32,3.97,8,6.85,2.69,3.46,8.06,22.74,1,0.25,7,1.71,1.18,0.88,1.66,0.36,0.731,56.9,164.1,2,77,0
INV012520,12.29,7.38,5.82,4.58,3.08,3.6,39,5.32,10,7.38,3.32,3.3,9.19,24.2,2,0.52,8,1.62,0.86,0.92,2.11,0.433,0.748,55.8,160.9,9,65,0
INV012521,14.73,9.26,4.79,3.85,2.53,3.55,112,7.68,9,7.71,3.89,3.2,11.0,26.79,9,0.87,9,1.19,0.88,1.8,3.08,0.521,0.747,55.0,158.8,18,198,0
INV012522,15.39,9.74,5.58,4.56,3.09,4.13,100,7.9,10,8.72,4.01,3.77,11.57,28.72,7,0.86,9,1.29,0.99,1.28,2.76,0.513,0.752,67.0,193.2,15,181,0
INV012523,17.67,11.23,7.93,6.14,3.93,4.59,209,7.81,8,9.7,4.44,4.16,13.15,34.23,8,0.82,8,2.05,0.76,1.71,2.23,0.442,0.744,109.3,315.3,10,107,0
INV012524,17.09,9.95,6.32,4.98,3.3,4.88,163,8.68,11,9.12,4.37,3.92,13.87,34.06,9,1.33,9,1.77,0.99,1.81,2.7,0.508,0.812,84.2,243.0,14,196,1
INV012525,16.29,10.31,7.54,5.69,4.05,5.22,182,7.76,11,9.43,4.55,3.99,13.12,33.78,6,0.68,5,2.07,1.33,1.69,2.16,0.476,0.805,95.8,276.4,8,113,0
INV012526,15.47,9.64,7.04,5.55,3.72,5.01,173,7.69,9,9.48,4.33,3.81,12.2,31.44,4,0.33,10,1.93,0.68,1.37,2.2,0.497,0.789,84.9,245.0,11,118,0
INV012527,14.92,8.93,7.6,5.86,3.93,4.53,167,7.45,9,9.23,4.25,4.28,12.53,32.66,2,0.42,9,2.07,0.89,1.01,1.96,0.499,0.84,88.4,255.1,4,112,0
INV012528,17.79,11.22,7.79,5.8,3.76,4.49,196,8.3,10,9.16,4.18,3.77,14.42,36.63,7,1.41,11,1.84,1.05,1.65,2.28,0.467,0.811,108.1,311.8,8,152,0
INV012529,19.86,12.36,6.12,5.02,3.35,4.28,232,10.91,10,9.07,4.24,3.89,15.5,37.12,14,1.43,13,1.43,1.05,2.44,3.25,0.549,0.78,94.8,273.5,21,173,1
INV012530,16.23,9.78,8.24,6.68,4.29,4.38,168,7.57,10,8.93,4.21,3.63,12.69,33.62,2,0.67,8,2.11,0.96,1.47,1.97,0.466,0.782,104.3,300.9,5,79,0
INV012531,12.37,7.56,5.79,4.94,2.98,3.71,93,6.62,5,7.35,3.27,3.31,10.01,25.81,6,0.62,8,1.52,0.9,1.4,2.14,0.535,0.809,55.9,161.2,7,107,0
INV012532,16.74,10.76,7.43,6.01,3.63,4.41,175,8.21,10,9.28,4.38,3.81,14.02,35.47,3,0.93,10,1.94,1.4,1.79,2.25,0.49,0.838,97.0,279.9,12,116,0
INV012533,11.73,7.75,5.78,3.98,3.23,2.97,36,5.28,10,7.68,3.24,3.11,8.93,23.64,5,0.81,10,1.56,0.76,1.19,2.03,0.45,0.761,52.9,152.5,10,55,0
INV012534,20.5,12.52,8.25,6.7,3.93,5.02,270,10.32,10,10.6,5.11,4.67,18.4,45.05,8,1.08,11,2.28,0.76,2.45,2.48,0.503,0.898,131.9,380.5,20,202,1
INV012535,17.85,10.79,7.84,6.11,4.28,5.26,238,6.93,11,9.75,4.63,4.21,14.11,36.06,4,0.66,9,1.96,0.91,1.39,2.28,0.388,0.79,109.2,314.9,10,71,0
INV012536,13.38,8.32,5.61,4.52,2.98,4.14,76,6.87,10,7.37,3.53,3.09,11.85,29.31,6,1.13,11,1.48,1.2,1.42,2.39,0.513,0.886,58.5,168.9,15,155,0
INV012537,21.32,13.17,8.73,7.0,4.6,5.17,326,9.84,8,11.09,5.1,4.69,15.52,39.77,3,0.8,6,2.26,0.9,1.76,2.44,0.462,0.728,145.2,418.8,10,92,0
INV012538,15.53,9.45,7.81,6.03,4.0,3.77,167,6.53,10,9.55,4.53,3.9,13.54,34.89,0,0.47,8,2.0,0.86,1.21,1.99,0.42,0.872,94.6,272.9,10,65,0
INV012539,13.06,8.2,4.96,3.71,2.59,3.69,89,6.28,11,7.12,3.4,2.77,11.42,27.8,7,1.11,9,1.36,0.9,1.45,2.63,0.481,0.874,50.5,145.7,8,151,0
INV012540,15.75,9.64,6.81,5.13,3.44,3.8,137,8.48,9,8.43,3.74,3.54,12.54,31.89,4,0.85,9,1.73,0.7,1.8,2.31,0.538,0.796,83.7,241.3,17,165,0
INV012541,15.27,9.7,7.31,5.9,3.94,4.4,199,7.61,11,9.13,4.02,3.98,12.36,32.03,4,0.61,9,1.66,1.08,1.43,2.09,0.498,0.809,87.1,251.2,10,98,0
