id_parcela,ph_suelo,materia_organica_pct,carbono_organico_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,calcio_ppm,magnesio_ppm,azufre_ppm,conductividad_electrica,cic,caliza_activa_pct,arcilla_pct,arena_pct,limo_pct,humedad_suelo_pct,capacidad_campo_pct,profundidad_suelo_cm,pendiente_pct,altitud_m,precipitacion_anual_mm,temp_media_c,temp_min_invierno_c,temp_max_verano_c,radiacion_anual,evapotranspiracion_mm,indice_aridez,orientacion,tipo_suelo
PAR011729,6.9,2.2,1.28,30,19.0,237,1832,246.0,13.8,0.5,20.7,4.0,31.1,19.7,49.2,29.3,27.6,,,245.0,617,16.0,3.0,,1576,879.0,0.64,O,arcilloso
PAR011730,7.0,2.5,1.55,25,15.0,182,1563,214.0,12.5,0.91,20.1,5.5,20.9,58.7,20.4,24.6,27.8,56.0,2.6,491.0,435,15.8,4.1,30.8,1803,867.0,0.52,N,franco
PAR011731,5.8,3.6,2.1,38,26.0,182,2250,194.0,23.6,0.46,22.6,3.5,24.0,26.0,50.0,33.6,22.5,56.0,17.6,1010.0,847,8.9,-3.9,21.9,994,585.0,1.46,N,arenoso
PAR011732,6.6,1.8,0.86,22,17.0,149,1655,,13.0,0.56,13.9,9.3,8.1,88.9,3.0,25.1,17.8,40.0,1.0,666.0,593,14.5,2.4,27.1,1584,785.0,0.7,E,arenoso
PAR011733,6.9,3.1,1.95,25,25.0,232,1844,302.0,19.0,0.72,,4.3,20.1,47.6,32.3,25.0,26.6,94.0,5.1,244.0,469,15.0,4.1,30.6,1679,876.0,0.54,O,franco
PAR011734,7.0,3.9,2.47,31,21.0,231,2467,249.0,22.2,0.53,24.7,5.0,23.7,33.0,43.3,32.7,31.3,124.0,6.4,343.0,749,18.8,9.2,35.7,1791,1095.0,0.73,S,franco
PAR011735,7.0,3.9,,39,30.0,218,2539,450.0,28.7,0.98,21.4,6.5,17.3,51.9,,27.5,26.4,105.0,12.0,568.0,564,14.7,2.8,29.0,1676,902.0,0.71,N,franco
PAR011736,8.1,2.4,1.39,20,18.0,175,1902,213.0,14.7,1.9,21.0,20.0,26.0,43.0,31.0,28.1,25.6,56.0,6.1,242.0,465,18.7,7.3,34.0,1917,1008.0,0.34,N,arcilloso
PAR011737,7.0,2.1,1.39,21,25.0,196,2223,,,0.82,17.5,7.0,15.0,36.9,48.1,25.0,21.2,67.0,0.0,467.0,349,16.0,2.4,28.6,1666,896.0,0.39,O,franco
PAR011738,6.9,1.7,1.1,17,17.0,151,1753,67.0,13.4,0.74,14.0,8.1,10.6,65.8,23.6,23.7,16.7,,9.7,323.0,422,17.8,5.5,33.8,1619,981.0,0.4,E,franco
PAR011739,7.5,1.6,,17,18.0,126,1729,154.0,12.8,1.7,22.2,16.0,30.0,60.9,9.1,25.8,28.7,90.0,0.0,45.0,473,23.0,13.7,41.3,2185,,0.43,S,arcilloso
PAR011740,6.7,3.0,1.68,24,25.0,229,1599,259.0,16.3,1.04,26.9,4.3,36.7,37.8,25.5,35.5,38.6,59.0,5.2,300.0,794,17.9,6.0,32.7,1774,940.0,0.78,O,calcareo
PAR011741,7.0,4.1,2.31,35,23.0,212,1920,314.0,15.0,0.47,26.7,0.8,35.0,43.8,21.2,28.2,26.9,61.0,3.3,249.0,538,17.9,7.2,35.6,1732,961.0,0.61,S,franco
PAR011742,6.8,1.6,0.83,15,5.0,82,1187,134.0,2.0,0.9,,3.5,7.3,72.4,20.3,19.6,21.8,71.0,6.2,397.0,350,16.9,4.8,33.5,1712,986.0,0.26,O,arenoso
PAR011743,7.0,2.7,1.67,30,25.0,265,2146,288.0,,0.81,20.9,3.9,26.1,34.5,39.4,30.7,23.8,91.0,9.5,318.0,564,19.0,6.1,33.8,1540,992.0,0.61,E,arcilloso
PAR011744,7.9,1.6,0.87,16,19.0,119,2079,137.0,4.6,1.71,19.6,20.0,18.6,27.7,53.7,18.9,20.4,45.0,12.2,395.0,326,21.0,9.2,37.3,1896,1120.0,0.29,O,franco
PAR011745,5.8,2.2,1.3,23,17.0,165,1280,237.0,11.0,0.37,20.9,0.3,31.4,22.0,46.6,32.6,33.2,40.0,9.3,862.0,862,8.9,-4.7,20.4,959,500.0,1.76,O,franco
PAR011746,5.8,3.0,1.8,24,23.0,147,1268,,19.6,0.13,26.9,0.0,36.8,17.4,45.8,33.5,28.8,62.0,11.1,978.0,622,12.6,-0.9,26.3,1110,726.0,0.91,N,franco
PAR011747,7.1,3.5,2.12,36,28.0,275,2687,353.0,19.2,1.09,22.8,1.8,33.4,45.0,21.6,31.2,26.1,80.0,6.7,224.0,609,18.1,6.8,32.2,1664,1057.0,0.56,E,calcareo
PAR011748,7.2,3.3,1.92,33,33.0,263,2214,263.0,16.3,0.7,20.2,3.6,25.2,41.4,33.4,24.5,26.6,70.0,4.5,108.0,494,18.4,5.5,36.2,1790,1029.0,0.57,O,calcareo
PAR011749,8.2,2.8,1.33,19,22.0,196,1733,175.0,15.1,1.45,21.7,17.2,27.3,42.5,30.2,29.2,24.2,51.0,0.0,474.0,480,18.7,7.5,34.4,1883,1080.0,0.38,N,arcilloso
PAR011750,5.4,3.1,1.67,29,20.0,223,1343,213.0,16.3,0.36,26.7,1.5,39.1,17.9,43.0,32.4,32.3,53.0,,862.0,711,11.9,0.2,23.9,1321,703.0,0.97,O,arenoso
PAR011751,8.3,1.3,0.76,16,,123,1700,165.0,12.8,1.79,,17.6,28.9,29.8,41.3,27.6,25.8,26.0,0.0,47.0,552,20.6,9.2,37.1,2166,1151.0,0.48,N,arcilloso
PAR011752,5.4,3.6,2.28,33,,177,2086,,14.8,0.33,22.8,0.0,23.6,36.7,39.7,26.7,25.8,78.0,,891.0,707,11.2,-1.7,26.1,1372,751.0,0.9,S,arenoso
PAR011753,7.8,2.2,,15,19.0,105,1716,172.0,2.7,1.73,21.8,14.7,23.3,46.2,30.5,24.6,22.8,53.0,3.6,82.0,361,21.0,11.1,38.4,1964,1060.0,0.3,S,franco
PAR011754,8.0,1.7,1.04,19,15.0,171,1708,248.0,8.8,1.61,20.8,18.8,31.4,48.5,20.1,25.7,31.1,72.0,3.8,215.0,398,18.1,6.3,30.9,1828,951.0,0.47,N,calcareo
PAR011755,6.7,3.2,1.91,29,23.0,187,2396,,14.9,1.12,23.4,4.1,30.1,38.4,31.5,32.5,32.6,52.0,2.5,195.0,750,15.4,4.0,30.1,1510,844.0,0.91,S,franco
PAR011756,7.1,0.8,0.37,14,12.0,123,1083,162.0,6.3,0.81,20.3,9.7,18.3,76.4,5.3,20.4,24.2,32.0,5.5,441.0,462,17.8,4.2,33.2,1741,1065.0,0.39,N,calcareo
PAR011757,5.5,3.2,1.93,32,23.0,192,1784,201.0,16.2,0.1,,0.5,40.0,16.1,43.9,41.8,32.7,33.0,6.3,980.0,961,10.4,-1.5,24.3,1125,681.0,1.41,O,arenoso
PAR011758,7.7,1.0,0.79,10,9.0,59,1675,195.0,9.3,1.61,15.3,17.1,27.1,27.5,45.4,28.8,23.3,39.0,5.0,306.0,475,19.0,7.9,35.4,1910,1015.0,0.49,E,calcareo
PAR011759,5.3,3.9,2.28,31,21.0,188,1609,231.0,9.9,0.31,25.8,0.0,34.6,29.2,36.2,33.9,26.5,59.0,16.3,1095.0,728,8.5,-5.8,,1223,526.0,1.38,N,franco
PAR011760,7.3,0.7,0.38,5,,100,1386,101.0,5.5,1.53,20.3,14.8,30.1,25.6,44.3,25.4,23.0,52.0,7.6,152.0,445,20.6,9.0,37.2,1977,1157.0,0.32,S,arcilloso
PAR011761,8.4,1.4,0.64,18,15.0,137,2134,185.0,13.2,1.48,15.8,20.8,20.9,55.9,23.2,27.7,21.1,64.0,1.1,25.0,458,21.6,12.5,40.6,2107,1191.0,0.31,N,calcareo
PAR011762,6.9,1.4,0.61,24,18.0,122,1861,151.0,12.8,0.97,11.5,6.1,10.5,82.6,6.9,22.6,18.7,37.0,7.3,596.0,523,13.4,-0.7,26.6,1708,824.0,0.57,E,franco
PAR011763,7.1,1.3,0.81,10,3.0,40,1481,119.0,3.1,0.71,15.4,6.7,12.7,56.4,30.9,26.4,21.2,18.0,0.0,278.0,514,17.1,6.1,32.3,1735,1008.0,0.49,O,arenoso
PAR011764,5.7,2.4,1.1,22,26.0,166,1622,205.0,16.3,0.35,,1.1,41.3,5.9,52.8,33.5,29.6,28.0,10.5,1103.0,738,10.7,-2.2,24.6,1270,686.0,1.09,S,arenoso
PAR011765,5.8,3.5,1.96,32,27.0,185,2295,269.0,16.0,0.22,,2.0,32.1,36.4,31.5,34.4,30.3,68.0,12.9,1018.0,722,9.8,-3.0,24.0,1464,627.0,1.2,E,arenoso
PAR011766,6.9,1.7,0.83,16,,145,1358,228.0,7.0,0.76,15.5,9.9,16.4,61.8,21.8,26.1,22.4,71.0,6.2,495.0,541,16.8,4.5,31.6,1593,880.0,0.6,E,calcareo
PAR011767,6.8,2.3,1.42,23,15.0,135,1655,,13.3,0.55,15.3,5.6,3.0,73.3,23.7,20.8,21.7,73.0,9.8,446.0,475,14.9,2.5,29.4,1454,,0.47,S,arcilloso
PAR011768,7.5,0.9,0.34,10,17.0,97,1294,,11.7,1.63,16.4,16.8,11.8,46.9,41.3,20.4,12.6,42.0,,346.0,351,19.3,7.7,34.4,1799,1050.0,0.4,E,franco
PAR011769,6.5,2.4,1.32,25,26.0,208,1600,315.0,17.0,0.55,20.1,6.7,14.6,39.3,46.1,25.4,23.8,94.0,7.6,406.0,539,16.8,6.2,33.6,1609,848.0,0.58,S,arcilloso
PAR011770,6.8,3.2,1.89,33,28.0,222,2254,219.0,20.7,0.92,22.0,4.5,15.3,55.3,29.4,29.3,19.5,86.0,8.5,,791,16.9,4.9,32.0,1454,942.0,0.88,E,arcilloso
PAR011771,5.4,3.4,1.85,32,26.0,192,1815,304.0,13.2,0.46,21.8,0.0,34.7,10.4,54.9,32.2,26.4,84.0,14.0,811.0,614,10.5,-2.6,24.6,1245,667.0,0.89,E,franco
PAR011772,6.7,2.7,1.41,21,,191,2153,166.0,18.2,0.84,19.2,3.3,13.4,55.5,31.1,32.4,24.2,49.0,2.8,342.0,686,15.0,5.6,,1577,939.0,0.86,N,calcareo
PAR011773,6.6,2.9,1.78,38,28.0,207,1717,280.0,23.7,0.73,,7.9,24.6,35.1,40.3,30.8,30.1,105.0,4.3,509.0,690,17.5,5.0,,1753,997.0,0.7,E,arcilloso
PAR011774,7.4,1.7,1.08,22,12.0,113,1607,200.0,6.8,1.76,16.2,14.1,16.0,47.3,36.7,21.7,22.7,58.0,4.2,307.0,441,18.7,5.8,35.6,1794,1067.0,0.4,O,arenoso
PAR011775,6.1,2.1,1.12,17,15.0,160,1132,189.0,12.8,0.67,21.9,7.3,26.7,53.7,19.6,32.1,26.8,64.0,8.1,478.0,532,15.9,4.7,,1715,814.0,0.64,E,franco
PAR011776,6.1,3.9,2.35,33,28.0,215,1488,236.0,16.4,0.19,28.0,0.3,42.2,16.9,40.9,36.1,32.1,76.0,18.1,1192.0,668,7.8,-6.3,21.9,900,500.0,1.42,O,franco
PAR011777,5.8,2.5,1.4,25,24.0,192,1788,252.0,14.5,0.44,,0.0,38.1,5.0,56.9,39.5,34.8,52.0,5.8,1019.0,874,8.4,-4.6,20.0,1273,500.0,1.71,S,franco
PAR011778,6.7,4.0,2.27,36,21.0,152,1966,280.0,15.7,0.89,26.0,4.0,40.6,29.6,29.8,28.8,35.7,117.0,6.5,336.0,484,16.0,4.5,31.6,1706,900.0,0.51,E,calcareo
PAR011779,5.7,3.1,1.78,33,29.0,166,2031,213.0,19.5,0.7,23.3,0.2,27.6,50.5,21.9,32.0,33.0,54.0,23.3,1045.0,663,11.1,-0.6,23.4,1556,698.0,0.98,O,arenoso
PAR011780,5.6,3.2,1.81,33,23.0,201,1901,247.0,22.2,0.52,22.3,0.0,27.2,41.9,30.9,33.3,27.5,47.0,9.6,953.0,730,10.7,-1.4,23.1,1195,643.0,1.13,O,calcareo
PAR011781,6.5,2.6,1.67,27,28.0,199,1282,223.0,17.5,0.25,,4.1,30.1,26.5,43.4,35.3,25.8,97.0,2.4,176.0,651,18.4,9.5,32.8,1842,970.0,0.66,E,franco
PAR011782,7.2,4.3,2.53,30,28.0,277,2676,281.0,22.9,0.92,23.8,4.1,19.3,36.2,44.5,29.7,24.1,63.0,9.7,390.0,671,17.2,7.3,32.3,1581,970.0,0.63,O,arenoso
PAR011783,5.4,2.4,1.39,22,8.0,96,1458,140.0,,0.3,21.1,0.0,29.3,43.6,27.1,31.2,25.3,54.0,12.7,1151.0,655,11.9,-1.1,26.2,1334,692.0,0.98,N,franco
PAR011784,5.2,1.9,1.18,16,,184,1130,176.0,10.6,0.24,15.7,0.0,23.0,24.7,,33.5,27.3,43.0,11.1,983.0,737,11.4,-1.7,23.3,1443,667.0,1.11,O,arenoso
PAR011785,7.1,0.9,0.52,5,7.0,74,1323,168.0,11.3,0.78,16.4,7.2,14.6,60.5,,22.3,22.3,53.0,12.8,,516,16.3,5.2,32.5,1864,979.0,0.54,O,calcareo
PAR011786,7.8,2.4,1.51,27,23.0,148,2325,,8.0,1.43,20.2,17.1,26.1,48.8,,25.1,23.3,102.0,15.2,224.0,459,18.1,7.0,34.3,1895,1024.0,0.48,N,arcilloso
PAR011787,5.3,2.7,1.44,21,18.0,198,1934,306.0,12.5,0.41,22.8,0.0,27.9,34.8,37.3,28.7,26.0,60.0,6.0,860.0,626,10.2,-3.2,23.2,1192,588.0,1.07,O,franco
PAR011788,5.7,4.4,2.31,39,32.0,199,2499,367.0,22.0,0.49,25.3,0.0,31.1,17.7,51.2,34.9,28.4,72.0,11.0,1024.0,702,7.5,-5.7,20.0,1007,500.0,1.48,N,franco
PAR011789,6.8,3.2,,27,24.0,199,2303,361.0,21.3,0.94,25.5,9.3,,19.0,49.8,31.8,27.7,75.0,15.6,507.0,535,15.5,3.4,29.8,1581,851.0,0.63,O,arcilloso
PAR011790,8.2,1.5,0.85,14,11.0,131,1939,158.0,4.0,1.45,14.1,16.1,20.4,64.3,15.3,30.6,20.9,50.0,6.7,131.0,529,19.5,8.9,36.2,1951,1084.0,0.49,S,arcilloso
PAR011791,7.0,4.4,2.57,33,26.0,249,2167,248.0,,0.95,24.4,2.4,28.1,40.1,31.8,27.7,28.3,99.0,,433.0,536,16.2,2.7,,1569,944.0,0.57,O,arcilloso
PAR011792,7.7,1.3,0.94,16,4.0,118,1434,214.0,4.6,1.29,19.0,16.3,20.8,46.5,32.7,24.7,20.5,67.0,,169.0,478,20.3,7.8,34.7,2062,1142.0,0.42,O,arenoso
PAR011793,5.8,3.6,2.21,39,,210,1845,269.0,26.4,0.1,23.9,0.0,20.6,26.6,52.8,31.5,29.2,90.0,12.4,830.0,874,8.0,-5.9,21.8,1088,500.0,1.8,E,arenoso
PAR011794,7.7,2.3,1.46,24,,182,2041,207.0,17.2,1.59,22.8,18.8,33.2,26.7,40.1,28.6,32.2,67.0,,159.0,446,18.5,5.2,34.6,1746,984.0,0.48,O,arenoso
PAR011795,5.7,3.8,2.3,40,,233,2474,399.0,23.7,0.62,26.3,1.5,34.2,32.9,32.9,31.8,33.0,121.0,22.1,,621,8.4,-5.5,20.5,1213,500.0,1.11,S,arenoso
PAR011796,5.6,3.5,1.83,38,28.0,191,2158,262.0,17.6,0.58,23.0,1.2,26.9,15.3,57.8,36.0,28.6,38.0,,819.0,656,10.0,-4.4,22.6,1046,649.0,0.98,O,franco
PAR011797,6.7,2.8,1.61,29,27.0,191,2365,318.0,19.7,0.89,25.4,3.4,36.2,19.3,44.5,34.7,29.9,99.0,18.9,509.0,807,15.7,3.1,,1815,908.0,0.9,N,franco
PAR011798,7.7,1.6,0.9,15,15.0,162,1903,160.0,7.4,1.52,19.0,17.6,,47.0,28.4,21.8,25.9,77.0,2.0,86.0,309,19.1,7.1,36.1,1926,1047.0,0.29,N,arcilloso
PAR011799,7.7,0.6,0.34,2,10.0,101,1736,85.0,7.2,1.68,12.4,17.2,21.2,31.0,47.8,23.8,18.2,38.0,7.4,143.0,323,21.9,10.6,39.6,2200,1196.0,0.3,S,arcilloso
PAR011800,7.0,1.8,0.88,21,23.0,210,2059,,17.0,0.31,19.7,3.9,25.8,41.8,32.4,26.7,30.0,43.0,7.2,296.0,580,18.0,6.2,34.9,1806,1127.0,0.55,S,arcilloso
PAR011801,8.3,0.8,0.31,14,13.0,113,1935,60.0,2.0,1.69,11.9,18.7,14.0,40.0,46.0,26.8,15.2,53.0,11.7,438.0,408,17.0,5.4,33.3,1677,939.0,0.48,O,arcilloso
PAR011802,6.9,1.4,0.66,10,4.0,84,1464,82.0,10.2,0.77,,8.4,17.6,52.1,30.3,28.2,24.0,,,388.0,649,15.8,3.9,30.2,1536,,0.72,S,arcilloso
PAR011803,7.7,1.4,0.82,11,,116,1619,140.0,10.1,1.57,16.1,14.2,21.3,52.1,26.6,26.1,26.7,93.0,,6.0,471,20.7,10.0,38.0,1920,1072.0,0.48,E,arcilloso
PAR011804,7.0,3.0,1.77,32,24.0,185,1887,298.0,21.0,0.25,18.5,4.7,8.8,51.4,39.8,27.4,21.0,64.0,3.4,547.0,648,12.7,-1.2,28.0,1114,738.0,0.86,O,arcilloso
PAR011805,6.9,1.7,,19,15.0,157,1736,,9.7,1.11,19.4,8.2,17.1,70.0,12.9,29.7,19.6,52.0,9.5,531.0,488,15.6,2.5,,1625,961.0,0.57,E,arcilloso
PAR011806,7.2,4.2,2.53,36,22.0,242,2582,310.0,21.7,0.58,22.9,6.8,26.3,34.6,39.1,30.0,27.5,106.0,12.0,426.0,687,15.2,3.9,,1444,849.0,0.85,N,calcareo
PAR011807,5.2,2.8,1.69,27,15.0,190,1205,222.0,14.6,0.45,22.3,0.0,36.9,21.2,41.9,28.7,32.6,52.0,18.1,966.0,784,7.1,-6.5,20.0,900,500.0,1.52,O,franco
PAR011808,7.1,4.1,2.51,33,30.0,214,2908,,22.6,1.13,24.8,5.1,27.8,31.5,40.7,29.8,32.3,108.0,10.6,223.0,669,17.3,5.3,31.6,1831,949.0,0.69,N,franco
PAR011809,7.8,2.0,1.3,18,12.0,155,1559,199.0,13.4,1.69,19.2,18.1,27.9,57.7,14.4,32.8,28.4,31.0,7.7,300.0,494,18.9,7.6,36.1,2014,976.0,0.54,N,franco
PAR011810,6.7,3.8,,37,27.0,237,1943,399.0,20.6,0.92,25.5,6.3,33.5,10.3,56.2,28.7,29.2,84.0,17.7,445.0,534,17.9,6.6,33.2,1612,1109.0,0.4,E,franco
PAR011811,7.1,2.0,1.17,20,15.0,149,1654,183.0,15.1,0.61,18.2,7.3,12.2,77.0,10.8,31.1,20.6,40.0,5.4,412.0,553,15.7,2.9,33.7,1618,955.0,0.58,E,franco
PAR011812,6.9,3.3,1.89,34,25.0,269,1924,267.0,23.8,0.82,22.1,5.0,37.9,41.5,20.6,31.2,30.7,97.0,8.8,399.0,539,18.5,7.6,35.6,1984,1049.0,0.53,N,franco
PAR011813,7.9,1.7,0.81,11,16.0,104,1471,212.0,14.5,1.62,,15.8,18.1,47.0,34.9,24.4,23.4,63.0,4.0,,381,18.7,7.3,,1888,1130.0,0.29,O,arenoso
PAR011814,5.3,2.4,1.56,20,18.0,196,965,,16.5,0.22,17.6,0.0,30.4,30.7,38.9,37.5,25.5,61.0,12.2,958.0,757,12.0,1.4,28.0,1352,662.0,1.19,N,arenoso
PAR011815,6.4,1.9,1.17,16,15.0,184,1961,226.0,8.9,0.74,12.5,4.3,3.3,80.8,15.9,21.2,18.7,38.0,6.7,522.0,446,15.6,3.3,30.9,1534,952.0,0.45,N,franco
PAR011816,5.6,3.1,2.03,31,18.0,219,1837,264.0,15.1,0.5,22.1,0.6,24.5,39.7,35.8,30.8,24.0,47.0,12.3,1087.0,702,8.6,-4.7,22.6,1118,508.0,1.37,E,arenoso
PAR011817,6.7,1.3,0.85,15,16.0,127,1860,235.0,12.9,0.77,15.8,9.0,14.5,62.7,22.8,21.9,20.0,69.0,15.8,652.0,384,14.6,2.9,33.0,1550,807.0,0.5,O,franco
PAR011818,7.6,1.6,0.9,22,18.0,163,1891,202.0,9.6,1.61,13.9,19.0,19.4,39.5,41.1,24.4,19.8,69.0,2.3,199.0,339,22.0,11.7,38.8,2200,1206.0,0.28,N,arcilloso
PAR011819,7.4,1.5,0.74,13,15.0,87,1475,104.0,12.4,1.56,15.8,14.8,17.5,55.6,26.9,29.2,17.9,46.0,7.7,171.0,487,21.0,10.2,36.7,2200,1130.0,0.51,E,arcilloso
PAR011820,7.0,1.5,,15,,109,1778,209.0,14.5,0.66,,9.7,17.3,58.7,24.0,27.0,16.3,69.0,0.0,,558,16.7,4.6,32.8,1494,983.0,0.51,N,calcareo
PAR011821,7.6,2.3,1.24,12,,119,2357,136.0,11.9,1.77,16.8,20.9,15.0,52.4,32.6,14.8,21.1,65.0,6.8,171.0,186,20.5,8.1,,2187,1100.0,0.13,S,arcilloso
PAR011822,7.2,2.6,1.37,23,24.0,144,2267,292.0,8.9,1.09,20.3,2.4,17.8,58.3,23.9,28.4,21.7,70.0,3.6,565.0,551,17.1,5.8,32.5,1612,972.0,0.54,S,franco
PAR011823,5.7,2.3,1.19,25,21.0,133,1273,158.0,12.4,0.3,19.3,0.0,29.9,21.9,48.2,37.1,23.9,25.0,18.6,,819,9.0,-4.6,22.4,1057,549.0,1.52,E,arenoso
PAR011824,6.8,3.4,1.95,32,23.0,214,2522,232.0,23.5,0.81,26.0,3.2,25.0,35.3,39.7,27.2,28.1,82.0,1.0,393.0,592,16.9,4.4,,1315,916.0,0.56,S,arcilloso
PAR011825,5.6,2.6,1.6,31,26.0,191,1248,211.0,20.1,0.1,21.9,0.0,24.9,38.5,,31.2,23.0,42.0,12.5,924.0,688,11.1,-1.5,24.2,1248,673.0,1.07,N,arcilloso
PAR011826,6.7,2.8,1.68,29,22.0,189,2081,235.0,16.8,0.8,19.4,7.6,22.6,48.0,29.4,30.2,24.7,68.0,5.3,225.0,754,19.0,5.5,35.0,1865,1046.0,0.74,E,franco
PAR011827,7.4,1.2,0.77,6,9.0,154,1215,120.0,2.0,1.44,15.3,17.4,26.4,51.1,22.5,26.7,22.4,59.0,,227.0,293,21.1,9.8,37.2,2109,1100.0,0.24,S,arcilloso
PAR011828,7.9,0.9,0.55,9,6.0,56,1769,116.0,4.5,1.3,20.2,21.6,,44.0,24.4,29.0,25.7,,4.2,290.0,574,18.6,7.4,35.5,1963,1055.0,0.47,N,arcilloso
PAR011829,7.8,1.2,0.66,15,12.0,136,1861,164.0,5.1,1.71,18.0,19.1,18.2,63.3,,29.2,25.3,38.0,9.1,399.0,407,17.9,7.4,33.5,1710,997.0,0.5,N,calcareo
PAR011830,7.8,2.2,1.28,22,16.0,130,1890,170.0,15.0,1.27,13.0,17.1,6.1,57.9,36.0,25.0,18.8,65.0,0.6,69.0,413,20.6,10.6,36.6,2086,1162.0,0.41,S,franco
PAR011831,7.7,1.3,0.64,15,14.0,184,1757,204.0,10.0,1.64,19.9,16.2,29.5,31.6,38.9,29.1,26.9,68.0,0.0,249.0,443,19.6,9.7,35.4,1943,1043.0,0.45,S,arcilloso
PAR011832,7.6,2.6,1.69,27,17.0,99,1761,182.0,7.6,1.8,16.4,20.2,19.5,54.0,26.5,23.8,23.6,64.0,0.9,134.0,475,20.6,10.0,37.6,1953,1121.0,0.38,S,calcareo
PAR011833,6.6,3.4,2.03,34,26.0,211,2419,215.0,19.9,0.76,23.0,6.7,23.7,36.1,40.2,24.8,28.8,73.0,6.6,,579,15.8,4.6,,1704,811.0,0.64,O,arcilloso
PAR011834,5.8,2.6,1.58,18,17.0,174,1863,213.0,6.6,0.43,26.4,1.1,35.1,7.4,,31.5,33.7,55.0,11.9,778.0,831,12.0,-2.5,29.6,1161,678.0,1.2,S,franco
PAR011835,5.5,3.1,2.14,33,27.0,199,1616,241.0,12.4,0.29,,0.0,33.8,31.3,,41.0,28.7,,19.5,956.0,760,11.3,-1.6,22.8,998,698.0,1.08,N,calcareo
PAR011836,8.1,2.6,1.61,20,16.0,147,1894,248.0,14.8,1.76,19.1,16.2,15.9,45.0,39.1,28.2,16.9,78.0,8.4,53.0,508,20.1,7.0,35.5,2004,1076.0,0.54,E,arcilloso
PAR011837,7.8,2.4,1.64,26,21.0,222,1547,240.0,14.4,1.23,22.3,17.8,29.9,26.9,43.2,25.3,25.1,97.0,2.7,56.0,295,22.0,11.2,37.0,2200,1275.0,0.25,O,arcilloso
PAR011838,6.9,3.8,,33,31.0,208,2438,323.0,21.8,0.76,23.8,0.9,25.6,28.7,45.7,31.2,28.3,98.0,9.7,516.0,776,16.0,4.0,30.0,1726,953.0,0.85,S,franco
PAR011839,5.7,3.6,2.15,37,32.0,269,2233,276.0,,0.16,21.8,0.0,29.1,45.4,25.5,32.5,27.6,77.0,22.2,1133.0,796,9.2,-2.8,23.4,1276,563.0,1.37,O,franco
PAR011840,7.7,2.0,1.44,17,14.0,110,1878,184.0,13.2,1.37,21.6,14.3,23.0,55.5,21.5,26.2,21.0,15.0,0.0,91.0,410,20.3,8.8,37.4,2200,1105.0,0.26,S,arenoso
PAR011841,8.0,2.5,,21,,157,2300,,11.0,1.75,22.0,15.9,28.7,31.4,39.9,25.7,26.1,49.0,0.8,358.0,311,19.1,7.7,,2036,1143.0,0.23,O,arcilloso
PAR011842,6.8,1.1,0.69,16,13.0,164,1795,145.0,10.3,0.87,11.7,3.7,14.3,73.2,12.5,26.9,16.2,21.0,8.3,507.0,438,13.0,-0.1,26.1,1422,755.0,0.58,S,franco
PAR011843,6.3,2.3,1.23,30,21.0,178,1517,256.0,17.2,0.51,23.4,6.6,31.4,18.1,50.5,32.2,24.2,108.0,6.3,174.0,666,19.3,7.1,32.8,1997,1104.0,0.48,N,franco
PAR011844,6.2,1.4,0.88,12,13.0,136,843,113.0,7.0,0.89,11.7,8.0,10.8,60.6,28.6,25.9,20.5,64.0,6.2,379.0,526,18.4,7.1,33.5,1975,1007.0,0.52,N,calcareo
PAR011845,7.1,4.0,2.31,35,35.0,269,2083,283.0,,0.86,23.0,6.7,26.5,16.5,57.0,24.5,26.2,110.0,6.3,256.0,541,15.7,4.5,28.2,1800,915.0,0.61,E,calcareo
PAR011846,5.8,2.5,1.43,29,20.0,179,2198,167.0,15.2,0.58,25.8,0.0,41.6,20.0,,35.6,27.8,60.0,20.3,1109.0,714,8.9,-3.8,20.0,1023,612.0,1.12,S,arenoso
PAR011847,7.8,2.7,1.54,24,18.0,128,2381,245.0,13.5,1.69,19.5,19.2,22.7,42.1,35.2,24.0,22.8,72.0,0.0,118.0,427,18.0,5.4,33.5,2004,921.0,0.44,E,arcilloso
PAR011848,7.9,2.9,1.89,27,,159,2060,254.0,6.2,1.42,19.5,16.1,28.3,49.3,22.4,29.1,23.5,62.0,8.6,143.0,442,21.0,10.2,38.1,2091,1148.0,0.37,O,franco
PAR011849,7.6,0.6,0.52,13,17.0,94,1612,216.0,9.7,1.49,9.7,17.1,18.7,50.9,30.4,22.6,18.4,36.0,5.4,251.0,390,21.8,11.1,37.7,2200,1232.0,0.32,O,arenoso
PAR011850,6.9,1.7,1.1,23,9.0,156,1166,,10.5,0.7,14.0,9.8,10.2,69.7,20.1,19.6,20.9,53.0,7.1,355.0,556,16.1,3.3,31.8,1634,908.0,0.6,S,arcilloso
PAR011851,7.1,1.6,0.91,25,17.0,149,1863,214.0,10.6,1.01,16.2,7.8,20.5,62.8,16.7,22.9,22.0,54.0,0.4,,490,17.7,6.2,,1722,959.0,0.55,N,calcareo
PAR011852,5.4,3.5,1.99,32,28.0,283,1934,261.0,14.1,0.46,27.2,1.3,35.4,9.2,55.4,30.7,31.8,67.0,0.8,1054.0,662,9.6,-4.9,,1052,510.0,1.29,N,franco
