id_hogar,ingreso_mensual_eur,ingreso_principal_eur,ingreso_secundario_eur,ratio_gasto_ingreso,gasto_mensual_eur,gasto_vivienda_pct,gasto_alimentacion_pct,gasto_suministros_pct,gasto_transporte_pct,gasto_ocio_pct,gasto_educacion_pct,gasto_salud_pct,ahorro_pct,ahorro_acumulado_eur,deuda_eur,deuda_consumo_eur,cuota_deuda_mensual_eur,ratio_endeudamiento_pct,num_miembros,num_perceptores,num_menores,edad_sustentador,num_tarjetas,num_productos_bancarios,antiguedad_cliente_anos,patrimonio_neto_eur,regimen_vivienda,nivel_estudios,situacion_laboral
HOG010858,2588,2196.0,392.0,1.0,2581,26.6,28.3,12.9,12.0,10.5,2.4,7.3,0.0,35944.0,18953.0,11756.0,,25.5,4,1,1,57.0,3,,28.0,74621.0,alquiler,superior,ocupado
HOG010859,2448,2190.0,258.0,0.82,2010,36.3,22.9,12.7,9.6,11.4,2.4,,17.7,7123.0,4271.0,1364.0,122.0,5.0,3,1,1,51.0,3,3.0,11.1,-13928.0,hipoteca,medio,ocupado
HOG010860,1666,628.0,1038.0,1.11,1851,49.6,19.4,8.2,11.0,6.7,2.1,3.1,0.0,0.0,12462.0,,,18.3,3,2,1,59.0,1,0.0,15.0,-30000.0,propiedad,basico,parado
HOG010861,3479,2388.0,1091.0,1.01,3529,36.5,20.9,14.6,15.5,7.1,5.3,0.0,0.0,25331.0,20146.0,9055.0,,15.7,4,1,1,47.0,2,6.0,0.0,45719.0,propiedad,basico,ocupado
HOG010862,4608,3091.0,1517.0,,3147,18.3,22.5,12.9,11.4,19.0,10.8,5.2,31.2,83358.0,0.0,95.0,47.0,1.0,1,2,0,,3,5.0,0.0,288741.0,hipoteca,medio,jubilado
HOG010863,3705,2432.0,1273.0,0.98,3649,30.8,21.1,19.7,8.3,11.3,2.5,6.3,0.0,0.0,7074.0,1276.0,292.0,7.9,3,1,0,38.0,3,,22.5,17654.0,propiedad,basico,ocupado
HOG010864,2615,2219.0,396.0,0.93,2421,31.7,20.8,11.3,10.8,12.2,8.7,4.4,7.4,9458.0,4310.0,,169.0,6.4,2,1,0,57.0,2,4.0,10.4,-30000.0,hipoteca,superior,ocupado
HOG010865,3210,2123.0,1087.0,1.04,3352,27.5,27.0,9.8,10.3,12.5,3.3,9.6,0.0,19527.0,27788.0,16040.0,880.0,27.4,5,1,1,24.0,1,4.0,8.9,-13295.0,propiedad,medio,parado
HOG010866,3968,2907.0,1061.0,0.99,3941,33.9,20.1,12.6,8.9,13.9,7.6,2.9,0.0,30686.0,,2525.0,101.0,2.6,4,2,0,32.0,4,7.0,5.9,69929.0,propiedad,superior,jubilado
HOG010867,3054,2146.0,908.0,1.04,3183,27.1,24.5,14.8,13.3,8.3,5.1,6.9,0.0,5290.0,11313.0,,378.0,12.4,4,2,1,45.0,1,3.0,14.6,-16807.0,propiedad,basico,ocupado
HOG010868,2268,1484.0,784.0,0.96,2188,28.7,20.0,14.7,12.6,12.5,7.7,,1.3,179.0,4638.0,3581.0,119.0,5.2,2,0,0,31.0,2,5.0,19.5,4408.0,propiedad,medio,ocupado
HOG010869,3208,2097.0,1111.0,0.92,2961,28.3,23.9,16.8,10.4,12.6,6.5,1.4,8.2,15258.0,5966.0,1421.0,101.0,3.1,3,2,0,39.0,4,5.0,0.0,42783.0,alquiler,medio,ocupado
HOG010870,3358,2613.0,745.0,0.86,2883,33.9,16.2,11.2,14.1,9.8,6.2,8.5,11.0,20786.0,3421.0,2045.0,94.0,2.8,1,2,0,51.0,1,3.0,21.7,41320.0,alquiler,medio,ocupado
HOG010871,2705,,1475.0,1.16,3150,50.0,25.4,8.9,8.6,0.2,3.1,3.7,0.0,0.0,15928.0,7455.0,488.0,18.0,2,1,0,68.0,1,1.0,4.1,-20934.0,alquiler,basico,parado
HOG010872,3403,2513.0,890.0,1.14,3895,32.6,21.7,10.8,7.1,13.8,9.0,4.9,0.0,48353.0,,10209.0,508.0,14.9,4,2,1,58.0,4,6.0,5.9,98226.0,hipoteca,basico,ocupado
HOG010873,700,500.0,197.0,1.16,809,49.7,24.5,13.8,6.3,1.5,0.0,4.2,0.0,0.0,19729.0,8492.0,554.0,79.0,3,1,0,36.0,0,1.0,20.6,-15621.0,alquiler,basico,jubilado
HOG010874,1151,500.0,651.0,1.2,1381,42.7,22.9,8.8,10.4,5.0,5.3,4.9,0.0,0.0,13849.0,5753.0,314.0,27.3,3,2,1,45.0,1,0.0,17.4,3010.0,alquiler,basico,ocupado
HOG010875,820,500.0,320.0,,950,45.1,25.9,10.2,9.6,0.0,4.8,4.4,0.0,0.0,16993.0,6346.0,459.0,55.9,3,1,0,50.0,0,0.0,0.0,-3755.0,alquiler,medio,parado
HOG010876,2053,1231.0,,1.04,2133,46.3,17.8,10.8,10.4,5.9,2.4,6.4,0.2,0.0,20923.0,7283.0,525.0,25.6,3,1,0,48.0,0,3.0,21.8,4578.0,alquiler,basico,ocupado
HOG010877,2574,2187.0,387.0,1.05,2715,36.9,15.8,12.0,12.4,12.2,9.0,1.6,0.0,14400.0,13984.0,5991.0,397.0,15.4,4,1,1,45.0,4,5.0,5.1,48406.0,alquiler,basico,ocupado
HOG010878,1793,1409.0,384.0,,2152,44.9,28.2,8.6,6.6,3.6,5.0,3.0,0.0,0.0,12379.0,4272.0,416.0,23.2,2,1,1,50.0,0,0.0,8.1,,hipoteca,basico,inactivo
HOG010879,2404,1696.0,708.0,0.92,2212,32.7,26.6,15.7,12.8,2.5,0.4,9.3,6.2,10442.0,2970.0,,68.0,2.8,3,1,2,44.0,2,5.0,18.9,-8555.0,propiedad,basico,parado
HOG010880,1743,677.0,1066.0,,2001,49.0,27.8,6.7,8.0,0.3,5.8,2.4,0.0,0.0,19220.0,9303.0,542.0,31.1,3,1,1,50.0,2,3.0,12.2,-26195.0,hipoteca,medio,jubilado
HOG010881,5618,3831.0,1787.0,0.66,3734,16.9,17.3,9.7,14.3,28.2,7.9,5.8,35.3,87200.0,508.0,1270.0,0.0,0.0,3,2,0,35.0,4,,14.0,381300.0,propiedad,medio,ocupado
HOG010882,4812,3037.0,1775.0,0.85,4103,23.5,27.3,10.8,10.2,19.8,4.7,3.8,18.3,74375.0,8754.0,3662.0,290.0,6.0,1,2,0,54.0,3,8.0,5.6,304066.0,alquiler,superior,ocupado
HOG010883,1966,1745.0,221.0,0.94,1851,30.3,22.2,13.7,12.5,12.7,2.0,6.6,5.3,16532.0,9903.0,3406.0,291.0,14.8,3,1,1,51.0,3,2.0,,21326.0,hipoteca,medio,ocupado
HOG010884,3039,,826.0,0.97,2961,30.5,26.3,15.8,14.5,6.1,6.9,0.0,0.0,0.0,19073.0,8121.0,595.0,19.6,3,2,1,39.0,2,,15.6,1704.0,hipoteca,medio,ocupado
HOG010885,2548,1250.0,1298.0,1.02,2594,54.5,19.8,9.1,5.7,0.4,9.6,0.9,1.4,0.0,15997.0,8333.0,456.0,17.9,1,1,0,58.0,3,3.0,21.4,,alquiler,basico,parado
HOG010886,4494,3189.0,1305.0,0.76,3425,23.0,21.5,17.0,9.2,19.7,9.7,0.0,24.9,74837.0,0.0,0.0,0.0,0.0,2,2,0,56.0,5,5.0,6.0,318964.0,hipoteca,medio,ocupado
HOG010887,3047,2537.0,510.0,1.11,3369,27.4,22.1,17.9,10.4,9.6,6.9,5.7,0.0,,23066.0,15368.0,762.0,25.0,4,1,1,55.0,3,4.0,0.0,-1748.0,propiedad,basico,parado
HOG010888,3058,2255.0,803.0,0.94,2878,30.7,26.8,9.5,9.5,11.7,3.7,8.1,1.5,14083.0,,,398.0,13.0,4,2,1,60.0,2,3.0,25.1,22706.0,hipoteca,medio,ocupado
HOG010889,4757,,1514.0,0.75,3551,21.1,20.1,11.5,12.5,22.7,6.7,5.4,22.2,73272.0,1880.0,1584.0,0.0,0.0,2,1,0,45.0,4,5.0,13.5,297417.0,hipoteca,medio,jubilado
HOG010890,1001,500.0,501.0,1.13,1136,44.5,26.3,10.3,9.0,2.3,0.2,7.5,0.0,0.0,23722.0,10687.0,760.0,75.8,4,2,1,33.0,3,0.0,17.2,-29291.0,hipoteca,basico,parado
HOG010891,2659,1490.0,1169.0,1.0,2658,43.3,18.2,13.8,11.4,2.0,5.1,6.2,0.0,0.0,8673.0,4217.0,244.0,9.2,2,1,0,43.0,0,2.0,16.1,-25372.0,alquiler,medio,ocupado
HOG010892,3124,1882.0,1242.0,0.89,2787,34.9,18.7,11.0,13.7,12.8,3.7,5.1,14.1,50789.0,18381.0,11753.0,556.0,17.8,4,1,1,39.0,4,4.0,10.0,97725.0,propiedad,basico,ocupado
HOG010893,4884,,1292.0,0.8,3917,23.9,13.9,15.7,13.5,17.7,6.8,8.4,13.5,75426.0,0.0,0.0,81.0,1.7,3,2,0,42.0,3,5.0,0.0,283443.0,propiedad,superior,ocupado
HOG010894,3162,2171.0,991.0,0.89,2802,37.2,25.8,8.2,8.7,8.7,5.2,6.4,8.6,0.0,2239.0,538.0,,3.9,4,1,1,21.0,3,2.0,5.3,39832.0,hipoteca,superior,ocupado
HOG010895,4183,2807.0,1376.0,0.93,3882,26.2,22.0,9.3,11.1,14.8,11.2,5.3,8.2,31477.0,26905.0,15027.0,771.0,18.4,4,2,0,40.0,2,4.0,7.4,103245.0,alquiler,basico,ocupado
HOG010896,1580,558.0,1022.0,1.13,1780,50.6,20.5,7.7,8.8,6.3,4.9,1.1,0.0,0.0,17097.0,9853.0,499.0,31.5,3,1,1,65.0,0,0.0,6.9,2124.0,alquiler,medio,ocupado
HOG010897,3159,2408.0,,1.05,3309,28.8,31.0,8.1,10.1,11.5,4.7,5.8,0.0,4880.0,23402.0,15061.0,,22.6,4,1,0,38.0,1,3.0,2.6,9235.0,alquiler,medio,parado
HOG010898,2743,2270.0,473.0,1.09,2990,30.7,23.5,11.6,5.9,10.8,10.1,7.4,0.0,13777.0,19968.0,9329.0,639.0,23.3,5,1,2,52.0,2,5.0,0.0,25360.0,alquiler,basico,ocupado
HOG010899,2149,1256.0,893.0,1.16,2485,43.2,22.7,14.1,9.0,0.9,6.1,4.1,0.0,0.0,24194.0,14320.0,702.0,32.6,4,0,0,48.0,0,0.0,9.9,-24712.0,alquiler,medio,ocupado
HOG010900,1385,617.0,768.0,1.07,1481,45.5,25.1,11.9,5.9,1.1,3.0,7.4,0.0,0.0,13709.0,8448.0,347.0,25.1,2,1,0,64.0,0,2.0,13.9,-30000.0,alquiler,basico,jubilado
HOG010901,5320,3173.0,,0.71,3756,24.1,11.3,19.6,13.6,18.1,5.8,7.4,29.8,86277.0,1495.0,0.0,0.0,0.0,2,2,1,53.0,4,5.0,0.0,288351.0,propiedad,medio,ocupado
HOG010902,2953,,847.0,0.93,2750,23.9,25.8,14.2,11.2,13.2,2.6,9.2,10.3,19901.0,,,62.0,2.1,3,1,0,34.0,2,3.0,12.2,34964.0,propiedad,superior,ocupado
HOG010903,2312,2091.0,,0.97,2237,21.6,21.7,12.7,15.1,18.4,7.3,3.4,2.1,33765.0,7458.0,,349.0,15.1,2,1,0,56.0,3,5.0,,90708.0,propiedad,basico,ocupado
HOG010904,5893,4227.0,1666.0,0.77,4535,22.8,22.4,11.5,9.4,20.9,3.0,9.8,22.8,64192.0,8934.0,5742.0,353.0,6.0,2,1,0,49.0,3,6.0,0.0,278882.0,propiedad,superior,ocupado
HOG010905,1956,1065.0,891.0,1.14,2238,50.0,21.7,13.0,8.2,3.2,2.6,1.3,0.0,0.0,13938.0,5076.0,411.0,21.0,4,2,1,60.0,1,2.0,,-30000.0,propiedad,superior,parado
HOG010906,2325,,642.0,0.89,2064,31.6,25.5,12.5,13.9,8.4,4.3,,12.1,3383.0,,2470.0,392.0,16.9,3,1,0,23.0,1,3.0,18.7,-225.0,hipoteca,medio,parado
HOG010907,3138,2080.0,1058.0,0.94,2953,28.4,25.3,14.5,12.2,8.3,4.8,6.4,4.3,32627.0,19125.0,5495.0,663.0,21.1,5,1,2,48.0,3,6.0,13.5,29143.0,propiedad,superior,jubilado
HOG010908,2773,1578.0,1195.0,1.02,2817,28.0,25.5,18.2,7.4,10.4,4.1,6.4,0.0,0.0,2738.0,957.0,,0.0,3,2,2,61.0,2,3.0,14.4,-26295.0,alquiler,medio,jubilado
HOG010909,2236,1921.0,315.0,0.92,2062,40.6,30.7,10.0,8.5,0.4,0.7,9.1,6.2,0.0,6566.0,1856.0,230.0,10.3,4,2,1,47.0,0,0.0,5.3,25090.0,propiedad,basico,ocupado
HOG010910,6205,4393.0,1812.0,0.7,4352,18.1,9.8,14.6,11.3,29.9,6.8,9.5,25.8,93410.0,0.0,291.0,114.0,1.8,2,2,0,58.0,4,8.0,0.0,362894.0,propiedad,medio,ocupado
HOG010911,709,500.0,209.0,1.11,787,47.4,28.6,9.7,8.3,0.0,2.5,3.4,0.0,0.0,20044.0,10540.0,629.0,88.7,4,2,0,36.0,2,0.0,16.6,-9245.0,alquiler,basico,inactivo
HOG010912,2019,786.0,1233.0,1.05,2130,47.6,18.8,10.4,11.2,0.0,5.9,6.1,0.0,0.0,22901.0,11898.0,638.0,31.6,3,1,1,59.0,1,1.0,8.2,-30000.0,propiedad,medio,parado
HOG010913,1682,1171.0,511.0,1.01,1697,36.4,23.9,11.9,8.9,7.2,5.8,5.8,0.0,0.0,10176.0,2070.0,,16.2,3,2,1,35.0,2,3.0,13.4,23702.0,alquiler,medio,parado
HOG010914,2898,,968.0,0.98,2829,29.2,20.0,11.8,12.8,10.9,3.7,11.7,2.7,4299.0,14720.0,4846.0,370.0,12.8,3,2,0,37.0,2,4.0,28.1,4195.0,hipoteca,medio,ocupado
HOG010915,2323,1096.0,1227.0,1.04,2408,48.1,19.9,9.5,11.8,6.1,0.2,4.4,0.0,0.0,21061.0,9158.0,700.0,30.1,4,0,1,57.0,2,2.0,0.0,-29864.0,alquiler,basico,ocupado
HOG010916,5322,3447.0,1875.0,0.8,4259,13.0,16.4,16.7,11.4,28.3,3.5,10.6,18.7,89248.0,875.0,70.0,65.0,1.2,1,1,0,49.0,5,8.0,15.7,396909.0,hipoteca,medio,ocupado
HOG010917,4281,,1325.0,0.98,4184,44.9,19.6,8.1,9.2,9.1,3.6,5.6,0.4,4450.0,8798.0,3757.0,358.0,8.4,4,1,1,56.0,2,2.0,15.0,-2989.0,propiedad,superior,ocupado
HOG010918,3274,2153.0,1121.0,1.11,3624,33.5,26.9,9.9,6.3,17.3,3.7,2.4,0.0,20357.0,22409.0,,667.0,20.4,4,1,1,72.0,2,5.0,,25552.0,hipoteca,basico,ocupado
HOG010919,3920,,1594.0,1.01,3971,29.6,17.2,13.6,15.7,10.8,7.6,5.6,0.0,40049.0,24589.0,15225.0,,18.3,5,1,2,36.0,3,5.0,6.4,71960.0,alquiler,medio,ocupado
HOG010920,4286,2913.0,1373.0,0.97,4160,31.3,28.6,13.0,6.7,17.0,1.6,2.0,5.9,,15961.0,6917.0,481.0,11.2,4,2,2,59.0,2,5.0,,111629.0,alquiler,medio,parado
HOG010921,5067,3513.0,1554.0,0.84,4281,13.2,14.6,19.5,15.4,25.3,7.3,4.7,15.5,85736.0,0.0,0.0,0.0,0.0,1,2,0,31.0,5,10.0,22.2,350993.0,hipoteca,superior,ocupado
HOG010922,5522,4019.0,1503.0,0.86,4758,19.6,16.3,16.3,20.4,20.4,3.1,,15.2,74994.0,908.0,401.0,69.0,1.2,2,1,2,59.0,3,4.0,13.5,318592.0,propiedad,superior,jubilado
HOG010923,2622,1886.0,736.0,0.93,2441,29.0,25.2,9.9,12.2,13.1,5.7,,7.1,6172.0,5471.0,,144.0,5.5,3,1,1,43.0,1,,,10013.0,propiedad,superior,ocupado
HOG010924,3081,2217.0,864.0,1.06,3259,28.5,25.2,9.9,11.0,9.7,6.9,8.7,0.0,3401.0,20033.0,11225.0,585.0,19.0,5,2,2,36.0,1,3.0,14.9,30549.0,hipoteca,medio,parado
HOG010925,2338,,741.0,1.05,2455,30.0,25.0,10.1,11.5,9.7,5.1,8.6,0.0,0.0,22613.0,,,26.0,4,2,1,,1,2.0,11.3,9239.0,hipoteca,basico,ocupado
HOG010926,2423,2241.0,182.0,0.94,2289,31.6,21.7,12.2,8.0,16.5,4.3,5.8,5.6,20630.0,23853.0,,732.0,30.2,4,2,1,56.0,2,5.0,10.1,26879.0,propiedad,basico,inactivo
HOG010927,2950,1911.0,1039.0,,3142,33.4,22.5,13.5,9.9,12.8,0.0,8.0,0.0,13403.0,4570.0,0.0,253.0,8.6,4,1,2,41.0,2,4.0,15.6,54576.0,propiedad,medio,parado
HOG010928,1045,930.0,115.0,1.2,1254,47.8,21.8,8.5,11.4,2.8,5.6,2.0,0.0,0.0,18833.0,9535.0,,50.3,3,1,1,43.0,0,0.0,14.8,-30000.0,propiedad,medio,jubilado
HOG010929,4088,3084.0,1004.0,0.88,3600,30.4,18.5,18.6,14.2,12.7,0.8,4.9,13.0,44950.0,27505.0,16349.0,811.0,19.8,5,2,2,66.0,3,7.0,22.9,177822.0,alquiler,medio,jubilado
HOG010930,3218,2427.0,791.0,0.94,3036,36.2,20.8,15.3,12.1,11.1,2.5,2.1,5.0,1192.0,0.0,354.0,,3.4,4,1,2,55.0,3,3.0,0.0,,alquiler,basico,parado
HOG010931,3988,2536.0,1452.0,0.8,3171,19.4,23.8,14.4,11.1,24.5,1.9,4.9,22.0,78968.0,0.0,264.0,,0.0,2,1,0,20.0,4,8.0,,259368.0,propiedad,superior,ocupado
HOG010932,1930,1054.0,876.0,1.07,2068,52.1,19.4,9.7,7.4,3.0,5.4,2.9,0.0,0.0,,6888.0,,26.2,5,1,3,,2,0.0,18.9,-16193.0,alquiler,basico,parado
HOG010933,2495,1862.0,633.0,0.91,2268,29.0,29.2,10.2,9.3,11.7,8.2,,15.4,13413.0,2749.0,364.0,119.0,4.8,2,1,0,52.0,1,1.0,15.6,-30000.0,propiedad,superior,ocupado
HOG010934,4777,3258.0,,0.64,3058,21.7,14.1,14.8,9.2,23.3,12.4,4.6,32.5,54724.0,0.0,18.0,12.0,0.3,3,2,1,54.0,5,8.0,,231162.0,hipoteca,superior,ocupado
HOG010935,1830,1106.0,724.0,1.02,1862,37.3,27.4,10.2,3.0,10.7,5.3,6.1,3.2,0.0,12104.0,3379.0,332.0,18.1,3,1,0,50.0,2,3.0,13.7,-10661.0,hipoteca,medio,jubilado
HOG010936,1913,1521.0,392.0,1.19,2278,45.9,22.9,7.9,9.5,8.3,2.2,3.3,0.0,0.0,27468.0,16773.0,774.0,40.4,3,1,1,41.0,1,0.0,24.9,-25229.0,alquiler,basico,jubilado
HOG010937,3673,2730.0,943.0,1.09,4018,32.0,29.5,14.5,8.5,10.3,2.0,3.3,0.0,21094.0,19006.0,9398.0,629.0,17.1,3,1,0,58.0,3,3.0,0.0,91749.0,hipoteca,superior,ocupado
HOG010938,1840,1593.0,247.0,0.93,1720,32.8,32.3,11.7,12.4,2.9,3.1,4.9,12.7,10531.0,9145.0,3733.0,134.0,7.3,2,1,0,54.0,3,6.0,16.2,11812.0,hipoteca,medio,ocupado
HOG010939,2684,2211.0,473.0,1.02,2733,29.6,18.2,12.4,9.6,14.3,7.9,7.9,0.0,27936.0,11763.0,3597.0,459.0,17.1,3,2,2,61.0,1,6.0,12.0,69213.0,alquiler,medio,ocupado
HOG010940,1431,857.0,574.0,1.15,1652,46.3,29.7,9.4,7.4,1.7,5.2,0.3,0.0,0.0,15662.0,6704.0,544.0,38.0,5,2,2,59.0,1,0.0,11.2,-30000.0,hipoteca,medio,parado
HOG010941,3216,2009.0,1207.0,1.0,3231,26.3,22.4,13.7,13.0,8.8,10.5,5.3,0.0,24762.0,20718.0,12836.0,554.0,17.2,5,2,2,48.0,2,4.0,15.9,56797.0,alquiler,medio,parado
HOG010942,3677,2709.0,968.0,0.96,3520,31.5,24.4,10.1,13.0,12.4,2.8,5.8,3.5,39143.0,22109.0,11992.0,571.0,15.5,3,1,1,41.0,2,4.0,1.8,72916.0,propiedad,basico,ocupado
HOG010943,1712,500.0,1212.0,1.04,1781,56.3,23.6,4.2,10.7,0.0,0.0,5.2,1.0,0.0,,12803.0,725.0,42.3,4,2,1,49.0,0,2.0,16.0,10564.0,alquiler,basico,parado
HOG010944,700,500.0,193.0,1.2,840,50.1,22.5,7.1,7.1,3.6,4.6,5.0,0.0,0.0,17100.0,9023.0,628.0,89.5,3,1,1,61.0,0,1.0,12.3,-3702.0,alquiler,superior,inactivo
HOG010945,1754,785.0,969.0,1.11,1943,53.8,23.3,10.6,2.7,0.0,5.4,4.2,0.0,0.0,,6667.0,216.0,12.3,4,2,1,,1,0.0,0.0,-20552.0,hipoteca,basico,ocupado
HOG010946,6708,4292.0,2416.0,0.72,4854,11.9,11.9,18.4,16.2,23.2,6.7,11.7,29.0,107396.0,3283.0,0.0,38.0,0.6,3,1,0,50.0,5,9.0,6.6,415944.0,propiedad,superior,parado
HOG010947,1967,998.0,969.0,1.2,2360,43.1,25.8,10.0,5.7,3.4,6.4,5.6,0.0,0.0,26273.0,13429.0,838.0,42.6,4,1,1,38.0,0,2.0,13.0,-30000.0,alquiler,basico,parado
HOG010948,5212,3978.0,1234.0,0.79,4120,15.3,11.4,17.2,21.0,24.7,10.1,0.2,22.3,71590.0,0.0,623.0,0.0,0.0,2,1,0,49.0,4,9.0,8.0,310760.0,alquiler,medio,ocupado
HOG010949,1768,1768.0,0.0,1.01,1793,30.6,24.3,11.9,10.9,11.3,6.5,4.5,0.0,18858.0,1623.0,1457.0,94.0,5.3,2,2,1,43.0,2,5.0,13.2,23485.0,propiedad,medio,jubilado
HOG010950,2730,2030.0,700.0,0.99,2707,42.8,23.8,4.1,13.0,6.9,4.7,4.8,4.8,10727.0,,2278.0,106.0,3.9,2,1,1,55.0,3,5.0,11.2,24856.0,propiedad,medio,ocupado
HOG010951,5348,4039.0,1309.0,0.81,4342,10.3,18.4,14.8,18.3,29.6,3.9,4.7,18.1,73245.0,5462.0,448.0,92.0,1.7,2,1,0,61.0,3,,0.0,297671.0,alquiler,superior,jubilado
HOG010952,2967,2477.0,490.0,0.95,2824,25.3,22.8,15.9,14.7,11.9,3.8,5.5,7.7,7724.0,6259.0,3632.0,187.0,6.3,3,1,1,45.0,2,5.0,,26759.0,propiedad,medio,ocupado
HOG010953,2410,1804.0,606.0,0.9,2169,36.6,19.6,14.0,8.6,7.0,6.9,7.3,8.5,0.0,8438.0,2279.0,186.0,7.7,4,2,2,33.0,2,5.0,0.0,8466.0,propiedad,medio,ocupado
HOG010954,5235,3344.0,1891.0,0.85,4469,20.0,17.0,15.1,15.4,14.8,6.5,11.1,13.1,,1790.0,720.0,70.0,1.3,3,1,1,55.0,4,6.0,1.2,,hipoteca,superior,ocupado
HOG010955,2365,1849.0,516.0,1.05,2494,40.9,24.2,9.1,8.4,10.0,3.2,4.1,0.0,3348.0,,16522.0,738.0,31.2,4,1,1,47.0,3,4.0,5.1,-23593.0,hipoteca,superior,ocupado
HOG010956,2831,1716.0,1115.0,1.11,3153,34.4,22.6,8.6,12.5,13.9,4.3,3.7,0.0,16119.0,14458.0,5697.0,463.0,16.3,4,2,1,38.0,2,3.0,,9549.0,propiedad,basico,parado
HOG010957,1888,977.0,911.0,1.18,2219,50.5,25.2,7.9,9.7,3.2,0.0,3.6,0.0,0.0,18181.0,11159.0,558.0,29.5,2,1,0,33.0,0,2.0,10.4,-27001.0,alquiler,basico,ocupado
HOG010958,5624,4003.0,1621.0,0.7,3932,11.1,18.0,23.0,13.2,22.8,6.3,5.7,27.8,91163.0,0.0,0.0,0.0,0.0,1,2,0,54.0,6,7.0,5.1,403632.0,hipoteca,superior,ocupado
HOG010959,4997,3791.0,1206.0,0.68,3419,14.2,29.9,16.0,10.0,22.0,3.3,4.6,28.8,84269.0,2964.0,1025.0,,1.0,1,1,0,61.0,3,6.0,31.6,322594.0,propiedad,superior,ocupado
HOG010960,5108,3149.0,1959.0,0.73,3713,15.6,18.2,14.8,11.2,26.5,6.9,6.9,27.6,81295.0,0.0,0.0,23.0,0.4,3,2,0,38.0,4,5.0,10.0,321989.0,propiedad,medio,ocupado
HOG010961,2987,2479.0,508.0,1.07,3184,30.8,17.3,10.2,14.4,13.8,6.5,7.0,0.0,29348.0,26779.0,17438.0,723.0,24.2,4,2,1,61.0,3,3.0,11.5,,propiedad,basico,ocupado
HOG010962,2066,1342.0,,1.14,2348,44.7,19.3,4.7,12.3,3.8,7.1,8.1,0.0,,16046.0,7676.0,394.0,19.1,4,2,1,62.0,2,0.0,24.4,23483.0,alquiler,basico,jubilado
HOG010963,2425,1991.0,434.0,1.08,2619,29.9,25.2,14.4,12.2,8.8,7.7,1.8,0.0,0.0,25732.0,16760.0,836.0,34.5,4,1,1,66.0,0,3.0,23.7,-12275.0,alquiler,medio,ocupado
HOG010964,4958,3572.0,1386.0,0.77,3818,24.7,21.4,14.5,13.5,13.8,5.2,6.8,23.8,88100.0,0.0,0.0,116.0,2.3,2,2,1,65.0,4,8.0,18.9,341383.0,propiedad,basico,ocupado
HOG010965,2172,1108.0,1064.0,0.93,2018,44.8,22.7,9.7,11.8,4.8,3.3,3.0,6.3,0.0,12409.0,4007.0,362.0,16.7,3,1,1,46.0,2,0.0,3.2,13121.0,alquiler,medio,ocupado
HOG010966,1498,747.0,751.0,1.12,1683,48.8,18.5,9.3,7.6,0.9,4.6,10.4,0.0,0.0,13258.0,,275.0,18.3,4,1,2,49.0,1,3.0,12.8,-30000.0,alquiler,medio,parado
HOG010967,3157,2032.0,1125.0,0.8,2528,33.5,22.4,11.8,12.6,15.9,0.4,3.4,17.2,50262.0,5267.0,0.0,207.0,6.6,2,1,0,30.0,4,7.0,15.2,230631.0,alquiler,superior,ocupado
HOG010968,1427,648.0,779.0,1.14,1633,53.5,24.3,7.9,4.0,4.6,3.4,2.3,0.0,0.0,18910.0,10536.0,475.0,33.2,4,1,1,71.0,1,,11.1,-30000.0,alquiler,basico,inactivo
HOG010969,2477,1972.0,505.0,0.92,2267,31.5,22.2,10.3,14.2,12.3,4.4,5.1,10.4,22879.0,7970.0,,,8.8,3,1,0,52.0,2,3.0,6.9,12734.0,alquiler,basico,ocupado
HOG010970,1338,617.0,721.0,1.17,1571,50.4,23.1,9.5,8.5,0.0,5.7,2.9,0.0,0.0,16958.0,4836.0,,38.5,4,2,1,44.0,0,1.0,8.1,-847.0,alquiler,basico,parado
HOG010971,2979,2341.0,638.0,1.09,3237,39.4,17.7,15.7,10.1,8.8,2.4,6.0,0.0,22177.0,24916.0,14386.0,778.0,26.1,5,1,2,63.0,2,5.0,11.2,39024.0,alquiler,basico,ocupado
HOG010972,2430,1040.0,1390.0,1.07,2589,48.2,18.7,11.6,10.7,1.4,3.0,6.4,0.0,0.0,10561.0,6048.0,326.0,13.4,2,1,0,58.0,0,1.0,5.2,9246.0,propiedad,basico,ocupado
HOG010973,5293,,1679.0,,3981,20.8,16.5,11.6,12.9,19.9,6.0,12.2,25.0,71221.0,1228.0,,115.0,2.2,2,1,0,38.0,4,8.0,14.5,287215.0,propiedad,superior,ocupado
HOG010974,2501,1677.0,824.0,1.12,2793,41.2,19.5,16.3,8.1,1.7,9.2,4.0,0.0,0.0,11244.0,3925.0,290.0,11.6,4,2,0,43.0,2,5.0,15.8,-27943.0,propiedad,medio,inactivo
HOG010975,4294,2977.0,1317.0,0.76,3246,29.8,10.0,15.4,11.6,23.6,1.9,7.8,28.1,,0.0,0.0,0.0,0.0,2,1,0,34.0,4,9.0,18.4,,hipoteca,superior,ocupado
HOG010976,3733,2930.0,803.0,1.03,3858,35.2,16.5,12.7,10.7,11.1,9.3,4.6,0.0,16008.0,14767.0,6795.0,438.0,11.7,2,1,0,53.0,2,5.0,12.8,6913.0,hipoteca,basico,ocupado
