id_zona,materia_organica_pct,nitrogeno_ppm,fosforo_ppm,potasio_ppm,ph_suelo,cic,profundidad_suelo_cm,humedad_suelo_pct,agua_disponible_mm,precipitacion_campana_mm,temp_media_campana_c,pendiente_pct,ndvi_medio,ndvi_max,tipo_suelo,sistema_riego,variedad,clase_productividad
ZON010735,1.1,13.0,19,213,5.9,15.1,55.0,21.7,136,388.0,16.7,6.1,0.38,0.52,calcareo,secano,mejorada,baja
ZON010736,3.4,,34,277,6.7,19.3,86.0,17.3,146,502.0,17.0,7.1,0.6,0.75,franco,goteo,hibrida,alta
ZON010737,3.0,40.0,31,258,6.3,23.4,118.0,33.1,185,720.0,17.8,7.1,0.73,0.94,franco,goteo,hibrida,muy_alta
ZON010738,3.5,,24,188,6.9,20.4,97.0,22.7,150,495.0,15.0,4.4,0.67,0.82,franco,aspersion,tradicional,muy_alta
ZON010739,2.1,,18,161,6.8,16.2,57.0,,119,325.0,19.7,3.1,0.29,0.41,arenoso,goteo,tradicional,baja
ZON010740,2.7,28.0,25,169,,14.8,67.0,34.1,215,758.0,18.5,7.5,0.69,0.86,calcareo,goteo,hibrida,alta
ZON010741,4.2,46.0,31,254,6.5,27.3,74.0,16.9,126,352.0,14.9,5.2,0.62,0.78,franco,goteo,mejorada,muy_alta
ZON010742,2.9,33.0,12,193,6.2,17.3,83.0,21.7,127,353.0,18.7,3.8,0.74,0.94,arcilloso,goteo,mejorada,media
ZON010743,3.4,40.0,31,273,,25.3,78.0,18.2,142,447.0,14.9,17.0,0.69,0.85,franco,goteo,hibrida,alta
ZON010744,1.5,18.0,19,129,6.7,15.2,53.0,30.0,162,440.0,16.0,6.0,0.61,0.73,arenoso,goteo,hibrida,alta
ZON010745,2.7,28.0,25,228,7.4,20.0,77.0,20.0,112,327.0,17.0,18.1,0.49,0.67,franco,goteo,hibrida,baja
ZON010746,3.7,,33,295,7.0,22.6,98.0,35.5,211,596.0,17.6,13.4,0.88,0.98,franco,aspersion,tradicional,muy_alta
ZON010747,2.5,28.0,28,150,,19.5,,27.4,124,,19.0,6.7,0.58,0.75,arenoso,secano,tradicional,media
ZON010748,0.3,,9,73,6.1,6.9,15.0,,167,514.0,17.4,1.9,0.3,0.44,calcareo,secano,mejorada,muy_baja
ZON010749,2.2,25.0,13,173,6.9,16.6,65.0,24.4,180,405.0,14.4,6.5,0.52,0.68,arcilloso,secano,mejorada,media
ZON010750,1.6,16.0,13,135,7.3,12.1,34.0,19.1,54,282.0,14.7,0.0,0.35,0.42,franco,goteo,mejorada,muy_baja
ZON010751,3.6,36.0,36,241,7.0,20.4,91.0,16.6,131,371.0,18.5,2.2,0.6,0.78,calcareo,aspersion,tradicional,alta
ZON010752,1.6,13.0,17,176,6.2,15.5,63.0,28.0,186,473.0,16.1,15.2,0.69,0.94,arcilloso,goteo,tradicional,media
ZON010753,3.6,42.0,24,210,7.5,20.0,118.0,15.7,126,381.0,15.7,16.5,0.6,0.76,arenoso,secano,tradicional,media
ZON010754,3.0,25.0,23,197,6.4,14.4,71.0,30.7,200,533.0,16.8,9.0,0.54,0.73,arcilloso,secano,hibrida,media
ZON010755,4.2,32.0,20,255,6.9,19.4,81.0,30.8,165,542.0,16.6,12.9,0.45,0.64,franco,secano,tradicional,media
ZON010756,0.9,18.0,15,156,7.0,13.0,38.0,31.8,199,545.0,17.6,6.0,0.63,0.74,calcareo,goteo,tradicional,media
ZON010757,3.8,43.0,30,274,6.9,22.3,84.0,,148,460.0,16.1,8.7,0.62,0.8,calcareo,goteo,mejorada,muy_alta
ZON010758,0.7,11.0,3,149,6.5,9.0,71.0,32.8,200,684.0,14.5,8.4,0.52,0.64,arenoso,aspersion,hibrida,media
ZON010759,2.1,18.0,27,120,6.8,12.1,56.0,26.4,181,589.0,17.3,5.2,0.38,0.5,franco,goteo,tradicional,baja
ZON010760,4.0,43.0,34,209,6.9,20.7,,21.3,157,339.0,11.1,6.9,0.5,0.6,franco,secano,mejorada,media
ZON010761,3.1,,21,184,6.4,15.7,65.0,25.5,144,286.0,16.0,9.4,0.5,0.63,calcareo,aspersion,mejorada,media
ZON010762,2.1,25.0,17,211,6.8,14.0,61.0,,107,267.0,16.5,6.2,0.39,0.51,arcilloso,secano,tradicional,baja
ZON010763,5.1,48.0,28,288,6.5,23.8,,,222,547.0,13.8,9.4,0.84,0.98,franco,secano,mejorada,muy_alta
ZON010764,2.8,26.0,29,207,5.7,21.8,81.0,41.1,253,694.0,19.3,5.4,0.67,0.92,arcilloso,secano,mejorada,muy_alta
ZON010765,3.4,29.0,23,201,7.2,17.5,108.0,8.1,36,158.0,22.2,12.9,0.5,0.63,arcilloso,secano,tradicional,muy_baja
ZON010766,2.4,21.0,15,112,7.2,9.9,20.0,14.5,75,,20.5,10.7,0.52,0.7,franco,secano,hibrida,muy_baja
ZON010767,0.3,4.0,9,52,6.2,5.9,34.0,18.6,75,241.0,22.3,6.9,0.3,0.39,arenoso,secano,mejorada,muy_baja
ZON010768,2.5,23.0,17,229,6.6,18.5,78.0,20.6,119,462.0,14.1,6.2,0.55,0.69,calcareo,goteo,tradicional,muy_alta
ZON010769,2.7,,14,175,6.4,12.9,43.0,20.6,113,489.0,24.2,9.4,0.48,0.57,franco,goteo,tradicional,baja
ZON010770,2.8,39.0,18,162,6.4,15.1,51.0,,143,487.0,20.2,2.1,0.6,0.7,arcilloso,goteo,hibrida,media
ZON010771,4.2,41.0,26,268,6.9,22.7,80.0,20.7,134,331.0,18.7,11.5,0.55,0.72,franco,aspersion,mejorada,media
ZON010772,2.7,25.0,22,139,6.7,14.6,,,158,505.0,18.0,8.6,0.49,0.59,calcareo,goteo,hibrida,media
ZON010773,1.1,6.0,15,121,6.4,11.8,18.0,,104,361.0,18.5,21.6,,0.52,arenoso,goteo,mejorada,muy_baja
ZON010774,2.6,25.0,18,151,6.5,15.3,59.0,,211,624.0,20.2,2.5,,0.59,franco,secano,mejorada,media
ZON010775,1.6,,16,156,7.0,13.7,39.0,32.5,165,492.0,19.0,0.0,0.59,0.81,calcareo,secano,mejorada,media
ZON010776,2.2,19.0,18,160,6.6,14.0,46.0,20.8,106,387.0,20.3,17.3,0.35,0.47,arcilloso,secano,tradicional,muy_baja
ZON010777,3.5,35.0,38,242,6.3,24.0,83.0,18.8,167,347.0,16.5,12.4,0.55,0.7,franco,aspersion,hibrida,media
ZON010778,3.6,34.0,25,270,7.1,22.8,104.0,28.0,151,404.0,21.0,7.0,0.61,0.8,calcareo,aspersion,tradicional,alta
ZON010779,0.4,6.0,12,126,6.9,11.5,61.0,21.3,85,415.0,18.4,8.5,0.23,0.32,arenoso,aspersion,hibrida,muy_baja
ZON010780,3.4,29.0,21,202,6.3,18.8,99.0,20.9,122,,20.0,9.8,0.57,0.77,franco,aspersion,tradicional,media
ZON010781,3.9,34.0,24,219,5.9,17.4,102.0,21.5,131,528.0,23.0,5.9,0.62,0.79,franco,goteo,tradicional,media
ZON010782,1.3,,13,205,6.1,16.3,50.0,18.6,107,340.0,16.5,9.2,0.37,0.48,arenoso,aspersion,tradicional,muy_baja
ZON010783,3.1,29.0,23,237,,15.3,54.0,26.9,128,418.0,22.2,19.4,,0.77,calcareo,goteo,mejorada,baja
ZON010784,2.3,34.0,32,194,5.7,15.5,,25.3,136,354.0,19.0,9.1,0.53,0.66,franco,goteo,tradicional,media
ZON010785,3.7,39.0,20,242,,13.8,86.0,25.5,172,393.0,18.6,13.3,0.66,0.77,calcareo,aspersion,mejorada,media
ZON010786,2.6,34.0,19,194,7.2,17.5,99.0,27.2,134,407.0,15.7,17.6,0.58,0.74,arcilloso,aspersion,tradicional,media
ZON010787,2.4,28.0,16,219,6.1,16.4,62.0,28.4,159,507.0,16.8,0.0,0.53,0.62,franco,secano,tradicional,media
ZON010788,2.3,28.0,26,203,6.6,16.1,66.0,32.6,162,478.0,18.7,0.0,0.56,0.71,arenoso,aspersion,tradicional,alta
ZON010789,3.5,36.0,21,183,6.2,17.6,71.0,20.8,136,306.0,14.7,0.4,0.44,0.52,arcilloso,secano,mejorada,media
ZON010790,3.5,33.0,28,282,6.2,19.5,99.0,25.3,143,454.0,14.6,4.1,0.52,0.63,arenoso,goteo,mejorada,media
ZON010791,2.8,29.0,20,162,6.4,14.4,67.0,21.1,102,356.0,16.1,6.5,0.56,0.74,arcilloso,goteo,hibrida,media
ZON010792,2.2,40.0,21,226,6.3,17.5,57.0,29.2,150,485.0,17.8,8.9,0.51,0.69,arenoso,aspersion,tradicional,media
ZON010793,4.0,46.0,32,272,6.6,27.6,77.0,28.3,99,311.0,19.3,0.0,0.46,0.64,franco,secano,mejorada,alta
ZON010794,3.3,38.0,25,288,6.8,21.6,84.0,25.7,200,579.0,20.9,11.8,0.59,0.74,arenoso,goteo,mejorada,alta
ZON010795,2.1,,28,229,7.1,15.0,93.0,39.2,243,637.0,19.4,5.6,0.79,0.97,franco,aspersion,mejorada,muy_alta
ZON010796,1.5,,21,182,5.9,9.2,36.0,26.3,196,489.0,17.6,15.6,0.45,0.61,arenoso,goteo,hibrida,baja
ZON010797,2.8,32.0,25,243,6.8,16.9,,30.1,180,571.0,15.6,7.0,0.51,0.71,franco,goteo,hibrida,muy_alta
ZON010798,1.3,18.0,10,122,6.7,16.2,59.0,,123,311.0,25.8,1.1,0.46,0.69,arenoso,secano,mejorada,baja
ZON010799,2.1,31.0,25,202,6.7,19.6,89.0,34.3,193,577.0,15.4,12.3,0.75,0.91,arcilloso,goteo,mejorada,alta
ZON010800,3.7,43.0,32,207,5.9,23.7,82.0,21.8,143,310.0,19.9,23.6,0.53,0.7,franco,secano,tradicional,media
ZON010801,2.0,,25,196,6.3,16.1,88.0,,155,464.0,23.6,0.0,0.57,0.73,arcilloso,secano,tradicional,media
ZON010802,2.7,30.0,21,234,6.9,20.8,84.0,,128,377.0,20.4,9.4,0.52,0.64,arcilloso,goteo,mejorada,media
ZON010803,1.1,12.0,6,63,6.2,9.9,41.0,32.6,178,533.0,16.7,0.0,0.36,0.5,arenoso,goteo,tradicional,baja
ZON010804,2.7,38.0,22,232,5.9,19.5,82.0,13.6,145,391.0,19.6,9.0,0.62,0.78,franco,secano,tradicional,media
ZON010805,2.4,24.0,20,152,6.7,11.8,43.0,22.9,163,466.0,21.1,4.2,,0.67,franco,aspersion,mejorada,media
ZON010806,3.4,37.0,21,210,7.0,19.3,49.0,30.2,184,443.0,13.7,0.0,0.58,0.77,franco,aspersion,hibrida,muy_alta
ZON010807,2.6,27.0,21,253,6.5,17.5,88.0,15.2,90,329.0,17.6,10.2,0.52,0.66,arcilloso,aspersion,tradicional,muy_baja
ZON010808,1.9,25.0,18,176,6.0,12.3,52.0,18.2,73,426.0,19.4,0.0,0.3,0.35,franco,secano,hibrida,baja
ZON010809,3.7,35.0,31,253,6.8,23.7,115.0,31.1,229,578.0,11.6,10.0,0.51,0.68,franco,goteo,tradicional,alta
ZON010810,2.4,35.0,18,194,7.2,17.4,51.0,,87,167.0,16.8,2.3,0.31,0.4,arcilloso,aspersion,tradicional,media
ZON010811,3.1,34.0,19,186,6.0,14.5,59.0,,118,409.0,13.5,11.8,0.75,0.88,arcilloso,goteo,hibrida,muy_alta
ZON010812,1.7,7.0,20,158,7.3,13.8,55.0,,124,,18.2,11.3,0.5,0.61,franco,goteo,mejorada,baja
ZON010813,2.6,25.0,19,158,7.1,19.2,72.0,24.0,101,479.0,15.2,7.5,0.56,0.72,calcareo,secano,tradicional,baja
ZON010814,1.6,20.0,16,135,6.5,16.3,49.0,26.9,182,516.0,20.5,3.8,0.53,0.7,franco,aspersion,mejorada,media
ZON010815,1.9,,10,155,6.8,15.0,66.0,25.9,170,289.0,16.9,12.0,0.47,0.65,franco,aspersion,mejorada,alta
ZON010816,2.8,30.0,23,188,6.0,16.1,80.0,35.8,219,571.0,18.8,6.1,0.58,0.69,arenoso,aspersion,tradicional,alta
ZON010817,4.1,48.0,27,221,7.0,23.7,99.0,23.9,95,359.0,17.5,8.6,0.78,0.98,arcilloso,goteo,tradicional,alta
ZON010818,2.4,28.0,21,172,7.3,17.5,85.0,22.1,126,486.0,18.5,14.8,0.55,0.75,calcareo,goteo,mejorada,media
ZON010819,0.3,,3,54,5.4,5.0,57.0,19.3,135,412.0,18.7,9.5,0.2,0.25,arenoso,aspersion,mejorada,muy_baja
ZON010820,1.4,19.0,17,182,6.2,12.0,63.0,31.2,178,490.0,18.5,6.7,0.49,0.6,arcilloso,aspersion,tradicional,media
ZON010821,0.5,8.0,2,110,5.9,12.1,41.0,22.1,169,475.0,12.0,0.0,0.41,0.59,calcareo,secano,hibrida,baja
ZON010822,2.3,24.0,19,194,,13.3,69.0,27.4,202,669.0,15.0,1.0,0.59,0.76,franco,aspersion,mejorada,media
ZON010823,3.7,34.0,14,200,6.9,18.3,88.0,25.6,145,270.0,22.5,11.6,0.56,0.73,franco,secano,tradicional,baja
ZON010824,2.2,25.0,21,137,6.4,17.2,54.0,29.2,133,463.0,17.8,0.0,0.65,0.84,franco,secano,mejorada,alta
ZON010825,1.6,24.0,16,142,7.4,14.9,67.0,27.4,202,642.0,22.6,6.7,0.66,0.86,arcilloso,goteo,tradicional,alta
ZON010826,3.7,34.0,25,203,6.7,24.4,108.0,19.1,124,452.0,18.7,0.0,0.54,0.73,calcareo,secano,hibrida,media
ZON010827,2.1,,11,199,6.1,15.9,71.0,19.0,105,162.0,14.6,17.8,0.37,0.45,arenoso,secano,mejorada,baja
ZON010828,2.9,29.0,19,185,6.6,15.5,70.0,,155,533.0,17.9,12.4,0.66,0.89,franco,goteo,mejorada,alta
ZON010829,2.9,41.0,13,198,6.9,15.6,70.0,23.1,147,412.0,16.4,6.9,0.51,0.63,arcilloso,secano,tradicional,baja
ZON010830,3.2,34.0,21,193,6.1,15.7,57.0,17.1,103,,19.2,3.7,0.51,0.66,arenoso,goteo,mejorada,baja
ZON010831,1.5,27.0,17,204,6.3,14.5,64.0,31.2,170,,16.8,4.6,0.57,0.78,arenoso,goteo,tradicional,media
ZON010832,1.9,,8,184,7.2,16.1,41.0,14.8,69,265.0,18.8,8.5,0.54,0.68,arenoso,goteo,tradicional,muy_baja
ZON010833,2.7,35.0,21,256,6.3,15.9,80.0,26.7,209,596.0,19.1,18.5,0.77,0.98,franco,goteo,mejorada,alta
ZON010834,3.8,36.0,29,215,6.7,17.4,107.0,20.6,99,334.0,19.5,2.0,0.46,0.59,franco,aspersion,mejorada,alta
ZON010835,1.5,13.0,11,114,6.7,10.6,47.0,20.2,127,,20.1,9.7,0.45,0.53,arcilloso,aspersion,hibrida,muy_baja
ZON010836,1.8,,16,145,6.2,12.5,77.0,22.2,105,450.0,15.0,3.7,0.49,0.56,franco,secano,hibrida,muy_baja
ZON010837,3.0,29.0,27,215,7.2,18.5,78.0,22.8,150,316.0,15.1,3.3,0.61,0.76,franco,goteo,tradicional,media
ZON010838,2.0,18.0,18,132,6.5,15.0,54.0,32.0,187,417.0,12.4,13.5,0.59,0.79,franco,aspersion,tradicional,media
ZON010839,2.6,14.0,11,146,5.6,10.6,56.0,22.4,143,345.0,18.8,1.2,0.34,0.47,arenoso,secano,hibrida,baja
ZON010840,2.6,28.0,17,170,7.0,14.5,73.0,23.2,199,458.0,19.0,2.4,0.65,0.83,arcilloso,aspersion,mejorada,alta
ZON010841,2.8,,17,177,6.6,15.9,61.0,28.8,156,460.0,18.4,0.0,0.55,0.65,arcilloso,aspersion,mejorada,alta
ZON010842,3.8,29.0,32,203,6.8,17.9,91.0,21.5,116,487.0,22.0,13.2,0.5,0.65,franco,goteo,tradicional,alta
ZON010843,1.6,24.0,19,129,6.6,14.3,47.0,21.9,89,308.0,18.0,0.0,0.39,0.49,arcilloso,goteo,mejorada,baja
ZON010844,1.7,24.0,16,137,6.9,13.2,54.0,,108,291.0,18.1,0.0,0.48,0.55,arcilloso,goteo,tradicional,baja
ZON010845,3.4,41.0,23,277,,21.0,65.0,28.6,151,346.0,16.9,8.4,0.48,0.62,arcilloso,goteo,hibrida,media
ZON010846,2.0,19.0,13,140,6.3,12.5,43.0,18.7,102,246.0,17.1,11.6,0.33,0.48,arenoso,goteo,hibrida,baja
ZON010847,3.5,39.0,25,157,7.4,18.9,84.0,24.2,136,358.0,17.9,10.3,0.83,0.98,calcareo,aspersion,mejorada,muy_alta
ZON010848,3.2,29.0,27,189,6.7,16.4,47.0,22.6,142,503.0,17.6,21.3,0.55,0.7,arcilloso,goteo,mejorada,baja
ZON010849,3.8,40.0,29,252,7.0,20.1,97.0,31.6,193,591.0,15.1,18.9,0.67,0.82,arcilloso,goteo,tradicional,media
ZON010850,1.9,19.0,15,154,6.1,15.0,57.0,19.6,97,133.0,20.4,8.6,0.36,0.42,arcilloso,secano,mejorada,muy_baja
ZON010851,3.6,41.0,25,235,6.1,19.4,90.0,,200,560.0,20.1,5.2,0.53,0.71,arenoso,aspersion,mejorada,alta
ZON010852,4.9,47.0,28,302,7.0,22.8,115.0,24.4,165,501.0,22.1,5.0,0.82,0.98,arcilloso,goteo,mejorada,muy_alta
ZON010853,3.5,,23,199,6.3,17.0,69.0,26.2,150,469.0,16.5,3.8,0.61,0.82,franco,goteo,mejorada,alta
ZON010854,2.7,28.0,26,228,6.7,15.1,,9.8,60,122.0,18.1,7.0,0.33,0.45,arenoso,secano,hibrida,muy_baja
ZON010855,1.8,,18,199,,12.7,62.0,,113,328.0,18.4,12.0,0.33,0.42,arcilloso,goteo,mejorada,muy_baja
ZON010856,1.3,28.0,14,139,6.8,17.6,65.0,23.2,173,380.0,18.9,12.2,0.37,0.49,arcilloso,aspersion,tradicional,baja
ZON010857,2.5,25.0,13,92,5.9,17.3,59.0,14.2,91,215.0,16.7,5.2,0.32,0.49,arenoso,secano,tradicional,muy_baja
ZON010858,2.9,39.0,23,240,8.0,24.5,94.0,23.5,119,532.0,22.1,9.8,0.62,0.81,calcareo,aspersion,mejorada,media
ZON010859,3.1,36.0,21,246,7.1,20.1,97.0,23.8,128,431.0,19.7,8.9,0.73,0.98,arcilloso,goteo,hibrida,alta
ZON010860,3.0,38.0,21,207,6.9,18.6,59.0,,164,511.0,19.7,13.9,0.71,0.92,franco,aspersion,tradicional,muy_alta
ZON010861,3.3,40.0,28,231,6.4,22.8,90.0,17.1,80,243.0,21.5,4.9,0.48,0.66,franco,secano,mejorada,media
ZON010862,1.5,27.0,23,190,6.1,13.5,37.0,25.9,176,524.0,11.6,9.9,,0.8,arcilloso,secano,tradicional,media
ZON010863,1.8,26.0,8,154,6.3,12.4,33.0,,182,,17.8,6.7,0.55,0.69,arenoso,goteo,tradicional,baja
ZON010864,1.4,20.0,10,128,6.4,13.2,91.0,14.4,99,273.0,11.6,0.4,0.43,0.55,arenoso,secano,mejorada,muy_baja
ZON010865,2.9,31.0,29,177,7.3,12.8,59.0,,178,589.0,19.9,2.0,0.76,0.95,arcilloso,aspersion,mejorada,alta
ZON010866,2.2,,6,170,7.0,15.0,72.0,,172,,16.3,13.1,0.43,0.52,calcareo,secano,hibrida,media
ZON010867,2.9,24.0,12,174,6.6,14.3,79.0,24.6,148,424.0,14.3,10.0,0.53,0.66,franco,secano,hibrida,media
ZON010868,3.3,,31,240,6.4,19.9,,18.3,121,406.0,18.2,10.0,0.6,0.77,arenoso,goteo,hibrida,media
ZON010869,1.7,10.0,9,108,6.7,11.7,45.0,32.1,169,560.0,21.2,16.4,0.59,0.78,franco,aspersion,tradicional,baja
ZON010870,3.0,17.0,18,222,6.5,16.4,39.0,32.3,198,656.0,17.3,8.1,0.65,0.86,arenoso,aspersion,hibrida,muy_alta
ZON010871,2.5,17.0,18,132,6.6,12.8,37.0,28.3,152,619.0,19.9,7.6,0.51,0.66,franco,goteo,mejorada,media
ZON010872,3.5,31.0,17,270,6.6,22.4,82.0,22.0,154,375.0,16.3,8.4,0.63,0.77,arcilloso,goteo,mejorada,alta
ZON010873,1.1,10.0,6,121,6.4,15.1,53.0,18.3,132,407.0,24.2,12.1,0.45,0.55,arenoso,goteo,tradicional,baja
ZON010874,1.8,17.0,13,93,5.7,13.7,28.0,22.2,122,477.0,14.7,11.0,0.52,0.61,arenoso,goteo,hibrida,media
ZON010875,3.5,42.0,38,213,6.7,18.0,92.0,29.9,217,618.0,18.2,0.0,0.61,0.84,arcilloso,goteo,tradicional,muy_alta
ZON010876,2.2,26.0,17,168,6.2,15.8,39.0,30.2,197,764.0,19.6,6.5,0.49,0.62,arcilloso,aspersion,hibrida,muy_alta
ZON010877,2.1,28.0,20,167,6.7,18.5,68.0,27.5,138,326.0,16.0,0.0,0.53,0.73,franco,goteo,hibrida,media
ZON010878,1.9,16.0,18,93,6.7,9.3,35.0,32.1,163,645.0,14.3,2.2,0.55,0.73,arenoso,aspersion,hibrida,alta
ZON010879,2.3,42.0,26,214,6.3,19.5,91.0,30.2,186,559.0,22.6,13.7,0.7,0.93,franco,goteo,hibrida,muy_alta
ZON010880,4.5,52.0,32,332,5.8,24.8,122.0,27.0,163,408.0,20.5,4.0,0.79,0.98,arcilloso,secano,tradicional,muy_alta
ZON010881,0.9,10.0,9,69,7.0,11.2,,21.8,142,514.0,21.4,7.5,0.53,0.7,arenoso,secano,mejorada,muy_baja
ZON010882,4.3,44.0,29,288,7.0,20.9,,30.2,195,498.0,18.3,0.0,0.63,0.84,franco,goteo,tradicional,muy_alta
ZON010883,2.6,27.0,23,181,6.7,15.0,68.0,19.0,119,332.0,13.0,15.7,0.4,0.52,franco,secano,hibrida,baja
ZON010884,2.4,19.0,11,178,6.0,7.2,41.0,22.1,102,369.0,15.4,14.3,0.52,0.69,arenoso,secano,hibrida,muy_baja
ZON010885,2.3,28.0,16,191,6.7,13.1,52.0,29.8,185,559.0,15.3,3.4,0.43,0.55,franco,goteo,tradicional,media
ZON010886,1.8,16.0,11,153,6.2,10.5,42.0,20.0,134,431.0,20.8,9.9,0.53,0.65,calcareo,goteo,hibrida,baja
ZON010887,2.0,26.0,16,144,7.6,15.9,56.0,31.0,195,558.0,14.5,15.8,0.52,0.66,calcareo,goteo,mejorada,baja
ZON010888,3.0,33.0,21,223,6.5,15.7,,16.2,151,439.0,19.8,13.6,0.56,0.72,arenoso,aspersion,tradicional,media
ZON010889,1.7,27.0,19,153,6.6,14.5,49.0,20.1,62,254.0,14.9,10.9,0.34,0.42,franco,secano,tradicional,muy_baja
ZON010890,2.2,,24,151,7.2,12.4,81.0,,173,553.0,18.4,5.0,0.55,0.71,arcilloso,secano,mejorada,media
ZON010891,3.4,36.0,19,205,6.2,19.7,97.0,28.8,191,437.0,15.4,8.9,0.74,0.89,franco,secano,hibrida,alta
ZON010892,2.6,,22,186,6.9,16.4,58.0,25.4,146,631.0,19.5,9.2,0.54,0.67,franco,secano,tradicional,media
ZON010893,2.2,30.0,22,192,7.0,13.9,59.0,14.9,49,248.0,19.1,5.9,0.37,0.45,calcareo,secano,hibrida,baja
ZON010894,2.5,,18,145,6.6,13.1,62.0,22.1,139,378.0,18.4,4.3,0.51,0.63,arenoso,secano,tradicional,baja
ZON010895,2.6,,32,188,6.9,22.4,96.0,14.8,110,232.0,16.5,9.4,0.74,0.95,arcilloso,goteo,mejorada,media
ZON010896,2.5,34.0,22,224,6.9,19.0,81.0,26.9,137,611.0,21.6,16.3,0.64,0.79,calcareo,secano,tradicional,baja
ZON010897,2.7,27.0,15,191,6.3,15.6,75.0,29.1,233,659.0,19.2,1.8,0.58,0.77,arcilloso,aspersion,tradicional,alta
ZON010898,3.4,35.0,20,166,6.0,16.7,94.0,,179,356.0,14.1,14.1,0.61,0.79,franco,aspersion,tradicional,alta
ZON010899,1.5,26.0,26,202,6.7,15.3,78.0,31.3,183,579.0,20.3,10.8,0.63,0.76,calcareo,goteo,tradicional,media
ZON010900,2.8,40.0,26,242,7.1,23.6,105.0,27.5,233,617.0,19.5,0.2,0.8,0.98,calcareo,secano,tradicional,muy_alta
ZON010901,2.4,22.0,22,105,5.5,14.5,59.0,19.5,111,,15.4,0.7,0.45,0.57,arenoso,secano,mejorada,muy_baja
ZON010902,2.5,32.0,6,92,7.2,14.9,73.0,34.1,183,,21.1,14.1,0.56,0.77,arcilloso,goteo,tradicional,media
ZON010903,1.6,14.0,20,157,6.4,9.6,31.0,24.7,151,462.0,21.4,15.8,0.35,0.4,arenoso,secano,mejorada,muy_baja
ZON010904,1.9,25.0,20,173,6.6,18.0,55.0,20.9,114,409.0,19.0,19.7,0.59,0.75,franco,goteo,mejorada,media
ZON010905,2.6,,25,169,6.6,20.8,,20.4,74,323.0,16.8,13.0,0.67,0.84,arenoso,goteo,mejorada,media
ZON010906,3.2,30.0,21,233,6.7,18.5,72.0,25.9,150,579.0,17.3,16.9,0.62,0.75,franco,secano,hibrida,baja
ZON010907,1.7,19.0,18,155,6.5,15.6,52.0,32.1,229,599.0,13.6,15.1,0.59,0.72,arcilloso,secano,tradicional,alta
ZON010908,3.0,31.0,22,249,6.6,19.6,72.0,24.7,141,425.0,17.3,13.1,,0.92,franco,goteo,mejorada,alta
ZON010909,1.1,16.0,17,230,7.1,16.1,54.0,16.1,81,250.0,12.9,3.5,0.41,0.52,calcareo,secano,mejorada,baja
ZON010910,1.7,25.0,19,133,7.2,13.0,49.0,14.9,34,193.0,18.1,1.4,0.21,0.27,arcilloso,secano,mejorada,muy_baja
ZON010911,1.0,15.0,20,185,6.7,16.4,15.0,25.2,127,441.0,20.4,10.1,0.45,0.56,arenoso,goteo,tradicional,muy_baja
ZON010912,4.5,36.0,25,236,6.7,19.6,86.0,22.8,94,337.0,16.3,8.9,0.54,0.71,franco,aspersion,tradicional,alta
ZON010913,3.5,30.0,28,232,6.5,21.7,93.0,26.3,101,364.0,18.1,2.1,,0.75,arcilloso,secano,mejorada,media
ZON010914,2.7,30.0,25,168,6.9,15.2,69.0,27.6,157,464.0,18.5,11.9,0.36,0.5,arenoso,aspersion,mejorada,media
ZON010915,2.1,28.0,22,192,5.9,13.7,30.0,26.6,168,592.0,18.2,9.1,0.63,0.82,arenoso,aspersion,hibrida,media
ZON010916,1.6,13.0,12,118,6.7,11.3,21.0,22.1,108,335.0,16.4,1.1,0.46,0.58,arenoso,goteo,tradicional,baja
ZON010917,3.0,30.0,30,230,6.4,18.9,75.0,16.5,115,390.0,19.2,2.6,0.5,0.64,arcilloso,secano,mejorada,baja
ZON010918,3.1,17.0,17,126,6.2,15.1,,,188,474.0,18.4,0.4,0.44,0.59,arcilloso,secano,tradicional,baja
ZON010919,2.0,,13,125,6.4,15.8,44.0,28.6,156,,20.6,19.6,0.41,0.53,franco,aspersion,tradicional,baja
ZON010920,2.2,34.0,24,203,6.2,19.3,82.0,30.7,131,289.0,19.1,12.4,0.44,0.53,franco,aspersion,tradicional,media
ZON010921,4.0,34.0,24,156,6.0,17.1,72.0,21.9,157,530.0,16.5,0.3,0.61,0.73,franco,aspersion,mejorada,alta
ZON010922,2.2,22.0,14,184,6.9,14.2,31.0,,148,454.0,19.5,13.9,0.62,0.8,arenoso,aspersion,hibrida,media
ZON010923,3.1,30.0,24,203,6.8,19.4,86.0,30.3,168,694.0,21.0,8.4,0.61,0.69,franco,goteo,mejorada,media
ZON010924,2.1,29.0,19,183,6.0,11.0,48.0,17.8,111,350.0,15.1,0.0,0.4,0.5,arenoso,secano,hibrida,baja
ZON010925,0.4,19.0,13,142,6.1,12.5,31.0,,168,489.0,17.2,0.9,0.56,0.71,arenoso,secano,hibrida,alta
ZON010926,1.5,18.0,13,105,6.7,11.2,45.0,28.5,128,515.0,17.1,12.4,0.4,0.54,arenoso,secano,mejorada,muy_baja
ZON010927,4.4,35.0,27,235,6.7,20.4,,18.2,103,323.0,20.0,18.1,0.66,0.85,arcilloso,aspersion,mejorada,media
